rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-427.313811826248,8.458264774043386,log
independent_accumulation_with_active_gaze,-470.5231819836356,11.299883486119317,log
GLAM_with_active_gaze,-442.88080991804725,11.174364734966591,log
