rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-434.9328472132497,8.921189171614246,log
independent_accumulation_with_active_gaze,-481.1697771709868,15.39005116487056,log
GLAM_with_active_gaze,-515.829766007687,13.90587578628634,log
