rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-514.642982516361,10.970791742243282,log
independent_accumulation_with_active_gaze,-553.4732864486989,11.16705686100182,log
GLAM_with_active_gaze,-507.6962205108603,11.758250127854165,log
