rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-536.6791400313537,6.210978385823852,log
independent_accumulation_with_active_gaze,-517.4385249563412,10.131028238307517,log
GLAM_with_active_gaze,-535.6800420061668,7.848918973634847,log
