rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-467.7359423904577,7.470796180323975,log
independent_accumulation_with_active_gaze,-495.8968882823105,5.999537270508204,log
GLAM_with_active_gaze,-481.5812542032958,7.574775635455661,log
