rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-485.09527563272457,10.684334916464273,log
independent_accumulation_with_active_gaze,-494.43017157148745,10.672419889657895,log
GLAM_with_active_gaze,-461.32068399662376,10.525697424760443,log
