rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-484.65515570607334,8.233506433625127,log
independent_accumulation_with_active_gaze,-502.3636585339603,8.003206368460415,log
GLAM_with_active_gaze,-502.4259139878388,7.955829912312262,log
