rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-509.0018095335455,6.102049013824556,log
independent_accumulation_with_active_gaze,-494.0149301430232,7.92701576280401,log
GLAM_with_active_gaze,-503.82783495295985,7.681887823969467,log
