rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-434.93284721324983,8.921189171614246,log
independent_accumulation_with_active_gaze,-481.16977717098683,15.39005116487056,log
GLAM_with_active_gaze,-515.829766007687,13.905875786286341,log
