rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-479.2740027867095,10.217252469839533,log
independent_accumulation_with_active_gaze,-459.54302831132105,12.527703642095007,log
GLAM_with_active_gaze,-504.1014080528365,8.847934360095287,log
