rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-496.68033640337353,9.630730870378729,log
independent_accumulation_with_active_gaze,-560.387112204319,11.801294119673699,log
GLAM_with_active_gaze,-531.6746310603079,11.265502040683485,log
