rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-522.8896789925237,13.171353699225667,log
independent_accumulation_with_active_gaze,-531.5852628063809,11.922892523851402,log
GLAM_with_active_gaze,-488.8574033911871,10.347671969868337,log
