rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-534.3412937165435,14.271606016541117,log
independent_accumulation_with_active_gaze,-563.8223818009277,11.233254712048451,log
GLAM_with_active_gaze,-505.56775006504176,11.778794884064427,log
