rec_model,WAIC,WAIC_se,WAIC_scale
probabilistic_satisficing_with_active_gaze,-469.88864596479965,8.078526662238444,log
independent_accumulation_with_active_gaze,-490.20513187181433,8.411989441897857,log
GLAM_with_active_gaze,-497.471010644935,9.099895881930172,log
