,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],0.10961168231330527,0.001120204636240519,0.10762183932024807,0.11178751447755156,1.5335388418434658e-05,1.0856179320168534e-05,5335.869147959523,5324.24834865746,5348.430210181622,2518.6960695847915,1.0021532690594979
row[0],0.0024250955479328358,0.0008340422233097691,0.0008407559419469238,0.003992250049896188,4.298001919817003e-05,3.0415033557424762e-05,376.56752533264887,376.56752533264887,375.94046210107314,797.6238273376109,1.0093198494843711
column[0],-0.00035113447398022515,0.00047075369067273116,-0.00122196696264826,0.0005638645143101143,1.2211501793524425e-05,8.636530988544734e-06,1486.1043722228353,1486.1043722228353,1486.0049784752762,1884.0664904358014,1.000644907209024
rating[0],0.013151295311510956,0.0002319940346520945,0.012702341351952024,0.013575796783070205,2.403797697597696e-06,1.6997948771618538e-06,9314.462659101608,9314.462659101608,9448.63465971595,2725.402687717845,1.000733166589285
size[0],0.00016610701975970822,9.809300938768766e-05,-1.7387634415705297e-06,0.0003716822018181331,4.2029584528699485e-06,2.9735332092920553e-06,544.7107207949726,544.7107207949726,544.4204313825512,1137.911589432082,1.002767430748594
setsize[0],-0.0024104165883655987,3.984636899335813e-05,-0.002485452630737259,-0.002335741413068762,5.388416611179033e-07,3.8160159222956534e-07,5468.335753148494,5452.223124128453,5489.575501757161,2637.356787131553,1.0018612673356495
1|subject_offset[0],0.015521562302722175,1.0072087048649203,-1.8894757735560617,1.93094383739136,0.01341649494309409,0.017045849018078606,5635.8678145736085,1746.291628799205,5644.53088358236,2746.9500397436145,1.0001140571058618
1|subject_offset[1],0.0005430031365686666,0.9775855703612756,-1.905608640626001,1.780136609700337,0.0118922826355292,0.017186343250546108,6757.39211397334,1618.3378182887034,6763.004146634705,3027.5332583515947,1.0001254430366682
1|subject_offset[2],0.01699512515084875,1.0061770614806564,-1.851278270281785,1.9626502035018458,0.012808708233870477,0.017338190296898343,6170.752931476713,1684.4639721891815,6192.958722174892,3023.9781144606804,1.000372739870152
1|subject_offset[3],-0.016530562020517392,0.9976869137623418,-1.9782370192648504,1.8167671652618864,0.013488662330382388,0.01666055681416031,5470.799340348863,1793.58022526095,5427.307296770318,2688.8387209978123,1.000163333251037
1|subject_offset[4],-0.04185887291420903,1.0055853797134566,-2.0246733786075684,1.7688623441507412,0.013851364527545264,0.016779319262587612,5270.5117198029,1796.3885756469767,5282.738858477159,3069.6855679589476,1.0000504500928251
1|subject_offset[5],0.02038003075098959,0.965660441497107,-1.82172109183608,1.7543150466268371,0.01129291484880148,0.017235723044749796,7312.009965914612,1570.0781224082507,7331.318063773052,2830.784549861755,0.9999136457562816
