Intercept__0,beta_col__0,frac_items_seen_sd
62.12716084579585,26.004924640069227,13.799959756603567
59.113758905653064,24.50692398651026,13.162842028103784
58.44600599108942,21.607519642081357,11.741697143638248
62.87952894066342,33.080248925037885,13.45687512511124
58.91434126754996,36.327557635077746,12.805554157064137
57.67143113198183,12.611526244357798,13.438720145966872
63.04619485916242,47.08149307805927,13.392073576729167
63.18274861085625,46.85597899493338,13.316984270822635
61.94638707919759,30.71171033109685,13.231191026324996
58.1032643843855,22.176551464869352,13.522151107050112
60.29882316702611,9.268405635482516,12.897766334396021
59.89353768359386,17.740457906034045,13.690402788462785
58.58640755357324,26.066204943154098,13.679653585525834
62.490325435542054,15.281622558624154,13.595832863093097
61.28086565465277,10.38469832996088,13.464088647271941
59.00566690531929,15.319615747496517,12.689661418339643
58.42084145025932,17.15434064353856,13.022612302111863
62.21202518780873,19.587480296702477,13.355085330715701
62.409731732772016,17.06128856629665,12.319746202804051
58.825758226487146,22.697366922360928,12.47971212737232
62.987126707094944,23.238602569581655,12.44555173343325
60.67277958464079,18.67081179301497,11.66271691318148
60.93491982358516,14.840367023651075,13.412481804353039
60.75154980714833,17.06546715230187,12.69188066609405
60.75883771297809,20.47391972260088,11.886695269991067
59.93534156738473,18.164289372301457,13.312800833100631
64.24417020011515,18.068548133254847,13.039912658000802
58.779276763698945,32.0350749657204,13.022704946065588
59.36039450374156,37.23824921592714,11.54876510097388
59.73965078539409,37.43387525300473,11.82255365821575
63.19539193307282,42.00064367274689,12.998937064414287
57.25841165932832,-9.176969946124565,13.723609554733056
61.79163317179752,13.866840258576687,11.863498918433478
59.775970143946125,28.132908317290244,13.088009439703978
61.0768343631303,19.12936991154597,12.369898707761822
59.09942843133152,34.26544833366835,13.249797014526122
60.82069815561027,39.0784659205132,11.989823741970113
60.42473367911784,20.923351575035408,11.566824088460454
60.42473367911784,20.923351575035408,11.566824088460454
60.42037750657848,17.181576488453313,13.463456577598265
58.749866326712535,25.738968190698785,13.67492066707327
63.126426722611924,39.08811634409232,12.28464982233108
61.98726137247968,42.127076623493636,13.098754672911719
59.29346143698068,29.630546496170634,12.560622674475889
60.96280045216416,8.090710828949572,12.822959846677579
60.96280045216416,8.090710828949572,12.822959846677579
57.80316320006517,11.599049553407067,12.871739394841294
64.41559203641249,16.258425609516667,13.411275274891032
59.1399796938382,19.036038712683556,12.78519525820293
61.97583729767611,35.271427333390115,12.33573185054535
58.41418328216003,11.60963488001168,12.192053787322402
56.82848949331309,-5.0047876386706305,12.676818690142849
60.37469733039999,14.361072587433483,12.745106448538321
61.39614247561082,23.622231551351316,12.195153724077999
63.955486879704765,22.87292494672375,12.3067464978393
58.70381343241145,16.068117744394986,12.658051762902632
60.87709771472448,24.867257559227806,13.523073561903422
60.0452278563103,24.787830869634252,13.2694176168278
57.637986452797094,23.61965571617434,12.438675415866488
60.61023680747058,17.406865890140363,12.520664725600296
60.61023680747058,17.406865890140363,12.520664725600296
59.806775992170856,37.308021673976334,12.89689739238552
61.84846574282215,36.6423805701441,13.458276442594403
59.746289091182014,20.446397553267843,13.698602608793138
60.78257993504938,21.27760585510971,13.531365425363019
62.54204521983564,29.81617531562566,12.473414079609844
62.54204521983564,29.81617531562566,12.473414079609844
58.27966578447337,16.060372413558966,12.656351701281158
59.41509966841951,18.132040632810533,13.211470616611225
58.11358719743302,3.5284841248345087,13.431332430354892
57.38803661000546,3.3576185498701347,13.46090424171924
60.738640184482335,20.387059380134566,12.091691491843322
63.570132295841475,24.105070588318924,13.115481927136324
58.21290870252951,32.94974428800381,13.275222666294287
62.66337222014223,30.145430243045134,13.213552767863115
57.48843867563174,9.140048189726881,12.983566562914623
59.059274592737786,4.72431577788172,12.25287758512382
61.347193396890816,25.292650910986655,13.107156487078374
58.6331109525923,18.528495308231932,12.387294108864047
62.30421725819912,14.989472030729136,12.72358797047642
58.856659822701,37.82290103473582,12.375477899394099
60.87422210783066,28.01500637048417,12.990173978271805
60.934740967252544,29.231264637660157,12.008042635013666
59.37262762365354,27.839342336434427,12.515267764238414
61.38001745169665,18.58687057559614,12.957265131341556
59.227122754166075,26.32636308448245,12.605530951027477
58.187172645335416,9.83930485030651,12.409970176029097
62.16989361858483,19.171748270473813,13.009021970822973
58.756952999082806,23.657911596080904,13.694010478854631
61.8470354134827,24.99158685688396,13.869026682744952
60.13068621339841,17.916135329951036,13.851516497008271
61.087502472424106,17.231462973679896,13.795452307060767
59.10373470856981,9.92394764029075,13.042180945118922
58.52322782460118,14.368225451479587,12.122898154437824
58.980939132174456,14.279757128270136,13.03717788032748
60.1339077711634,15.992732509203123,13.036789804796005
60.75918348646588,24.91025350095146,12.450955999396044
60.75918348646588,24.91025350095146,12.450955999396044
60.40433133828382,37.52893620749215,13.106220871266935
60.40433133828382,37.52893620749215,13.106220871266935
62.06120354398887,35.11328529256209,12.707930028489969
61.11471640542282,27.603837153120725,12.505874657823881
59.38015732243087,3.6407510996653176,13.457262299896176
59.69953030355653,6.412587245599681,11.689254876844554
56.31036666416471,5.833766508713421,13.230925533766056
59.669041505228165,5.431353441239539,12.005652701714554
59.669041505228165,5.431353441239539,12.005652701714554
62.61118783074106,27.728154454201587,13.7698136545943
57.23835587614916,27.046202670684313,13.756415760614018
56.682260229439855,22.91710809629935,13.48205919897792
61.484916128525406,27.81106573854573,13.262469462810339
60.0373384608542,20.509367635615597,12.211632085994816
59.55865417802769,24.696609674533306,13.38658897122214
61.809318222138764,27.7974315712158,13.642227992376345
60.90921765281837,27.01583543245604,13.803528958260273
