Intercept__0,beta_size__0,p_choose_best_seen_sd
84.21233075134447,68.31464642526595,10.158801322031774
84.03574790149413,66.79586052496198,10.060544710784018
83.23763773883461,74.52954591468621,9.759727259343096
83.19412904977341,73.67407951642203,9.622238135826654
83.82710414959166,78.44888537365244,9.225465815182263
81.08524039572994,71.69664704040673,9.848464200805614
83.87810355218863,73.20964650990759,10.179626041041457
82.96179857079332,73.86576062813215,10.15754708274369
82.96179857079332,73.86576062813215,10.15754708274369
84.30940330909964,69.02629656777941,10.194311480433988
84.01395503981914,47.45828145781758,8.476133176352755
84.01395503981914,47.45828145781758,8.476133176352755
84.54244002559118,48.69135886027306,9.307081621022629
82.95936064683265,38.74248977677889,9.701933917919105
84.09487073706715,36.00533699927262,9.136406686339736
85.76034767007292,23.312816658713764,9.411500457623708
86.26950224388325,-10.719620363487875,8.872903635412849
86.26950224388325,-10.719620363487875,8.872903635412849
82.86256804221163,7.486272290275502,10.048050594950505
85.28800010987969,10.05093618700068,10.057045790795424
83.07764166011255,9.049058815025498,10.180676388636085
84.43389613519058,2.9132560796089404,9.856054638547125
84.14049980432524,-12.76062946165329,8.711908539468274
84.14049980432524,-12.76062946165329,8.711908539468274
84.28481675621386,-10.380948091714348,8.806689361707315
85.44538653109649,-19.911824038630172,9.829067629763461
84.96920052522637,-23.724758106118003,9.515733202544501
84.11036318092182,75.17970825231576,10.179653500054636
84.11036318092182,75.17970825231576,10.179653500054636
86.85974916673544,75.12806232094367,10.132867551487037
85.97697557502958,76.33022776716005,10.069342357571639
87.52217183224063,72.01666055829246,9.982262700065057
82.29170668587659,69.62304305319799,9.886074373903833
83.23215397337997,56.114972418195,9.995677855921988
85.61495775323833,51.01966800520884,10.075043396968256
82.8695664324376,57.83684763294124,10.168900677186862
84.82740595807783,45.82787092116223,10.083164308102765
82.58927203990379,29.368828135347023,10.039083641234354
86.04301834705281,41.98319304981213,9.523478800603792
80.95556413051806,59.33018824209706,9.85762335624306
84.0884571557898,73.21724222023029,8.615079492137154
82.26671406542737,85.7420075156932,10.074848461203791
84.20626557341818,72.95993727053063,10.100237696760889
82.33472765718058,23.983449119050224,10.004571136036262
82.66084426377645,73.36219301937112,10.120395911550487
83.01198971968098,62.51190205715012,9.036837264866573
84.44406670011607,44.94774694782474,10.11474172642494
84.01265237407523,35.017464295914046,9.514536135572394
84.06814437718303,15.032009478591739,9.645716997082348
83.74633213929371,16.26044943378326,9.278939381456743
83.2131797912212,22.717520757089705,9.447335090249346
85.0156704079842,24.46792623508473,9.844251432057737
84.2854584796292,23.663189620510124,10.00955588966149
84.67898170166642,-5.37240263749702,10.157562160681527
84.14039060390786,-7.741117366319088,9.950655449647615
84.47075245202934,-13.41536957928681,9.758441260199815
84.80128234609784,25.58268078932644,9.587138329094762
85.56328158988931,25.428749993825583,7.967512067006585
84.82648090043882,23.162184767254303,10.052001319008673
83.90292678196154,22.28058322706135,10.15000424141554
81.2730798343989,24.644672630533773,10.007033126700462
85.39091840375953,51.377292031759765,9.523937943581888
82.62310524568203,56.790871963899704,9.404259904535884
82.29972290324899,16.7710490799978,9.411626232137461
84.05977258320473,63.78357148401672,8.986149292828934
84.05977258320473,63.78357148401672,8.986149292828934
86.59675653544869,68.59652410591346,8.904487266384782
84.55177901962631,68.1349891786145,9.165646880985777
81.14809618278456,73.05014992949114,9.483531910432056
82.46352041691266,75.59422773715723,9.471944774323457
83.02702096985456,71.30993688978356,9.412217199474487
83.02702096985456,71.30993688978356,9.412217199474487
81.80260957968949,108.2776347364182,9.853608935210655
79.97857323126966,105.51521224113603,9.357892671646882
83.15515546092597,100.67838648871461,10.040504909331547
83.88032209493052,82.08167457333103,9.945395409578781
82.33772614368819,73.83690102925934,9.43128802170432
84.1778063487134,65.31106312712544,9.964194934473413
82.86268496000135,75.22798944992722,7.823438962588237
81.68296107765462,95.66827004245893,10.245609017339973
83.68612942336624,94.99367640802815,10.222637443240671
85.27289462794103,92.95718869088935,10.176626908246753
84.64672847937224,95.11156972022192,10.153111977932115
83.27829860511522,91.3038467715748,10.178973512812739
82.35681911302102,91.0248825143057,9.838682879390703
82.83258242045714,60.88222531589349,9.619303475003163
83.64470913108508,62.22551047645849,8.838778327471186
82.79268603545853,54.574373064580215,9.703668026738432
85.73758061955749,54.49937878947819,10.094383336036081
81.34573780587846,53.37513701244013,10.175378661444167
