Intercept__0,beta_rating__0,p_choose_last_seen_sd
31.033929588430066,20.120459591583945,18.540332680614256
36.16336425145646,27.955266523763367,22.33832627019192
34.47842579667448,27.53403449177317,22.42993066774618
34.03026898253415,28.955995205664788,22.553559232936184
34.976567821818776,28.660930480633713,22.65364273758171
28.510301328397286,27.2731020673382,22.876665984539116
26.692503281778308,26.87941568899019,22.560091646599155
26.107934587922824,26.73297885582516,22.586627773818403
26.9884088543745,40.69251659567196,18.273225336830823
19.431433774233323,55.695551281005166,22.685134035308266
16.3499207149763,44.84579889647512,18.080148932973337
21.828056981691454,52.07336206600979,20.79764930863598
16.324014676546017,51.644223075558116,21.507332431828566
20.17319963023432,52.72905635725466,18.959933336201885
28.75416525252231,30.95548868431982,20.04944333294459
30.13419965160605,32.864285287814965,19.981006092932237
30.454251842954438,31.571560309362994,19.87624943690374
23.599800373968804,30.461764210589486,21.11515894272186
27.426646974403084,32.1392920167034,19.175375137902343
23.95312208636458,45.57768441144737,20.335396966819822
19.753425795862004,46.97730726101227,20.06557416390625
27.68051073461311,32.17221481549844,18.88380344065057
31.122546063641746,30.635093858507158,20.243531267157508
28.044601400336298,37.04066233148725,17.492829478221932
28.044601400336298,37.04066233148725,17.492829478221932
25.889831216371164,37.51084069697525,19.223732175295
18.89788298335344,43.37664355497782,21.234046733495642
23.490239707153087,40.26492054128056,19.06011920766231
23.261832279602462,43.08463107825871,17.00357822492508
24.23467012603995,39.94582516703749,19.503584688751047
19.7867209255462,46.209464031004515,19.46940542696039
17.797917177013336,49.91517178682218,19.703726343822083
19.4842311126427,53.699085489487324,19.155521912377623
19.4842311126427,53.699085489487324,19.155521912377623
13.224316748120625,52.033802571555505,21.16560917624754
26.544262033118144,42.739707127694906,21.38675615213181
23.005809109780746,37.57240817664433,18.444120314586986
23.005809109780746,37.57240817664433,18.444120314586986
12.625968195386898,64.6207559846301,21.53800279486275
18.603210018450913,48.43444158186523,21.4483038453565
19.76357078846779,50.99658784240774,20.630303985983716
19.76357078846779,50.99658784240774,20.630303985983716
16.512995184926567,48.188050923773865,20.15636419081727
19.36015623445152,49.76815939033967,19.763616154722286
19.36015623445152,49.76815939033967,19.763616154722286
17.982218611648687,53.221580691456076,20.95255700417864
14.881037955935811,53.94031369863743,19.433300121338785
22.449296121123826,49.929333798033554,20.536306294041776
18.627700946531917,43.852396662090264,18.076282871284935
19.769197839230173,43.82323302183898,16.635856520424433
19.769197839230173,43.82323302183898,16.635856520424433
23.0527929700408,42.14951340068008,21.373060726492273
14.939187122995284,57.59453603059646,21.480885218253675
19.97652883621376,49.08757940344147,18.889414931721657
25.544983401693496,37.71709159707902,19.723956279316607
25.544983401693496,37.71709159707902,19.723956279316607
16.43925713668965,51.37699849770957,20.975653468379413
21.346314861081726,49.74966387977515,19.005674888478065
15.934201336884364,51.55686580436747,19.422662666519653
15.934201336884364,51.55686580436747,19.422662666519653
11.667623120601256,51.40236185729612,20.18834772442851
13.917595353925895,52.54651677320812,20.40185463970487
25.781466363244004,36.88332107900673,20.076134715335595
27.86801122693943,41.787801272166526,16.391164834089903
23.482513877932472,43.42453467249195,19.063059379426264
18.135867809301047,46.142142653489216,19.875042624363356
30.93588957777518,31.247773594449182,19.950484466658814
30.93588957777518,31.247773594449182,19.950484466658814
31.509102645097748,32.49467940440258,20.654398247650768
25.779934125107122,42.3147949767355,19.792430750254695
23.40601449473685,48.766006594610396,19.437418015615865
26.57425929193158,33.7250168125711,20.121869545223195
27.771123314092964,36.689295522281434,19.222539361367364
26.285061613298833,37.423978673814254,18.537305336308115
27.506024151270417,31.727469199844993,20.47224126821166
29.175633065098523,31.896164225886604,19.21861433436212
29.175633065098523,31.896164225886604,19.21861433436212
29.175633065098523,31.896164225886604,19.21861433436212
22.907338726569066,47.87106351855843,20.479578179925102
17.01909659905594,52.38434969582333,20.164355700106526
31.41618246368721,26.649096958104685,20.368588972939346
35.13370902024067,24.363406093881146,19.114261712100447
32.41058085171672,22.519363233491127,20.373297890661167
25.67688212482931,38.545664663576076,18.936437639336194
28.60063634645671,31.965665626324157,21.354046771837492
11.334852718008488,64.04941833672942,22.009125826204375
16.668805098499803,59.84722682167908,22.31704794674989
16.28895929787312,51.20515856137185,21.727843545399907
