,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],7.025388804079434,1.4119290395670183,4.949532667992736,10.23416740773389,0.1493947166241612,0.10694440083756955,89.32134694294015,87.7361899694013,114.74919484238868,101.32351111928948,1.0191163396696998
obs_gaze_influence[0],0.4829143432417526,0.044513882078591145,0.3754469187170434,0.5575009471196029,0.005498108626991023,0.0039051812651551463,65.54873426096053,65.54873426096053,88.60292107738051,27.123637888814933,1.0310932375682145
1|setsize_offset[0],0.14952314719188647,0.7978109879694962,-1.311940068772945,1.7690629333961128,0.03085590249664928,0.03699404483815,668.5340315132223,233.12815483928787,623.2647748565545,993.8204538452026,1.0280673539697411
1|setsize_offset[1],-0.29577714634770164,0.8104898415052748,-1.6580566330176647,1.4321353539413357,0.07599052436653939,0.053871790312691716,113.7565124743309,113.7565124743309,107.6658511073196,899.3582132212603,1.0233321961963722
1|setsize_offset[2],0.15714664455315086,0.7776099228612476,-1.2962885616105553,1.7215495926715296,0.029355518303944606,0.051610278186497965,701.6880530215633,114.09025930929491,689.7958950113944,786.7332622958929,1.1417778780517573
1|setsize_offset[3],-0.5496359342336077,0.9231088224655231,-2.0766844682863974,1.192474960196629,0.13208300802228876,0.09396024415842924,48.84407637248745,48.84407637248745,49.516900185057345,124.4088094273099,1.0385563747616424
obs_gaze_influence|setsize_offset[0],-0.13693658826072405,0.725563856009336,-1.5913182099407872,1.2057211281293547,0.0368134110187612,0.035329661426462676,388.4536092314909,211.4668682310156,350.84069788527177,981.1061639817892,1.0348646023126558
obs_gaze_influence|setsize_offset[1],0.055650623543896514,0.7119945903359302,-1.3435404971874236,1.4703943953173917,0.030719859996809505,0.02565770214111029,537.1739253125093,385.607487658125,522.3468742404787,298.627636849053,1.0405016966105445
obs_gaze_influence|setsize_offset[2],-0.26015251956960134,0.7205750884053507,-1.5560026598948995,1.2428983419743824,0.033454626940454216,0.029016155385642183,463.92321424974915,308.93685565120626,436.7772501176032,269.5990137669221,1.0264545177319968
obs_gaze_influence|setsize_offset[3],0.857511016627372,0.765267473145774,-0.3404862252964541,2.6470367947793565,0.06194421061125503,0.07194781030062072,152.6247843396938,57.150712933718474,168.57791796296587,199.1948299910412,1.018638475847313
1|setsize_sd,1.734310369430424,1.6634447627487043,0.002761249371140879,4.719187039641265,0.22150328265297953,0.15744370809732844,56.39705607974031,56.39705607974031,44.803171904365065,108.08759348948873,1.0426735845552235
1|setsize[0],0.10879908980787624,1.3573624668849011,-2.6463281866496375,2.8886933862814286,0.11418005381317713,0.09243063816010531,141.32245900753395,108.41121419400952,120.6914892180493,175.00118806805608,1.0138466674007105
1|setsize[1],-0.7197346889756284,1.474448253438683,-2.9444507571839007,1.8654256561890266,0.2562297305277079,0.18280205946749015,33.11311451312282,33.11311451312282,32.14012278619282,236.84162686413057,1.055955397890409
1|setsize[2],0.11793245538521849,1.1706515376682565,-1.809896709867806,2.7935592493656918,0.0653526365030439,0.04994046417725759,320.869955500058,275.32234692786784,367.03521958047224,235.73915567979566,1.109295653860377
1|setsize[3],-1.3226299939068062,2.0869643003127765,-6.855536710336897,0.9858553400032893,0.3977589822928173,0.28429297277727267,27.528975456357596,27.528975456357596,32.088557000168535,27.99174469859467,1.050517532622121
obs_gaze_influence|setsize_sd,0.08739463325773085,0.08432648120762536,0.008046918389980411,0.284934391460154,0.034624058996515654,0.028070439462384283,5.931601940277589,5.103287495173287,11.716204082308785,1375.2239295532322,1.1299114574719595
obs_gaze_influence|setsize[0],-0.00457188645799763,0.045990188877587664,-0.09308516157646769,0.09728465147773331,0.004964189987521168,0.0035222104858410627,85.82891012476551,85.82891012476551,67.75122713364607,83.41003188556611,1.0130191302698421
obs_gaze_influence|setsize[1],0.012641670986729638,0.04360854312193116,-0.06644704288273802,0.09202552368837776,0.00936499296372593,0.006713223883757594,21.68344312155603,21.68344312155603,27.22339522930339,152.4060071483606,1.0544586418300272
obs_gaze_influence|setsize[2],-0.01345324250736032,0.041851691790862906,-0.11333863583097673,0.061604598220701814,0.002899377907576528,0.0023199270168407634,208.36097739323748,163.30596726793615,255.29872799085305,144.88578972797086,1.0499052797633253
obs_gaze_influence|setsize[3],0.06519927612392568,0.06341414970224078,-0.044008735259403124,0.16523055238663684,0.013859589928208639,0.01018003266975468,20.934933494424968,19.98700830733475,30.176174188699104,17.498793793592778,1.052372822929767
pred_gaze_influence_sd,4.851674914094481,0.23879411532588024,4.449610730224845,5.352269018238896,0.01368363648313633,0.010146705597976015,304.53988802654135,277.5116219623892,427.75120191361066,804.2188553434414,1.0266347818720474
