Intercept__0,gaze_influence__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,gaze_influence|setsize_offset__0,gaze_influence|setsize_offset__1,gaze_influence|setsize_offset__2,gaze_influence|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,gaze_influence|setsize_sd,gaze_influence|setsize__0,gaze_influence|setsize__1,gaze_influence|setsize__2,gaze_influence|setsize__3,best_chosen_sd
91.2191536103892,-0.201843444248989,0.8163097977556852,-0.22685908465032228,-1.5393917801437436,0.6175069152267438,-0.8866008726110272,-0.37305566868285117,-0.017208073701331927,0.04605985524913132,0.471732906577342,0.3850801935628516,-0.10701689538557181,-0.7261817588084768,0.2912983319515202,0.2285132438335526,-0.20260004138600415,-0.08524816098121338,-0.003932272741618207,0.010525286933482883,10.939241169346884
91.2191536103892,-0.201843444248989,0.8163097977556852,-0.22685908465032228,-1.5393917801437436,0.6175069152267438,-0.8866008726110272,-0.37305566868285117,-0.017208073701331927,0.04605985524913132,0.471732906577342,0.3850801935628516,-0.10701689538557181,-0.7261817588084768,0.2912983319515202,0.2285132438335526,-0.20260004138600415,-0.08524816098121338,-0.003932272741618207,0.010525286933482883,10.939241169346884
90.640957208773,-0.2129594810207022,1.1087918283005491,-0.14800473260734376,-1.423519726615487,0.6220303859880993,-1.0276582805218102,-0.35548112543800653,-0.40291728350928635,0.3607560405761926,0.565305237694806,0.6268058280515004,-0.08366785054655067,-0.8047231574176132,0.35163703520439443,0.12500826846849683,-0.12846578222534427,-0.044438079964237716,-0.05036799194752632,0.04509748797198062,10.89736195841924
90.87339242200392,-0.21514409886131441,1.6342261964657065,-0.6578827643724979,-1.744511686044498,1.3909988287058221,-1.2945247539510887,0.02049018658387676,-0.06394742258536398,0.18476907730247602,0.5269357821724308,0.8611322590813336,-0.34666196902238317,-0.9192456297948035,0.7329670558050374,0.08729822972881518,-0.11300971936006009,0.0017887570155855602,-0.00558249678742273,0.016130013357132763,11.276593668145422
93.0301480353942,-0.35128918085504823,0.5036845507474488,-2.7662794427817845,1.480171927898372,-0.8391381605259595,-0.29742032480477665,0.5023083130501192,0.15698732751059036,1.0003527397393381,0.45561788133652653,0.2294876878734928,-1.260366378905024,0.6743927978028582,-0.38232635084746774,0.1427217747228233,-0.04244835659477627,0.07169033389654052,0.022405509991304556,0.1427721183644369,10.125764572612304
90.16434656943142,-0.36454816360233777,-0.023989632555726226,-2.055949835336197,2.278209689194497,0.8161326112703903,-0.1160144316786848,1.1172316432558769,0.4026701787699514,0.701641715288981,1.4381156588277928,-0.034499866227914885,-2.956693651961407,3.276329028123805,1.1736930879479641,0.229868615043282,-0.026668076735012737,0.2568164905177585,0.0925612363130795,0.16128540935007082,11.355590175083725
90.18229790197856,-0.30375843476506875,-1.0485314154314815,-2.1873621828282013,3.0363211558257293,0.5463720428046457,-0.5757327651448639,0.9430640035067517,-0.03799603870204593,1.2246244001196915,0.7811841073364829,-0.8190960777781008,-1.7087325742142292,2.3719258317006005,0.4268171565319578,0.07434590434945053,-0.042803373088304716,0.07011294620012284,-0.0028248498590003274,0.09104580851530182,10.953017918216815
89.95762246828286,-0.2750683301062704,-0.41334932183744116,-0.9727005005947905,2.325582784903304,1.315021076392445,-0.059213344561224984,1.8557998269798703,0.5265821034428055,0.9918168326325363,0.3157573758679549,-0.13051809718018917,-0.30713735757325716,0.7343199175247578,0.41522760429273187,0.06673966770785651,-0.003951878939886968,0.12385546378493416,0.03514391460467697,0.0661935258369542,10.430640174494362
88.74472709308516,-0.22330646574712526,-0.35187055142002266,-0.45942045054834657,1.0627662210328017,1.2628886478862364,0.07171906913547033,0.08722262866472485,0.4294204657430317,1.857014040276173,0.17398723343569825,-0.06122098376906335,-0.07993329317468884,0.18490775458640896,0.21972650198307594,0.07325239053624186,0.005253593261207202,0.0063892660585460285,0.031456075660863426,0.1360307177095946,10.999688272362409
91.80473215705474,-0.23663673252862927,0.23581668300068698,0.2481214196710054,-1.1292352478776584,-1.0112659480504462,-0.36820537409600884,-0.35249652822492467,0.3374360175402102,0.9245048592900506,3.012608350559168,0.7104233084090338,0.7474926608534667,-3.4019435375019857,-3.0465482397329082,0.11525899477215842,-0.04243898128801252,-0.04062839550388059,0.03889253618160504,0.106557500743747,10.625368399449037
