Intercept__0,obs_rt__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,obs_rt|setsize_offset__0,obs_rt|setsize_offset__1,obs_rt|setsize_offset__2,obs_rt|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,obs_rt|setsize_sd,obs_rt|setsize__0,obs_rt|setsize__1,obs_rt|setsize__2,obs_rt|setsize__3,pred_rt_sd
-135.26159229956195,0.9805370760670786,-0.02611750931492345,-0.014547894762998951,-0.15667999215316541,-1.32988030587806,-0.33461235815981005,0.22226006874570953,0.08301378397028408,0.4686994969211648,75.91960636397121,-1.9828310263963398,-1.1044704438313586,-11.895083329378418,-100.96398933345993,0.10529689181009784,-0.03523364127547523,0.023403294412421883,0.008741093429465838,0.04935260021875518,620.0266397132235
-137.2814727732504,0.9803111715415913,-0.04824011824332823,-0.018015052034621247,-0.15803309306940097,-1.3426828049066204,-0.1898670732544411,0.09701678372628567,0.6699515122595143,0.3488089305762274,75.58522105720009,-3.646240001247435,-1.361671690393809,-11.944966274003747,-101.48697661856836,0.08025443093789288,-0.015237673917878392,0.007786026769377683,0.053766577372368084,0.027993462229450115,657.0208271337804
-137.2814727732504,0.9803111715415913,-0.04824011824332823,-0.018015052034621247,-0.15803309306940097,-1.3426828049066204,-0.1898670732544411,0.09701678372628567,0.6699515122595143,0.3488089305762274,75.58522105720009,-3.646240001247435,-1.361671690393809,-11.944966274003747,-101.48697661856836,0.08025443093789288,-0.015237673917878392,0.007786026769377683,0.053766577372368084,0.027993462229450115,657.0208271337804
-102.41588594346335,1.0042762290439744,0.11874996664174776,0.0884692727763524,0.037206894190837184,-1.2387522556065538,0.040860865117322925,-0.6101429900316986,0.3570453822746572,0.4115738137669458,76.47209978623734,9.08105929864009,6.765431055769071,2.845289325297675,-94.72998610117097,0.041087541762818834,0.001678872501972913,-0.02506927558421857,0.014670117055431593,0.016910556261632008,636.5280573316905
-103.57165904587306,0.9985931895598592,0.07671097397889232,0.17918612329284125,-0.00401635075022126,-1.221231819608722,-0.3682158424808702,-0.5456040504952835,0.7192037770725538,0.8820589285550393,76.68158291097082,5.882318911343756,13.740275569775445,-0.3079801330526314,-93.64598902884197,0.016508128063361997,-0.0060785542826329335,-0.009006901537465166,0.011872708055567371,0.01456114175201846,612.9611313102778
-104.71636619035307,0.9869713870790684,0.024393986843904127,0.12412691429049601,-0.049421916555425494,-1.1803941276439696,0.1948681557152589,-0.1496093625924011,0.7051843316111986,0.5572360723127475,75.2020788942012,1.834478523179384,9.33460200136763,-3.716630867903736,-88.7680923133336,0.056616916535340504,0.01103283410752655,-0.008470420794799467,0.03992536244486111,0.03154898819661179,584.3520335587727
-118.60781247675878,1.0176145174157902,-0.023756902463709473,0.056920602425045375,0.08205760837837182,-1.453099941779392,-0.8453099905781365,-0.5631950733726948,0.1547578173114362,0.3366362651723502,81.88871076478488,-1.9454221145179103,4.661154748541853,6.719591758546478,-118.99248084469836,0.06151338138334495,-0.05199787583758464,-0.03464403334159552,0.009519676638332399,0.02070763496701162,605.0415736717638
-87.8946029080251,1.0155979488391165,-0.09942634628266553,-0.05405715788176933,0.1643062763796026,-1.5940477111105027,-0.6018070014639902,-1.4853964350858573,-0.06559618116252319,0.6291216008782273,80.74103845931272,-8.027786449077642,-4.364631063533078,13.266259380271958,-128.7050675487525,0.03392321809117314,-0.020415230159457898,-0.050389427219268645,-0.002225233559524378,0.021341829272460092,588.0485321461882
-77.40248959974726,1.0377886775861105,-0.18895053124017616,-0.18481628468426242,0.09850899873386401,-1.848559229916299,-0.2837711058999516,-0.6372600322163713,-0.28692667813435696,-0.4068323004303039,79.94236418379896,-15.105152181124446,-14.774650737325972,7.875042252163947,-147.77819517329172,0.06838137616289931,-0.019404658736706524,-0.04357671797656902,-0.0196204411086766,-0.027819752570942272,613.113784708352
-72.45777617843528,1.0372308131776022,-0.20667899959748354,-0.19393823684540645,0.08356462949097267,-1.841379054911234,-0.10558704347376865,-0.6943180801532165,-0.1134050734147195,0.1846905629705033,79.87661102551003,-16.508818057989735,-15.49112910747377,6.674859405341288,-147.08311851966593,0.07385297095230561,-0.007797916854608067,-0.0512774530052161,-0.008375301592741365,0.01363994678222555,602.5353594346439
-72.45777617843528,1.0372308131776022,-0.20667899959748354,-0.19393823684540645,0.08356462949097267,-1.841379054911234,-0.10558704347376865,-0.6943180801532165,-0.1134050734147195,0.1846905629705033,79.87661102551003,-16.508818057989735,-15.49112910747377,6.674859405341288,-147.08311851966593,0.07385297095230561,-0.007797916854608067,-0.0512774530052161,-0.008375301592741365,0.01363994678222555,602.5353594346439
-71.37782012289746,1.0472608904829976,-0.18547647458685368,-0.1781405544487225,0.06228809793968132,-1.8207980365323055,-1.5300994514572785,-1.011290256045636,-0.6022780042599254,-0.5271304039265367,80.36262814792113,-14.905376957410665,-14.315843135227183,5.005635252767902,-146.32411554231058,0.0433006135756306,-0.06625424507983597,-0.043789488589832615,-0.02607900712756103,-0.022825069924389034,586.5280198030669
-72.77958755022328,1.0494078464305667,-0.19088564764085078,-0.1842838025044445,0.03735858040593208,-1.8138152793003766,-1.2468051223351106,-1.0579710502673019,-0.7445367083779434,-0.10342306196604195,79.88573658659365,-15.249040565598337,-14.721647304045902,2.9844177135573693,-144.89796961892867,0.05607062019461219,-0.06990913647114898,-0.05932109293643285,-0.0417466349964064,-0.00579899522686178,604.2392017915171
