,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],243.40787729378383,4.693771855307533,235.0605555914597,252.5333941861729,0.2652460955838531,0.1877322834094928,313.14534014138286,313.14534014138286,315.48086049128966,525.1202042651889,1.0076508674474471
gaze_num[0],0.792014703954857,0.238751233001932,0.3553989050847708,1.2484792384942058,0.009685576817435437,0.0068520271728377685,607.6314811700423,607.6314811700423,609.1542119154063,1049.870465595313,1.0025027526119623
1|subject_offset[0],-0.7020255645642994,0.22155584842825649,-1.114306644165712,-0.2889152454844321,0.008167520671818387,0.005777599959509241,735.8443380942625,735.8443380942625,742.4886708174521,1202.7287895142194,1.0039971845171751
1|subject_offset[1],-0.3835454549094674,0.22816857489656875,-0.8090883459806959,0.05414637472790145,0.008601463411975433,0.006084675914106725,703.6666480684827,703.6666480684827,705.7792753006596,1437.6895194048764,1.0039202853037168
1|subject_offset[2],-0.056850897664999976,0.24061519704748824,-0.5215886719789481,0.3745273018147277,0.0082286917827902,0.0058205497205800006,855.0362275972493,855.0362275972493,855.8331780041135,1591.8960265955654,1.0017972164713025
1|subject_offset[3],-1.3480380153652305,0.2465091606418173,-1.7912446527580796,-0.8624716619040738,0.009670060626449588,0.006840836767408225,649.8419329944318,649.8419329944318,644.8922362928982,820.5406097129759,1.0038205851162938
1|subject_offset[4],0.17419679127245866,0.2053326896380354,-0.2059576219052552,0.558754446662159,0.008309743304725852,0.005878684972673852,610.5777518080807,610.5777518080807,609.9482312325651,1439.7865537151365,1.0045943716529715
1|subject_offset[5],0.0634613262949348,0.28449068287495505,-0.4884732662738082,0.5809514974476151,0.008331011654713096,0.005892388891359449,1166.1129314128332,1166.1129314128332,1162.9833747470088,2256.7019402142073,1.002863366567602
1|subject_offset[6],-0.036539289725919175,0.21262800156609346,-0.4432521362539404,0.3493098016394469,0.008152976904280046,0.0057674992408748025,680.1559328393719,680.1559328393719,681.6359246944219,1060.442241144514,1.0033691647367289
1|subject_offset[7],-0.0800447900998047,0.22071561578403595,-0.4830897446785537,0.3454077644434255,0.007944537112760268,0.005619760245665779,771.8429211050864,771.8429211050864,774.8325277230939,1562.3908715762423,1.0035491537836072
1|subject_offset[8],-0.4085296956684674,0.2341430792166428,-0.8299356018413917,0.03449500736331235,0.008809847850643983,0.006232077224856158,706.3595721513094,706.3595721513094,706.5240118435298,1398.230676138364,1.0036374658546978
1|subject_offset[9],-0.945953421489616,0.24549658141373146,-1.4065250592192855,-0.4991215995685222,0.008748678426096786,0.006188542727812616,787.4191827827722,787.4191827827722,784.3353286301901,1578.0808767348324,1.0050724192341771
1|subject_offset[10],0.6787268469211286,0.24665844664120135,0.18791645747961325,1.1096495446494237,0.008219693670348081,0.005814084723929409,900.493783413584,900.493783413584,907.5149647310992,2173.18818567555,1.0027047301354202
