Intercept__0,beta_size__0,p_choose_last_seen_sd
46.68913958065218,-263.0348574205094,20.87309290683692
49.0683352656608,-263.2431813009452,19.00561272218212
49.0683352656608,-263.2431813009452,19.00561272218212
50.83480308266452,-259.8318966639882,21.03005509517836
49.895691054493646,-243.7077842627445,20.743242963736858
45.625120970408986,-281.5575628543281,20.004788369701227
48.70753966758237,-188.94649260943658,20.97954714230945
46.86141963884651,-137.97606320700254,20.3907324328742
48.51112544763668,-132.95532645986054,21.574542777922016
48.51112544763668,-132.95532645986054,21.574542777922016
46.115795735940516,-127.20716383461945,21.269528050871376
45.929116128863626,-148.61413854256062,19.761963491473928
49.733174473938966,-231.576907163422,19.67240743243996
50.31159924409612,-233.8527187807127,21.53732111552112
46.871786615528784,-212.38282257945005,19.70194890579494
46.871786615528784,-212.38282257945005,19.70194890579494
46.51412917031952,-201.98380110432342,21.581305788918183
51.560119335232145,-206.58382619840637,18.986036381891616
48.34194576987257,-207.26573064167133,19.302495826797152
48.47462312223895,-198.07986909232307,22.401003759656952
46.274392040056554,-185.61609566602894,21.616458030677563
46.99737165886747,-218.07274537721418,21.634246635649276
45.410793650759906,-219.82478501943058,20.080491372976166
46.015222921733674,-215.85783308922956,22.40820523452177
45.611074969206356,-218.706064928709,22.74757472363773
52.63866226540289,-213.9374898401308,22.43076921783959
46.06910301872953,-221.62541679477306,19.025998879106897
52.20390620216016,-222.79983064014488,19.747168382823737
41.990655916039216,-219.3955990443287,21.220289995779815
42.914803865600234,-220.03171371933493,19.85574129837364
49.14047892717547,-215.80575781108968,22.023863649350297
47.83005633793157,-213.8594330344276,18.55154437527885
48.246144917662384,-213.77231892043403,20.124541006590295
47.949368526120175,-210.7500970551086,21.729163233495747
46.668407785449105,-182.5486490944303,21.178184908603143
50.125378081224426,-188.021637348949,20.66242767525293
42.39466236365865,-63.27338528733588,19.97273245551642
45.50578918084007,-65.21694035536771,20.86565743059369
45.50578918084007,-65.21694035536771,20.86565743059369
45.89682557238361,-87.93769294287875,19.492302365849905
46.82982407001561,-129.61595728882685,20.864578789325684
47.68466220533416,-173.58813040391288,19.66946125259623
47.68466220533416,-173.58813040391288,19.66946125259623
44.693693364100625,-168.18736065077888,22.10991003255073
45.9399295944219,-170.73995746225228,19.11099584474552
45.90772300066844,-168.9660872651112,21.683281939399215
51.004925955933906,-197.15231521564377,21.692176054454276
51.13482722211094,-234.40576464216468,21.39911546164021
52.08539899263645,-235.22428545228556,18.81000677164092
43.55532035257816,-175.0960975611464,21.00977986510174
50.28043206299778,-171.59725544344514,20.64976348499158
50.28043206299778,-171.59725544344514,20.64976348499158
49.02169982531902,-236.00756907204368,21.36669759376193
46.41693703170953,-234.4773005186305,22.023373284390086
47.44621545635646,-238.92013915633774,22.328388143481046
47.910028253204175,-233.5659117770099,21.97213736615733
53.463703933555955,-200.30847171544568,21.62717229946487
40.596706390810695,-212.71061801282175,22.18931835666566
44.52089109625364,-209.56854104443119,20.53956499959717
44.52089109625364,-209.56854104443119,20.53956499959717
44.52089109625364,-209.56854104443119,20.53956499959717
44.52089109625364,-209.56854104443119,20.53956499959717
51.50074144067309,-251.2894698080023,20.314377013306103
50.1113732131705,-75.71891410616846,20.866841347490375
42.82390804457291,-76.8831409455086,22.52032345109324
47.887430199794835,-93.9253764094055,21.92526232057654
49.512395190408874,-98.95068835451902,19.557825101646902
46.787834378994326,-100.0076268667939,19.114696568134974
46.787834378994326,-100.0076268667939,19.114696568134974
46.787834378994326,-100.0076268667939,19.114696568134974
46.787834378994326,-100.0076268667939,19.114696568134974
46.463640625349306,-62.20119764957783,21.47658112675685
47.44664516473671,-193.80343055556924,20.630503314437036
46.150235519386314,-168.8756642621667,19.991873163157248
44.52736227357944,-78.9422884158548,20.923767138717036
48.70754275108525,-85.29204399080825,20.922698442565693
