p_error,v,alpha,tau,gamma,zeta
0.05,1.280552641058594e-07,4.015991483785567e-06,6.606586837200061,1.0,0.0
0.05,1.280552641058594e-07,5.436543056091712e-06,6.606586837200061,1.0,0.0
0.05,1.280552641058594e-07,1.0902623109173626e-06,3.061434996086132,1.0,0.0
0.05,1.280552641058594e-07,1.0902623109173626e-06,3.061434996086132,1.0,0.0
0.05,1.280552641058594e-07,1.0902623109173626e-06,3.061434996086132,1.0,0.0
0.05,1.1579837234314492e-07,1.0902623109173626e-06,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,7.029726325306258e-06,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,1.3610068979428415e-05,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,1.3610068979428415e-05,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,6.658776804890215e-07,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,1.94012331441149e-06,3.061434996086132,1.0,0.0
0.05,1.1633360258339725e-07,1.94012331441149e-06,3.061434996086132,1.0,0.0
0.05,1.2736657109069508e-07,2.6924317877164248e-06,4.8547348095923155,1.0,0.0
0.05,1.2736657109069508e-07,2.6924317877164248e-06,8.027696326660402,1.0,0.0
0.05,1.4043794674370866e-07,2.6924317877164248e-06,3.692051801841841,1.0,0.0
0.05,1.4043794674370866e-07,1.7789712734917512e-07,3.259317435633186,1.0,0.0
0.05,1.4043794674370866e-07,1.7789712734917512e-07,3.259317435633186,1.0,0.0
0.05,1.4043794674370866e-07,6.1064166874089074e-06,4.332268767944576,1.0,0.0
0.05,8.762181571819833e-08,6.1064166874089074e-06,4.332268767944576,1.0,0.0
0.05,1.3811355744195664e-07,6.1064166874089074e-06,4.4897314095389085,1.0,0.0
0.05,9.575655005233783e-08,6.1064166874089074e-06,4.4897314095389085,1.0,0.0
0.05,9.575655005233783e-08,6.1064166874089074e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,7.389437096835919e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,7.389437096835919e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,7.389437096835919e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,7.389437096835919e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,7.389437096835919e-06,4.4897314095389085,1.0,0.0
0.05,1.0442423868079004e-07,1.0140980916624839e-05,4.4897314095389085,1.0,0.0
0.05,1.1595958469866623e-07,1.0140980916624839e-05,4.4897314095389085,1.0,0.0
0.05,1.1595958469866623e-07,1.0140980916624839e-05,5.645686043661553,1.0,0.0
0.05,9.780019628920485e-08,1.0140980916624839e-05,5.645686043661553,1.0,0.0
0.05,7.591722422197317e-08,1.0140980916624839e-05,3.9275197774654287,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,3.1069225010308115,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,3.1069225010308115,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,3.1069225010308115,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,2.4925056022859526,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,2.4925056022859526,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,2.4925056022859526,1.0,0.0
0.05,9.069983746509768e-08,1.0140980916624839e-05,2.4925056022859526,1.0,0.0
0.05,1.1277156080765808e-07,1.0140980916624839e-05,2.4925056022859526,1.0,0.0
0.05,1.1277156080765808e-07,1.0140980916624839e-05,2.519426065917456,1.0,0.0
0.05,1.3359044059309475e-07,1.0140980916624839e-05,2.519426065917456,1.0,0.0
0.05,1.0584080470280393e-07,1.0140980916624839e-05,2.519426065917456,1.0,0.0
0.05,1.0584080470280393e-07,1.0140980916624839e-05,2.519426065917456,1.0,0.0
0.05,1.240539640713209e-07,9.576539073517827e-06,2.519426065917456,1.0,0.0
0.05,1.240539640713209e-07,3.026925917504809e-07,2.519426065917456,1.0,0.0
0.05,1.240539640713209e-07,3.026925917504809e-07,6.670720504071441,1.0,0.0
0.05,1.240539640713209e-07,3.026925917504809e-07,6.670720504071441,1.0,0.0
0.05,1.240539640713209e-07,3.0612657635556733e-06,8.35566459474406,1.0,0.0
0.05,1.1753509029063284e-07,7.586373377167746e-06,8.35566459474406,1.0,0.0
0.05,1.1753509029063284e-07,1.2784564644568031e-06,7.488369189085255,1.0,0.0
0.05,1.3897608469654862e-07,9.217459416725825e-06,9.057233090488355,1.0,0.0
0.05,1.3897608469654862e-07,9.217459416725825e-06,6.586962313737242,1.0,0.0
0.05,1.3897608469654862e-07,9.217459416725825e-06,6.586962313737242,1.0,0.0
0.05,6.395994597973048e-08,1.231497354234519e-05,6.586962313737242,1.0,0.0
0.05,6.395994597973048e-08,1.6499951848497935e-05,4.521582865127562,1.0,0.0
0.05,8.514330978729348e-08,1.6499951848497935e-05,4.521582865127562,1.0,0.0
