,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
p_error,0.05000000447034836,3.725476371840841e-09,0.05000000074505806,0.05000000074505806,3.7254763718408414e-11,2.6343864464297942e-11,10000.0,10000.0,10000.0,10000.0,
v,9.807465783168456e-08,6.574161505014165e-08,1.1516718435716912e-09,2.1284957260089808e-07,3.3375770390296564e-09,2.3617997612926017e-09,387.98786280805325,387.98786280805325,394.0689650583713,755.5176693734254,1.0130566712606022
alpha,4.1071103691322856e-05,1.8062646809822967e-05,4.528901076895478e-06,7.202935757512474e-05,9.224894233715959e-07,6.527954128095895e-07,383.3893007790492,383.3893007790492,384.17485319541146,715.4182276975833,1.012182077504681
tau,1.2162506575350374,0.2072042834934435,0.852138574855264,1.615282575263689,0.004636463011931222,0.0032789533344780982,1997.2105869740212,1997.2105869740212,1951.6268382951748,2205.6054726800003,1.0016671374870416
gamma,1.0,0.0,1.0,1.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,
zeta,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,
