,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
p_error,0.05000000447034836,3.725476371840841e-09,0.05000000074505806,0.05000000074505806,3.7254763718408414e-11,2.6343864464297942e-11,10000.0,10000.0,10000.0,10000.0,
v,1.8157008320543854e-07,3.2714498256805624e-08,1.2483182649007102e-07,2.471475826455643e-07,9.350186793967614e-10,6.61315638677444e-10,1224.1649862526185,1224.1649862526185,1234.9838636911632,1335.2033405387015,1.0033097799439312
alpha,5.6389858409779555e-06,5.457619756296322e-06,1.6289331320362246e-09,1.5699895024283826e-05,1.8698789739956297e-07,1.3226570618532535e-07,851.8822161293891,851.8822161293891,1032.926379011331,990.3197596702848,1.0049306666440139
tau,5.724998958086613,1.8960874740114848,2.8010795154758577,9.481354678734835,0.059372056093214325,0.042303437525705916,1019.8881838474365,1005.0497927198537,1028.8843344650309,1511.2761271821569,1.001488066710477
gamma,0.9059672111422057,0.07594035541690156,0.7695163764096984,0.9999684075051519,0.001990444178507039,0.0014240588168543409,1455.610722126129,1422.4517532406776,1342.117225485098,1864.8704477508802,1.000414403574531
zeta,0.7869271816860274,0.6716180457811601,0.0005160103029025766,1.9630176596554838,0.019686148281633075,0.013923698698678955,1163.9202105665538,1163.9202105665538,1070.0176431592856,1245.033014525712,1.0018357155101751
