p_error,v,alpha,tau,gamma,zeta
0.05,8.078199618929956e-08,1.2758015765318053e-06,3.861149683764422,0.7306392752757329,4.619635730675856
0.05,8.324057775847969e-08,1.2758015765318053e-06,5.227350826389544,0.7306392752757329,4.619635730675856
0.05,8.324057775847969e-08,1.2758015765318053e-06,5.227350826389544,0.7306392752757329,4.619635730675856
0.05,8.324057775847969e-08,1.2758015765318053e-06,5.227350826389544,0.7306392752757329,4.619635730675856
0.05,8.324057775847969e-08,1.2758015765318053e-06,4.962899578548574,0.7306392752757329,4.619635730675856
0.05,7.410243638145302e-08,1.2758015765318053e-06,4.250700009435625,0.7306392752757329,4.619635730675856
0.05,7.410243638145302e-08,1.2758015765318053e-06,4.250700009435625,0.7306392752757329,3.6059806368925433
0.05,7.410243638145302e-08,1.2758015765318053e-06,5.875807930305573,0.7306392752757329,3.6059806368925433
0.05,1.2796106035223648e-07,1.2758015765318053e-06,5.15591502539043,0.8989923681066967,3.6059806368925433
0.05,1.2796106035223648e-07,1.2758015765318053e-06,5.343248319426017,0.8989923681066967,3.6059806368925433
0.05,1.2796106035223648e-07,6.064981255805872e-08,5.343248319426017,0.8989923681066967,3.6059806368925433
0.05,9.875556767152816e-08,1.74680860669527e-06,4.6682339536034805,0.9151069090059758,3.6059806368925433
0.05,9.875556767152816e-08,1.74680860669527e-06,5.518070747694951,0.7742525206540879,3.6059806368925433
0.05,9.875556767152816e-08,1.0016155868343396e-06,7.0185737910028205,0.7742525206540879,3.6059806368925433
0.05,9.312627376561179e-08,1.0016155868343396e-06,6.521642995629732,0.7742525206540879,3.838335580048424
0.05,9.312627376561179e-08,1.0016155868343396e-06,6.521642995629732,0.6759466300307719,3.838335580048424
0.05,9.312627376561179e-08,1.0016155868343396e-06,6.521642995629732,0.5086978607118866,3.838335580048424
0.05,9.312627376561179e-08,1.0016155868343396e-06,6.521642995629732,0.4941117623464101,3.838335580048424
0.05,9.312627376561179e-08,1.0016155868343396e-06,6.521642995629732,0.7259175412050968,3.60077896573985
0.05,1.1803245675352428e-07,1.0016155868343396e-06,6.521642995629732,0.7259175412050968,3.60077896573985
0.05,1.1803245675352428e-07,1.0016155868343396e-06,6.521642995629732,0.7259175412050968,3.60077896573985
0.05,7.210381083944375e-08,1.0016155868343396e-06,6.521642995629732,0.7259175412050968,3.60077896573985
0.05,9.984478509497016e-08,1.9697957111129484e-06,6.616570749137697,0.7259175412050968,3.60077896573985
0.05,8.205418287748394e-08,7.021720898452874e-07,4.6409199110643495,0.7259175412050968,3.60077896573985
0.05,8.205418287748394e-08,7.021720898452874e-07,4.167543980486429,0.7259175412050968,3.60077896573985
0.05,8.205418287748394e-08,7.021720898452874e-07,6.447993739433249,0.7259175412050968,3.60077896573985
0.05,1.0782107241027648e-07,2.987556515469684e-07,4.723074022241982,0.7259175412050968,3.60077896573985
0.05,1.0782107241027648e-07,2.987556515469684e-07,4.723074022241982,0.7259175412050968,3.60077896573985
0.05,9.146043898509974e-08,2.987556515469684e-07,4.841973234418579,0.7259175412050968,3.60077896573985
0.05,9.146043898509974e-08,2.3751000268081938e-06,4.841973234418579,0.7259175412050968,3.0873834224698102
0.05,9.146043898509974e-08,2.3751000268081938e-06,5.14810933968749,0.7259175412050968,3.0873834224698102
0.05,9.146043898509974e-08,1.201609565569747e-06,5.14810933968749,0.6405025072111706,3.0873834224698102
0.05,9.146043898509974e-08,1.201609565569747e-06,5.469158745194376,0.6405025072111706,3.0873834224698102
0.05,9.146043898509974e-08,1.201609565569747e-06,5.469158745194376,0.6405025072111706,3.0873834224698102
0.05,9.146043898509974e-08,1.201609565569747e-06,5.469158745194376,0.6405025072111706,3.0873834224698102
0.05,1.1914027901033595e-07,1.201609565569747e-06,5.469158745194376,0.7468614890603837,3.0873834224698102
0.05,1.1800667565547387e-07,1.201609565569747e-06,5.61405218176854,0.9106138686783338,3.0873834224698102
0.05,1.1800667565547387e-07,1.201609565569747e-06,5.61405218176854,0.7037467134764196,3.0873834224698102
0.05,9.658599900518973e-08,2.7733392858197084e-06,5.61405218176854,0.7037467134764196,3.0873834224698102
0.05,9.658599900518973e-08,2.7733392858197084e-06,4.126046396619322,0.7037467134764196,3.0873834224698102
0.05,1.2168651436777179e-07,2.7733392858197084e-06,4.126046396619322,0.6993174348815436,3.51807940953917
0.05,1.2168651436777179e-07,2.7733392858197084e-06,4.126046396619322,0.6993174348815436,3.51807940953917
0.05,9.455868393649168e-08,2.706317603077713e-06,4.126046396619322,0.6993174348815436,4.4210040997559945
0.05,9.455868393649168e-08,2.706317603077713e-06,4.126046396619322,0.6993174348815436,4.4210040997559945
0.05,1.0098932862116787e-07,2.706317603077713e-06,4.126046396619322,0.6566213043441109,4.4210040997559945
0.05,7.078183007361331e-08,7.683791684451106e-07,4.126046396619322,0.6566213043441109,4.4210040997559945
0.05,9.650627931856053e-08,7.683791684451106e-07,4.126046396619322,0.6566213043441109,6.36458116358253
0.05,9.650627931856053e-08,1.1156681307444136e-06,4.126046396619322,0.9572797908349064,6.36458116358253
0.05,9.650627931856053e-08,1.3832464055082958e-06,4.126046396619322,0.9522368756693674,6.36458116358253
0.05,9.650627931856053e-08,1.3832464055082958e-06,4.030899415195962,0.9522368756693674,6.36458116358253
0.05,9.650627931856053e-08,1.3832464055082958e-06,4.030899415195962,0.9522368756693674,6.36458116358253
0.05,9.650627931856053e-08,1.3832464055082958e-06,4.316678096972987,0.9844034714754928,6.36458116358253
0.05,9.650627931856053e-08,2.969075955680413e-06,3.781666996073966,0.8556915668545912,5.938310112385516
0.05,9.505817973370443e-08,1.3567351992739438e-06,3.781666996073966,0.8556915668545912,5.729536214794067
0.05,7.867571434121591e-08,4.553525438980459e-06,3.781666996073966,0.8556915668545912,5.284511185605321
0.05,7.867571434121591e-08,4.605682023527919e-06,3.781666996073966,0.8556915668545912,5.284511185605321
0.05,7.867571434121591e-08,6.697068344994236e-07,3.781666996073966,0.8556915668545912,5.284511185605321
0.05,7.867571434121591e-08,6.697068344994236e-07,3.781666996073966,0.8556915668545912,5.8329065641557545
0.05,9.863731958770594e-08,6.697068344994236e-07,3.781666996073966,0.8556915668545912,6.369105258413668
0.05,9.863731958770594e-08,6.697068344994236e-07,3.781666996073966,0.7708885088484559,4.475877762154875
0.05,1.030849103990864e-07,4.861688049419952e-06,3.781666996073966,0.7708885088484559,4.475877762154875
0.05,9.791701490047844e-08,4.861688049419952e-06,5.653920911400678,0.9449057310185404,4.805161546946824
0.05,7.568398385052701e-08,2.225139723225286e-06,6.563322231901775,0.8942144751768486,4.805161546946824
0.05,7.568398385052701e-08,1.8729589687101445e-06,6.563322231901775,0.8942144751768486,4.805161546946824
0.05,1.00647712918715e-07,1.8729589687101445e-06,6.563322231901775,0.8289587195857444,4.805161546946824
0.05,1.00647712918715e-07,1.8729589687101445e-06,6.563322231901775,0.8289587195857444,4.805161546946824
0.05,1.0009943920831397e-07,2.0708232591327702e-06,3.2016256362320323,0.9173345729687694,4.805161546946824
0.05,1.0009943920831397e-07,2.089578629254536e-06,3.2016256362320323,0.8944089742074436,7.453683984933579
0.05,1.0009943920831397e-07,1.2851890069851437e-07,3.2016256362320323,0.8944089742074436,7.453683984933579
0.05,1.0009943920831397e-07,9.137356768226208e-08,3.2016256362320323,0.8944089742074436,7.453683984933579
0.05,1.0009943920831397e-07,1.1737096460871684e-07,3.2016256362320323,0.8944089742074436,5.085293509649985
0.05,1.0009943920831397e-07,1.1737096460871684e-07,3.2016256362320323,0.8944089742074436,5.085293509649985
0.05,1.0009943920831397e-07,1.1737096460871684e-07,3.2016256362320323,0.8944089742074436,5.085293509649985
0.05,1.0009943920831397e-07,1.1737096460871684e-07,3.901769843215393,0.8944089742074436,6.040671458417598
0.05,1.0009943920831397e-07,5.132168136479957e-07,3.901769843215393,0.8699302357696326,6.040671458417598
0.05,1.0009943920831397e-07,5.132168136479957e-07,3.901769843215393,0.9595854917324884,6.040671458417598
0.05,1.0009943920831397e-07,5.132168136479957e-07,4.116206747342145,0.9595854917324884,6.040671458417598
0.05,1.0009943920831397e-07,4.4974810149864645e-07,4.116206747342145,0.959082779960008,6.040671458417598
0.05,1.0956784960526073e-07,6.36321997925451e-06,3.442547687668588,0.9002451072133625,6.040671458417598
0.05,9.65049341285119e-08,4.823647773053551e-06,3.442547687668588,0.9002451072133625,6.040671458417598
0.05,9.65049341285119e-08,4.823647773053551e-06,4.379229322417936,0.9002451072133625,6.040671458417598
0.05,9.65049341285119e-08,4.823647773053551e-06,4.379229322417936,0.917096880063452,6.040671458417598
