,Unnamed: 0,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
0,b,1.0,0.0,1.0,1.0,0.0,0.0,10000.0,10000.0,10000.0,10000.0,
1,p_error,0.050000004470348365,3.725476371840841e-09,0.05000000074505806,0.05000000074505806,3.7254763718408414e-11,2.6343864464297942e-11,10000.0,10000.0,10000.0,10000.0,
2,v,0.0003895777529847538,3.1327422173293984e-05,0.0003297918293763177,0.0004495105116957328,1.1003038553055436e-06,7.793782934464572e-07,810.6325720350236,808.4184626239598,808.5996128536156,1512.7312673981478,1.00188379065025
3,s,0.00616427993015817,0.0003300149982641282,0.005547860366635722,0.006784395772369619,7.800331058286714e-06,5.522142958096241e-06,1789.9515887823245,1786.3391511353339,1789.2383066433886,1845.8440198137641,1.000115936760312
4,tau,4.44781268554094,1.8200473097421292,1.8311571003359743,8.224502372361574,0.08768539388088897,0.062044959874617216,430.8348637679742,430.8348637679742,388.17980282601417,513.1540946045694,1.0039145532445792
5,gamma,0.8088581144135865,0.1272188570862265,0.5875307313518233,0.9996034672887382,0.005515308814007102,0.00390205211740537,532.0633078894963,532.0633078894963,530.3648148409907,1133.3976814778305,1.0031116245554823
6,zeta,1.5039847553683068,1.2072446595744688,0.002411949654986497,3.782724800999104,0.07117085368250442,0.05108844376195965,287.7307220278305,279.7833478032826,334.1635163789372,420.57890826561174,1.0058342275202277
