,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,-476.23922278898226,13.786453379560802,7.751870721555315,-12.96357635561541,log
1,-476.23922278898226,13.786453379560802,7.751870721555315,-12.523107398141653,log
2,-476.23922278898226,13.786453379560802,7.751870721555315,-11.183094328702655,log
3,-476.23922278898226,13.786453379560802,7.751870721555315,-13.363861402788414,log
4,-476.23922278898226,13.786453379560802,7.751870721555315,-9.356626994785705,log
5,-476.23922278898226,13.786453379560802,7.751870721555315,-10.21354314161816,log
6,-476.23922278898226,13.786453379560802,7.751870721555315,-10.348785190851101,log
7,-476.23922278898226,13.786453379560802,7.751870721555315,-10.590394608099704,log
8,-476.23922278898226,13.786453379560802,7.751870721555315,-8.239339576916812,log
9,-476.23922278898226,13.786453379560802,7.751870721555315,-8.445417498097736,log
10,-476.23922278898226,13.786453379560802,7.751870721555315,-8.106637184251586,log
11,-476.23922278898226,13.786453379560802,7.751870721555315,-9.71121905545712,log
12,-476.23922278898226,13.786453379560802,7.751870721555315,-9.809593588625074,log
13,-476.23922278898226,13.786453379560802,7.751870721555315,-8.533990169701324,log
14,-476.23922278898226,13.786453379560802,7.751870721555315,-8.051793457034472,log
15,-476.23922278898226,13.786453379560802,7.751870721555315,-10.58472799668542,log
16,-476.23922278898226,13.786453379560802,7.751870721555315,-10.302447259884888,log
17,-476.23922278898226,13.786453379560802,7.751870721555315,-11.887133910625028,log
18,-476.23922278898226,13.786453379560802,7.751870721555315,-13.766841702788202,log
19,-476.23922278898226,13.786453379560802,7.751870721555315,-9.194785471725428,log
20,-476.23922278898226,13.786453379560802,7.751870721555315,-12.137573456161464,log
21,-476.23922278898226,13.786453379560802,7.751870721555315,-7.983423033389123,log
22,-476.23922278898226,13.786453379560802,7.751870721555315,-12.364071643124639,log
23,-476.23922278898226,13.786453379560802,7.751870721555315,-10.496841922545114,log
24,-476.23922278898226,13.786453379560802,7.751870721555315,-14.586722200355105,log
25,-476.23922278898226,13.786453379560802,7.751870721555315,-10.091486331798476,log
26,-476.23922278898226,13.786453379560802,7.751870721555315,-14.52445051732415,log
27,-476.23922278898226,13.786453379560802,7.751870721555315,-15.310603370757692,log
28,-476.23922278898226,13.786453379560802,7.751870721555315,-10.942922953788619,log
29,-476.23922278898226,13.786453379560802,7.751870721555315,-11.52072039798422,log
30,-476.23922278898226,13.786453379560802,7.751870721555315,-14.539428147392078,log
31,-476.23922278898226,13.786453379560802,7.751870721555315,-9.278622949724793,log
32,-476.23922278898226,13.786453379560802,7.751870721555315,-13.04440395405523,log
33,-476.23922278898226,13.786453379560802,7.751870721555315,-8.95924059816863,log
34,-476.23922278898226,13.786453379560802,7.751870721555315,-9.209669842423176,log
35,-476.23922278898226,13.786453379560802,7.751870721555315,-9.737973251033239,log
36,-476.23922278898226,13.786453379560802,7.751870721555315,-9.290914552889255,log
37,-476.23922278898226,13.786453379560802,7.751870721555315,-14.819126463391505,log
38,-476.23922278898226,13.786453379560802,7.751870721555315,-10.302793559933267,log
39,-476.23922278898226,13.786453379560802,7.751870721555315,-8.18829161212719,log
40,-476.23922278898226,13.786453379560802,7.751870721555315,-10.891706635624546,log
41,-476.23922278898226,13.786453379560802,7.751870721555315,-12.786592215355,log
42,-476.23922278898226,13.786453379560802,7.751870721555315,-9.074075704169253,log
43,-476.23922278898226,13.786453379560802,7.751870721555315,-8.980651183070611,log
