,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],242.58363239282846,4.53167691566827,234.07695662135,251.47272037540645,0.2064042673312069,0.1460903083930696,482.0371776727318,481.69416712962555,483.152785490398,478.8535440521036,1.011560463594724
is_refixation[0],44.33566164298574,3.7656535919164025,37.200365207820745,51.253659268221604,0.1364284088237341,0.09681227430064622,761.8528637140356,757.0502122809442,760.7051401439909,1116.4118871639046,1.003695137137124
1|subject_offset[0],-0.7056021564296246,0.1939494920936276,-1.0821917873375972,-0.35677179602726894,0.007176419619019916,0.005076522723746277,730.4014784903909,730.4014784903909,728.6310495730694,1035.2497527014805,1.0062167339540025
1|subject_offset[1],-0.5518297447112255,0.1904434101500149,-0.8972451849496669,-0.1760741239420443,0.00683216528409639,0.004832885052797155,776.9895367418787,776.9895367418787,778.00811849921,1069.8871791188137,1.0051545439796867
1|subject_offset[2],-0.29461531927870716,0.20212362199122427,-0.6772470907353214,0.06622186384348859,0.00657225349282952,0.004648718879494695,945.8135516886688,945.8135516886688,944.0927921440795,1845.4791865277898,1.0050318613750042
1|subject_offset[3],-1.348672167376598,0.2291351334039429,-1.7794122917529618,-0.9042155395732082,0.008076712199468181,0.005713168872789645,804.848528202781,804.848528202781,800.9006319317174,1100.7624238373944,1.0043573254104727
1|subject_offset[4],0.5111231720587849,0.18294311302998895,0.16734995119106033,0.849226531715146,0.006935770629731921,0.004906387918640581,695.7331312618273,695.7331312618273,693.5651331347523,952.5510975413886,1.0090175739618217
1|subject_offset[5],-0.0656998859903411,0.23375508687375257,-0.5085583789619496,0.3571860870664964,0.006460003143069839,0.004568929946748792,1309.3528038354348,1309.3528038354348,1311.907854663826,1903.4839442418752,1.004163108473842
1|subject_offset[6],0.02152982055193976,0.18566481141718705,-0.33219329872661596,0.3689328260469419,0.006948456342386654,0.004915309136686257,713.974227599412,713.974227599412,711.993837106641,1232.5261717130913,1.00822822888442
1|subject_offset[7],0.20991281725485075,0.18111787178882185,-0.14296686166310682,0.5363303099051124,0.006596255650262784,0.004666062727745747,753.9241489042987,753.9241489042987,755.7793453714447,1027.81658241785,1.0064510393272537
1|subject_offset[8],-1.1632924730201313,0.221735463286832,-1.562680117825737,-0.7189065211435258,0.007573573845589074,0.005357148715237768,857.1732048058713,857.1732048058713,847.7791339946768,1304.5387173930521,1.0057131114355042
1|subject_offset[9],-0.5733820289005402,0.18981395643131213,-0.9318902993235921,-0.21167117106416336,0.00666165025877847,0.0047121913450104205,811.8814651527279,811.8814651527279,810.2984210913157,1302.3608614748575,1.0058397685727496
1|subject_offset[10],0.723353239993298,0.21301823880196863,0.34933822557593874,1.1538846808685355,0.007607592091621017,0.0053813823772885525,784.0416659379231,784.0416659379231,776.7063487978268,892.500798118726,1.006535771495044
1|subject_offset[11],-0.49079546410063196,0.20401800689498495,-0.8832199018693093,-0.11070887125363117,0.006961631822870262,0.004924289775393859,858.845211625411,858.845211625411,856.4960446414536,1430.6643582317922,1.0053734500316478
1|subject_offset[12],-1.3102651076024054,0.22092708862871144,-1.7404883216207971,-0.8949284990534139,0.0076640192060308835,0.005421183235395152,830.9689000365807,830.9689000365807,833.8904252862624,1039.9526076189265,1.0042453431972933
1|subject_offset[13],-0.26856747648100493,0.19856159170340806,-0.6348035911215938,0.09764412366796536,0.006613904562672392,0.004678251006399735,901.3109418742683,901.3109418742683,903.5010236597002,1201.962599912401,1.0048180541745892
1|subject_offset[14],2.1716759248600326,0.2923634063940415,1.6165867876759696,2.7160980744008874,0.010811174364394747,0.007647705687903783,731.3079305078747,731.3079305078747,728.8344658855082,977.6868084514169,1.0034784738413682
1|subject_offset[15],0.12940592263209283,0.21853830849026945,-0.29734424238160095,0.5233349706426266,0.007013919318874027,0.004961080719891935,970.8086175534389,970.8086175534389,971.6330484447416,1966.0402710307956,1.0045693172726917
1|subject_offset[16],-0.5967122456404098,0.19127431184118773,-0.96033061231495,-0.2534383712239767,0.0071105721694010495,0.005029961811326922,723.6093983685575,723.6093983685575,722.0168127830051,1195.5978453633318,1.0053197054410938
1|subject_offset[17],0.32287020315982773,0.17448184990945056,-0.011895442159425116,0.6420823565357554,0.006833707578876034,0.004834324543754388,651.9101340864768,651.9101340864768,650.6296201517014,957.3691393244792,1.0088313515713485
1|subject_offset[18],1.0731250083551822,0.22209507544587184,0.681553837681418,1.5102063934468593,0.008127471175596897,0.005749236187589538,746.7358160005991,746.7358160005991,741.7914243120601,799.157153421576,1.0043440638449475
1|subject_offset[19],0.37617294052538053,0.1816817692225279,0.008566660454852553,0.6900558620887863,0.006837088844820361,0.004836550222206109,706.1228314886106,706.1228314886106,704.252506672374,960.4464328290264,1.006782435398832
1|subject_offset[20],-0.15346178331008398,0.19098491624293307,-0.5134626391245111,0.20115857803833215,0.006867779018572887,0.004858085859897285,773.3311639475177,773.3311639475177,772.5057092770257,1667.6982572040395,1.0053740302973972
1|subject_offset[21],0.35708040204537494,0.18336207640885155,0.02305940023428098,0.7159189103020925,0.006942725094169173,0.004911302239089398,697.5239086477853,697.5239086477853,697.1989462212416,1200.8019810924866,1.0083233198409778
1|subject_offset[22],0.1907437261384249,0.1806636386415805,-0.11205004283415416,0.5616859956975383,0.006842441337478193,0.004840362361113547,697.1389375536539,697.1389375536539,698.4447554507956,1318.6560888774325,1.0075773272015056
1|subject_offset[23],-0.21684324699938623,0.19770440394777053,-0.5738495841595139,0.16984479736147834,0.006504555443318166,0.004600868129130221,923.8414573397828,923.8414573397828,923.1167840094314,1707.5888561119389,1.0076644612438717
1|subject_offset[24],-0.5859009032894946,0.18034488902363868,-0.9318206149073355,-0.2490833854806772,0.006665314772123327,0.004714968249535403,732.0931611515629,732.0931611515629,731.6891667039662,1269.1826558787695,1.0066356996797565
1|subject_offset[25],-0.8229860124544,0.18769768893204128,-1.1876667590124639,-0.4772782362360733,0.007275062362659195,0.005146501667631917,665.6476599883204,665.6476599883204,665.6005921640349,917.5477588875559,1.0074768900242035
1|subject_offset[26],1.1014112118216808,0.2134968533923856,0.6790295570414591,1.4892392575047264,0.007913595250281001,0.005598000783298143,727.8389436028436,727.8389436028436,723.3244538801223,724.0740775163084,1.0072341831539906
1|subject_offset[27],-0.8114006949236824,0.1975584395672405,-1.1922063104378242,-0.43645591937156747,0.0070958819873382225,0.005019435473511759,775.1368901716338,775.1368901716338,777.2811176882798,1189.9101245345348,1.0044693361128094
1|subject_offset[28],-0.26975079443696004,0.21592077605802176,-0.6977008515809032,0.1291634718221209,0.006654025590444266,0.004706410508435064,1052.9795369676463,1052.9795369676463,1054.692243186192,1742.0919534277962,1.003236221978962
1|subject_offset[29],-0.5643505742892961,0.18339409225251324,-0.8964467493471296,-0.20808631862171295,0.006811216955468169,0.0048181966764056965,724.9720359449311,724.9720359449311,725.5274669498191,1134.955195981811,1.0088073284606844
1|subject_offset[30],-0.6942260206448546,0.21175818831560364,-1.0964672460158773,-0.30164361214812707,0.007042500473169769,0.004981407192709618,904.1212062541568,904.1212062541568,900.5365264539834,1379.057761093301,1.0067668643800125
1|subject_offset[31],1.1272453859769616,0.2101573546756116,0.70165333587077,1.4921488512310854,0.008184256334812989,0.005789704968786766,659.372362711504,659.372362711504,654.7821575747915,723.6909247673291,1.0082206763436747
1|subject_offset[32],0.7513370192646914,0.19746593487342162,0.38296203636229675,1.1218440269975283,0.007467578623702214,0.005282579606240248,699.2375841323815,699.2375841323815,698.4571987872832,1047.4708808902592,1.006851145921055
1|subject_offset[33],3.270341321246989,0.40158605950440623,2.5237391415636163,4.051528234873811,0.013843883561384605,0.009792498984524604,841.4753168046598,841.4753168046598,833.6765420933807,840.5254480029993,1.000641866835513
1|subject_offset[34],-0.3681976256864205,0.1980322388297712,-0.7216921827999081,0.017809643539537446,0.0069005443030531145,0.004881150739177989,823.5786842621121,823.5786842621121,822.0801409837532,1580.0008382741682,1.005612984806927
1|subject_offset[35],-1.19183390717814,0.21943788339232126,-1.5747829982308068,-0.7445504466068641,0.007767719561030373,0.005494615805442619,798.0610874002657,798.0610874002657,798.0600630625061,1059.8313594684694,1.0059718560284114
1|subject_offset[36],-1.0978834844874752,0.21970100093349706,-1.4786095489663922,-0.6415196222933746,0.007386433784497084,0.005224720302516858,884.6967933246467,884.6967933246467,879.8056082601179,1480.5729023557449,1.0042732620922898
1|subject_offset[37],-1.084314379960867,0.22201291153217798,-1.5031457540568036,-0.6628255440128745,0.007333689110883696,0.005187352572726471,916.4556937255772,916.4556937255772,917.078919699917,1348.6337975936444,1.0039002467359137
1|subject_offset[38],1.2785137660910302,0.2180712730726719,0.8689751993530441,1.6889649972511773,0.008441896493243384,0.005971933327015228,667.2934654891654,667.2934654891654,662.3788905656487,653.0020597160404,1.0075560634442344
1|subject_offset[39],0.5851693130120507,0.18347522588327142,0.24209853314332438,0.933243067679529,0.007131918618265134,0.005045252159307409,661.8233787326534,661.8233787326534,659.6017227879969,743.2449514311312,1.0076737212225542
1|subject_offset[40],1.3536684325139594,0.2410048654359741,0.8997993653931385,1.8070627266735049,0.008673995211964153,0.0061357596031591565,771.9928256691502,771.9928256691502,764.7395228233848,916.056739400645,1.005370187142828
1|subject_offset[41],0.801312961474488,0.19309918183947658,0.46879624706351014,1.1964817809249988,0.007489614940116785,0.005298283001810301,664.7248078379858,664.7248078379858,662.3128075251778,748.3149931316952,1.0050310426502578
1|subject_offset[42],2.0161374029234542,0.27603289931756536,1.4905961609235374,2.5460595996461843,0.010293255373272496,0.007281384662215032,719.1445587802011,719.1445587802011,715.1076250563218,746.2455391444512,1.0035251095613291
1|subject_offset[43],0.12555672946302376,0.17610632709983118,-0.18733440567941714,0.46291044477170773,0.00674401725289906,0.004770781574530307,681.8872556191196,681.8872556191196,682.7664608854741,1452.1394536195285,1.0069829068879488
1|subject_offset[44],-1.0177985213508047,0.20396181870804558,-1.3950828615285316,-0.6269853429273141,0.007421446102656907,0.00524978266768229,755.3020721531016,755.3020721531016,754.576909564315,1004.7126412085901,1.0062177076419263
1|subject_offset[45],-1.3462555863280143,0.24976747014719858,-1.7720829421504813,-0.8483258490586065,0.008202159120323339,0.005801627563938132,927.2895581991185,927.2895581991185,925.041164639646,1562.683335971161,1.0041262863190326
1|subject_offset[46],-0.22914929720338276,0.181183958515345,-0.5849429999386352,0.09841560534751229,0.006584162444653593,0.004657500312382074,757.2484852930321,757.2484852930321,757.6165322312794,1243.0387739357748,1.0076985002185717
1|subject_offset[47],-0.41850029392862326,0.2136767933115585,-0.8157131605922341,-0.02177955277762951,0.006668940981350334,0.004716993802468905,1026.599307557081,1026.599307557081,1029.6392176793797,1554.2377471296584,1.0050490287059797
1|subject_offset[48],-0.2072153697724266,0.19555758110317467,-0.565022619615273,0.16776184072838304,0.006863575229412551,0.004855025364020409,811.79900945842,811.79900945842,810.3831941283744,1561.994002869692,1.0060664103650716
is_refixation|subject_offset[0],-0.7399981071958747,0.2941882592817141,-1.3140145597122004,-0.2144440638964268,0.006431938320221697,0.004548701436036164,2092.025293259506,2092.025293259506,2090.4271934424964,2559.1581863232436,1.0010694512139238
is_refixation|subject_offset[1],-0.14491613214110302,0.36130511612498456,-0.8228460903666415,0.5167854261415863,0.006508231754251969,0.005289721264850483,3081.925977675309,2333.24984010797,3064.06220533918,3004.5110756016343,1.0004725074043042
is_refixation|subject_offset[2],0.04728215651906868,0.4182190525672246,-0.7177432430377272,0.8618317776109833,0.006529715681404414,0.007542848942704512,4102.221293880888,1537.699950580135,4104.130140985724,2589.87068933456,1.0008148785408135
is_refixation|subject_offset[3],-0.5884327580169385,0.34145335387911274,-1.2560298410640247,0.017017265973419946,0.006706607995046945,0.004776587653822115,2592.1308516694758,2555.620776031752,2582.497086291565,2467.043824329648,1.0001714370653638
is_refixation|subject_offset[4],0.84896947676219,0.2712602807034267,0.35823115114375137,1.3812646390342427,0.0074082839207774255,0.005239587819011685,1340.717188407509,1340.717188407509,1343.0609544765532,2165.0790743228226,1.0013089333639607
is_refixation|subject_offset[5],-1.1155704310242887,0.6624024426568289,-2.384984225049273,0.09887086401614567,0.009269684469809109,0.008007902180524355,5106.389608052008,3421.7665884385137,5104.197784380135,2696.5481701886824,1.0007353334058116
is_refixation|subject_offset[6],-0.5999275652284858,0.36192292128876424,-1.2830235664732939,0.0589791058149952,0.006689215384894131,0.004995801435006242,2927.39830813935,2624.7526114534207,2929.2617630544646,2737.4608783374047,1.0012956254954601
is_refixation|subject_offset[7],-0.2839982829401739,0.335115828248727,-0.9570010076499458,0.29565892269494987,0.006649028172688027,0.0050524345560722566,2540.2328955669764,2200.2582153815283,2552.7322573535175,2735.841278369153,1.0009313916455649
is_refixation|subject_offset[8],0.23937891305151468,0.343423807362909,-0.3837671356309987,0.889678869699017,0.006975081438406796,0.005285098700855817,2424.165310030809,2111.7601124174566,2423.3512223404427,2593.3892428875056,1.0005315667014378
is_refixation|subject_offset[9],-0.31741766030989804,0.4256017042461899,-1.1530607294502266,0.4339700982231992,0.00688297302587341,0.006321889825459042,3823.442660590886,2266.7031985337867,3827.437643106153,2451.014079264735,0.9999477487907883
is_refixation|subject_offset[10],-0.7454609127109483,0.41221415815973816,-1.5735473586254705,-0.01433143990854978,0.007144603085231193,0.005488417595387026,3328.8145028624626,2821.0535559769146,3316.990648386391,2485.900977164487,1.0003768539549427
is_refixation|subject_offset[11],1.1760347802280382,0.36481206323996535,0.4635759771446795,1.8129764947779587,0.008414561025291869,0.00595091667504419,1879.6433500520677,1879.6433500520677,1884.4502320665674,2254.498883615007,1.0007906874612107
is_refixation|subject_offset[12],-0.161759767073692,0.3506440759723174,-0.8182879568999282,0.495084694961953,0.006090350824132961,0.004993276772018581,3314.731777358969,2466.2351056718394,3306.5266942875446,2665.3922151989195,0.9999806776269702
is_refixation|subject_offset[13],-0.9749455946704063,0.3789473946961919,-1.6519435433662661,-0.23767853394690264,0.0073924898892924725,0.005488355236434928,2627.7035800374083,2384.2385169981494,2655.2631136806426,2929.856681396002,1.0004382376834873
is_refixation|subject_offset[14],-1.044114925477093,0.39356863041720186,-1.7546104873940218,-0.2856705824198634,0.007023846258615734,0.005194276121769151,3139.7202718986523,2871.1054141993427,3166.798032502398,2751.286918487062,1.0003102278824187
is_refixation|subject_offset[15],0.4422361156559253,0.46641425100763867,-0.4303973221686914,1.330521126370214,0.0072461113324266795,0.0061672740384682845,4143.1782509057675,2860.3271941811827,4139.130929871074,2809.131873005403,1.0009396599396347
is_refixation|subject_offset[16],0.5194143070640433,0.30882525415618434,-0.0482303228579792,1.1120631417464004,0.006672941649020576,0.004719124975608185,2141.8594095313865,2141.8594095313865,2140.5055125636395,2549.312191360027,1.0007347127453263
is_refixation|subject_offset[17],0.3405819201988676,0.23714483678371234,-0.10555902663628523,0.7715257286298715,0.006308948981747346,0.004462021837895067,1412.9061517369805,1412.9061517369805,1412.583727086287,2307.772957172297,1.00067628785622
is_refixation|subject_offset[18],2.2910226661962603,0.40203321098848166,1.5127625898444135,3.0239847140259406,0.011040752447119407,0.007808708859723208,1325.948072906401,1325.948072906401,1266.9699630839832,2088.6189675482324,0.9999745805839529
is_refixation|subject_offset[19],0.3661770808438146,0.30702377156260613,-0.23179023989150588,0.9194500812746981,0.006735596260822295,0.004763454536305611,2077.743395074475,2077.743395074475,2076.253859214413,2230.2266277383324,1.001130913851746
is_refixation|subject_offset[20],-1.123941703537686,0.34085825487515004,-1.7610480821724466,-0.48487054144860253,0.007321472170293255,0.005177759436491935,2167.4585481472623,2167.4585481472623,2151.6062583916223,2527.2250973431,1.0009719115467255
is_refixation|subject_offset[21],3.39065353416649,0.4451210479036976,2.564901506335404,4.2231503253257445,0.017353076369663233,0.01227592141243446,657.9657772929486,657.9657772929486,647.5999689306947,912.7968174212781,1.000257783053346
