Intercept__0,RT__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,RT|setsize_offset__0,RT|setsize_offset__1,RT|setsize_offset__2,RT|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,RT|setsize_sd,RT|setsize__0,RT|setsize__1,RT|setsize__2,RT|setsize__3,gaze_influence_sd
21.564181863479483,0.7479153047011242,-1.1837046363139787,0.23515556072304666,-0.55911163753474,-0.10319878527751124,0.8615712412421357,-0.39825891014676734,0.4492270749918835,1.250846868668098,6.752439878702565,-7.992894390851626,1.5878737859249628,-3.7753677179362723,-0.69684359314153,0.09722153169279109,0.08376327573601965,-0.03871934125477038,0.043674544308583245,0.12160924848504398,14.332682612361149
23.409390530545235,0.8350223617290562,-1.0598161930304217,-0.13722857067712346,-0.38180874944724563,-0.35305576521788656,1.8494316076402304,0.15610289161229404,-0.5269569783110943,0.5290644898557686,11.884363982417433,-12.595241392433506,-1.6308742827138312,-4.537554150102688,-4.195843219940277,0.482032483656047,0.8914861111828161,0.07524666454976481,-0.2540103810351825,0.2550262700593956,13.838686334996629
22.17577381169683,0.7776564470493337,-1.1704185587275264,-0.12230297047901528,-0.5873176748286638,1.007098032944179,-0.6455127887453,0.4748052098537417,0.6197226994894718,-0.9191727514340866,5.476746113924871,-6.410085293176529,-0.6698223182924151,-3.2165897932572753,5.515620238268414,0.40772276334391677,-0.2631902580010717,0.19358889221165587,0.2526750515427992,-0.3747676542051369,14.394721613192184
22.942412700486077,0.8829584633426731,-0.8067065561225869,-0.6069001291565614,-1.3520318956203659,-0.22804485201605718,-0.9055669320412383,1.0140411105334615,0.39012687657189815,-0.7221441737737773,4.844784573809568,-3.9083194786937514,-2.940300383580743,-6.550303271200056,-1.1048281811840794,0.8579362425410278,-0.7769186910448663,0.869982620153209,0.33470398660036166,-0.6195536590203695,13.970838701815552
22.97480647035075,1.0971078531431901,-1.150949624829729,-0.8039211242513413,-1.0734959745342147,-0.7554102902665609,-1.8828799684731101,0.07700130314458142,-0.009079843789111613,-0.8866659898407976,4.4187435348569455,-5.085751213662392,-3.5523212703205416,-4.743503397168017,-3.3379643362797746,0.23155907098387637,-0.4359979362737838,0.017830350220707114,-0.0021025201924854053,-0.20531555288053427,14.303187052629331
13.186956207654477,2.000361465630184,-1.2083566902280571,1.3093076837178352,0.7707524124994352,0.9122331124582228,0.46205626854343107,1.416857722403447,-2.262774505229153,0.0533023158320393,3.5163766682598245,-4.249037272453604,4.60401899059871,2.7102558003179857,3.2077552326621355,0.2883398345139061,0.13322922800792586,0.40853652120755984,-0.6524480263800597,0.01536918092621817,14.305919490425564
15.916895993291307,0.6555067774355329,-0.13802935873825253,1.1595467547533862,-0.21577676753715114,1.4126512302656873,0.052247152729862134,0.32460593526066683,0.6803406399078124,0.3702244488219829,5.113293805327726,-0.7057846649896651,5.9291032380683575,-1.1033300087813556,7.2233007848061295,0.6327843959535915,0.033061182980460846,0.20540557066687168,0.43050894086674496,0.2342722542150698,14.70211784173876
18.17497081743299,0.6336350578371209,-0.4428242120290758,1.1223753576221274,0.02218602393934893,1.7507565951802913,-0.1918601698867667,1.6502035644589919,1.783356579044333,0.6027765995551252,5.203491108774398,-2.3042318500433248,5.840270194094225,0.11544477830745811,9.110046376648784,0.15996787036427484,-0.030691462784514047,0.26397954987404026,0.2852797540498405,0.09642488893625267,14.534907611155013
19.150731532427496,0.386817658250872,0.2836701476261343,0.227972711264937,0.34028118884868497,0.966841017540339,-0.4863096243179355,1.9926278800849455,0.9604350164924518,-0.4276032450075084,6.946271727416919,1.9704499263676003,1.5835603988822124,2.363685601471438,6.715940425047463,0.4274577534696174,-0.20787681950159834,0.851764237122037,0.41054539450341837,-0.18278232248722792,13.819888489377213
19.65797858211267,0.25046864486114795,-0.20662061466910608,0.8856549620030888,-0.4817506035983684,0.8951012011814183,-0.3929504816119513,1.6322562467435604,1.2301961550563978,0.034804394261279126,3.785368339678561,-0.7821351330933578,3.3525302530457113,-1.8236034824823004,3.388287747760391,0.2953374818241436,-0.11605300572085814,0.48206644960497114,0.3633230345841002,0.010279042157540852,14.789753560100372
