,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],0.1042138773296561,0.001115649713551676,0.10215750806270671,0.10632414810552047,1.2916900615054702e-05,9.14307383141649e-06,7460.0043450996955,7445.181639883169,7439.2643710447865,2753.933762098675,1.001166700406519
row[0],-0.010432947686681257,0.0014952802522462637,-0.013393196202126425,-0.00781561252306146,0.00016410151497709343,0.00011644738028865845,83.02712783051686,83.02712783051686,83.65433878995876,185.26642139679902,1.0556258801659562
column[0],-0.0043977170157482,0.0008226576636294923,-0.005971479411138581,-0.0028105080739713475,6.640538091520308e-05,4.704522194065615e-05,153.4729182293901,153.4729182293901,153.671339693722,400.6989647985913,1.0033904010362296
rating[0],0.0006194598216239492,0.00021603818758979333,0.00022405763845233015,0.0010296110925966944,2.647464977111602e-06,1.9634478393027937e-06,6658.871025182358,6053.885007467689,6653.601665732928,2958.6034369693125,1.00068475776323
size[0],0.00016865644996829322,5.54066646525221e-05,6.165548918078512e-05,0.000269561146190747,1.4886085907110118e-06,1.0528269186647264e-06,1385.3610497029056,1385.3610497029056,1388.2695681213559,2070.0618256387343,1.0008976799884974
setsize[0],-0.00223099584200635,3.8956518166540855e-05,-0.0023006330520566436,-0.0021550131253212433,4.4839906562343e-07,3.1753259618023956e-07,7547.982242327539,7526.400120068646,7580.542300491005,2483.027438300834,1.0019596243925935
1|subject_offset[0],-0.00634882983257709,0.9614253653740555,-1.7083595847892077,1.854119150374727,0.01728087087818269,0.01354127949598474,3095.2797151663076,2521.0546187724353,3099.0659940577375,3095.511552568367,1.000071911451978
1|subject_offset[1],0.02160048219821474,0.9965971991596466,-1.8815069862692781,1.8361865940720297,0.017413316949976575,0.01462166305896863,3275.4902777627053,2323.404569574561,3288.541259338236,2967.1619502526187,1.0007953612613765
1|subject_offset[2],0.02398982926662795,0.9983583242733031,-1.8061318557902193,1.9733595655302456,0.014935823286178119,0.01500110131754708,4468.014291969341,2215.1900131265584,4478.478503118486,3108.403430792787,0.9998591841229438
1|subject_offset[3],0.01828630063153921,1.0039161615374868,-1.9515588610083787,1.7913193642044922,0.01714251825456064,0.01493278711865669,3429.617214104116,2260.4517421820806,3424.9025622220342,3053.2302167888897,0.9998385302739206
1|subject_offset[4],0.030002364400693066,1.0020641264157564,-1.8038057575402802,1.9277191757125471,0.01962813536301479,0.014956008923202903,2606.35123191778,2245.1349951932107,2606.863349340948,2705.6569817417435,1.0016096532826908
1|subject_offset[5],0.004680574389114047,0.9953397249359475,-1.9319212790540927,1.8301394689144799,0.013946251096880314,0.017397214230813605,5093.6337508467095,1637.2237138158068,5088.434735687541,3103.289982453903,1.0004190005940008
1|subject_offset[6],-0.0009186232370405376,0.9929993311533798,-1.6741104403278237,2.03632695363634,0.016930814516075768,0.015112510405382801,3439.871411751206,2159.295274779353,3444.338259345994,2888.2239839453523,1.0009019600077629
1|subject_offset[7],-0.020436060583155783,1.0040006216114998,-1.9396864709822303,1.8194433410285833,0.01897551537094285,0.017031225674323136,2799.5021363279316,1738.1687603163964,2800.3824752467463,2480.9329980630287,1.001135826951942
1|subject_offset[8],0.03388977861918676,0.9693421874325521,-1.7415939987315008,1.9214380439577738,0.016155307765206565,0.014513515617391648,3600.17620322012,2230.9639737492143,3604.691357846837,3146.1605944146936,1.0017587009171938
1|subject_offset[9],-0.03413305131528286,0.9985718380237604,-1.8896830523911434,1.8684568534093438,0.01830910569216753,0.01473446743583723,2974.5711686998447,2297.047895743914,2970.4135535133287,2726.193803474269,1.000133808843843
1|subject_offset[10],0.021992051104816498,0.9977541816231498,-1.7978991586215456,1.929147784340492,0.015574399867246224,0.015358937962506038,4104.1617780637725,2110.643060557785,4104.04681354657,3188.7157970096796,1.0007087848357075
1|subject_offset[11],0.04118382897444698,0.9713946999790277,-1.7375057769053786,1.896883808690231,0.01585362942800668,0.014138584139954734,3754.3439208569125,2360.787784039193,3741.76903212478,3027.1385343305046,0.9997815259483435
1|subject_offset[12],0.012301586913250433,1.0016043965352184,-1.9145757393786471,1.8480117728741243,0.018156764587008815,0.014899031306383998,3043.0950593732173,2260.260443725377,3044.3179607860056,2906.669641577901,1.001027193261691
1|subject_offset[13],-0.026748074150255464,1.0092882066418012,-1.8050635535066644,2.045509806009391,0.016131185833606905,0.017491293347586,3914.693894719824,1665.3622230203969,3944.887359284369,2544.6703044074266,0.9996892301107755
1|subject_offset[14],0.010996625121169088,0.9992767231954002,-1.8722903499920909,1.880160970467893,0.01609596628036588,0.015844329122620203,3854.2282945362545,1989.3958301676275,3865.6081834313477,2888.2989460567856,1.000105686146022
1|subject_offset[15],0.00884673938877173,1.0030009618794746,-1.9082344267283358,1.8403770647031825,0.015985996798743303,0.014521794770340012,3936.6178346055985,2385.8235128229044,3920.650480284636,3232.4556759404245,1.000246664215704
1|subject_offset[16],0.061717162904262386,0.971357210932634,-1.7752793994895806,1.929637182607237,0.017886814677772533,0.015808098369352826,2949.1164549657415,1888.4385574525975,2958.1648728383734,2473.9027523141312,1.001670634170705
1|subject_offset[17],-0.0018343603773091802,0.986035872486452,-1.7605248752349132,1.858355748941597,0.022068810387176837,0.015607285984617197,1996.3081675673036,1996.3081675673036,2002.1302802659698,2463.1927051551957,1.0003762264924694
1|subject_offset[18],-0.04724741590823255,0.9791593900139558,-1.947675775368298,1.7343267485631728,0.01567152953963028,0.01434336695185628,3903.768136531186,2330.6834130462003,3924.2556372065796,3068.008148620037,0.9996252227258068
1|subject_offset[19],0.037999052387513735,0.998811928106454,-1.9807469989736655,1.8444138380895954,0.019227595619123697,0.015322264172525085,2698.469295377619,2125.2536797395624,2713.1103946646263,2285.493185489172,1.0016265377156877
1|subject_offset[20],-0.050897580876532185,0.9662853806709709,-1.8677802785202182,1.7222437138966655,0.016700904353832362,0.014246261278445868,3347.579042405025,2300.8543908719626,3349.754499632129,3077.777365928273,1.0006739943533274
1|subject_offset[21],0.01064996609900836,0.9959823620324137,-1.7789625986376865,1.9743375466714936,0.019888970512451302,0.014700668615013084,2507.7179424785154,2295.6701940970984,2504.3082311339413,2410.019366338887,1.000941022328832
1|subject_offset[22],-0.013261525906115543,1.0039497797680936,-1.8177817446242894,1.9027886116518418,0.018761675806342252,0.015441280906417948,2863.391444754393,2114.2054175347034,2903.7259874797796,2559.3109832737823,1.0003372048012167
1|subject_offset[23],0.05912193717247946,1.006931993714163,-1.7483932997327702,2.0367115584193694,0.015427338426952734,0.01533446518482409,4260.085023219851,2156.5052137483185,4248.560198830326,3042.9915061590277,0.9999338103337096
1|subject_offset[24],0.005788316496037691,1.001460906801217,-1.8949724028152113,1.8077364438417427,0.019426126615830205,0.015619761120305787,2657.636448994013,2055.9496454671694,2662.7422899065027,2575.201910728896,1.0006188735572585
1|subject_offset[25],-0.014146942770543191,0.9902281472126385,-1.7952618120215433,1.9016039496414063,0.021537803193139304,0.015231628569997636,2113.8186514641275,2113.8186514641275,2112.3740115974338,2698.287605743309,1.000288784098908
1|subject_offset[26],-0.02474164201079703,0.9804214387094078,-1.8709517682531147,1.817964945427483,0.01866741812879228,0.015073829127315466,2758.399008810522,2115.7686871670558,2762.308583346756,2721.806826635704,1.0025848433183773
1|subject_offset[27],0.019004226215353033,0.9786309066451608,-1.8847103297417285,1.7637382348904254,0.018734150153105235,0.014279979334205562,2728.7884056540393,2348.8786050519857,2729.534164328973,3034.6546609866505,1.0008571489848521
1|subject_offset[28],-0.030233125383716284,1.0085028994828444,-1.9146296158809892,1.8222148886757779,0.01507313193617485,0.016542806328704095,4476.5898036231365,1858.8410297282703,4478.175328788557,3005.0856474771263,1.0014842380948108
1|subject_offset[29],-0.046946301381452615,0.9731827815778711,-1.8889133099653646,1.808221340243528,0.01753375368805844,0.014221114068025353,3080.6263804123873,2342.0695212027854,3099.7642099340137,2866.5521034444873,1.000490491464554
1|subject_offset[30],0.04775831788424904,0.9857501743975026,-1.8117464815087247,1.8879260765108419,0.015487169717152803,0.01547448108376531,4051.255278697597,2029.534265769264,4040.2665882935257,3095.096291880719,1.0003099615354867
1|subject_offset[31],0.01846126577034507,1.0110380858646202,-2.047954465991545,1.7989422450673345,0.02057551382635117,0.015421132209627717,2414.5358196000343,2149.761986021219,2418.1230669306433,2632.1244276518396,0.9998796825873201
1|subject_offset[32],-0.046682570529554636,0.9448697868786468,-1.8782974723520824,1.6544734597135216,0.016238610610818778,0.015274431267493482,3385.6821876036906,1913.886700680462,3384.0982924833993,2776.299301750294,1.001363144043428
1|subject_offset[33],-0.0029169104818248235,0.9829753778351794,-1.9161060256591036,1.7834205865935482,0.01455823200240369,0.016305231036493947,4558.983357465407,1817.777667719279,4567.580503254075,2537.0845951922174,1.0003208110840436
1|subject_offset[34],-0.03399842433360449,1.0164909602167638,-2.0761765200686564,1.7980671510167114,0.015562563196860781,0.015853953064651743,4266.235109203519,2056.009652224353,4262.326405264463,3177.7355616184173,0.9997514514674049
1|subject_offset[35],0.0010442557603854645,0.9917070529030444,-1.8061216465236398,1.8885240435185116,0.017539903785525016,0.01474098671395546,3196.7773563442342,2263.5788919049546,3184.5714146074292,2882.275153005627,1.0001056497316065
1|subject_offset[36],0.0022703098423608003,1.0085484253997132,-1.8271977181080423,1.9740919238884134,0.016543440326248163,0.01667371835262296,3716.5660284282794,1829.9408854737408,3726.223155724948,2768.5379219304027,1.0002210373279132
1|subject_offset[37],-0.0077997456847900114,0.9915757759800633,-1.8779571044036003,1.837184776159462,0.015510709766437907,0.015352067064455528,4086.847891674098,2086.457507190309,4083.1635573547014,3167.7999532289914,1.000958726557153
1|subject_offset[38],0.007682341777127734,0.9815782405237606,-1.8851131167934008,1.778848211345846,0.02098852200084208,0.014843105785969172,2187.1880837303725,2187.1880837303725,2190.6794751266143,2496.3767510043294,1.000031462767562
1|subject_offset[39],0.0012828054440076795,0.9688281980803435,-1.7408025959723434,1.8768248310219238,0.02098684873750962,0.0148419745786448,2131.0766790545563,2131.0766790545563,2124.492911398322,2557.3772072536312,1.0010642330422235
1|subject_offset[40],0.0038205544813776104,1.010474959922267,-1.8905006392310495,1.8269420637414944,0.014045557175602097,0.01762040803117456,5175.748535778547,1644.9141637314642,5191.938701097732,2741.9365865941418,1.0002399911480198
1|subject_offset[41],0.04024539162491818,0.9615422754892342,-1.7831489214140082,1.8289676327166486,0.019801161757508554,0.014003267952370956,2358.063106490682,2358.063106490682,2360.7812574379896,2801.509173558134,1.0009712331998977
1|subject_offset[42],0.03453022055005622,0.9634663191311034,-1.7574444635762982,1.7744464413659107,0.019110389392723002,0.014918087683872896,2541.756844657825,2086.1149174547886,2537.41509747584,2488.1549074542586,1.0016095974013002
1|subject_offset[43],-0.05153120993912086,0.9824081424055282,-1.9233007460799358,1.7220145780643314,0.01971569240873247,0.014313578089051836,2482.9034889629907,2355.944390339084,2491.7730076433245,2554.426635148044,1.0007782726203647
1|subject_offset[44],0.011010322270951384,0.9701968748333558,-1.79271658278543,1.804538811098254,0.020356858037100446,0.014696284664096532,2271.4241906500783,2179.67068119046,2278.385700573369,2646.8860106609145,1.0018377461539532
1|subject_offset[45],-0.05276594596069855,0.9746125665706309,-1.880094875361376,1.771109365636099,0.014292428124867399,0.016222566855514896,4649.98958255223,1805.241192811113,4665.88446318716,3000.896092531316,1.001605753529855
1|subject_offset[46],0.03663514110187495,0.9791550406106837,-1.8181417846814338,1.8393902257047223,0.01725575643939189,0.0139453453974877,3219.8446875906093,2465.5689191084534,3223.911893320394,3177.5546020961237,1.0001796842526596
1|subject_offset[47],0.034282375486552316,1.0075007357062264,-1.8570584943901982,1.8934789534391545,0.014646452230910314,0.016488845565543666,4731.7943886940775,1867.3079374006627,4730.271965992259,3189.5880027787257,1.0001605177843862
1|subject_offset[48],-0.024316375429251157,0.9935678237982289,-1.9126677944027397,1.7983415528809679,0.014773410470167843,0.01491460340730957,4523.072073191882,2219.503236491067,4526.119846790719,2917.684915246076,1.0003156740080852
row|subject_offset[0],0.8442312402190195,0.2294950255040091,0.42539944751137343,1.2657606526455365,0.02036407021324967,0.014432771009702588,127.00399465171839,127.00399465171839,126.97772782614908,333.2948753114383,1.0363515518197055
row|subject_offset[1],-0.5502578296835151,0.2410347887020568,-1.024591834785866,-0.12681258745834023,0.01749552633225126,0.012390265741550593,189.80403190899037,189.80403190899037,190.34398164267736,592.9844494066822,1.013137739301724
row|subject_offset[2],0.24365461297237204,0.27588628762142176,-0.2914119764585604,0.731802303273836,0.015797787502140545,0.011181423290979908,304.97742621673376,304.97742621673376,307.00171265322064,1057.4129080548048,1.0121760046694492
row|subject_offset[3],0.842155516227682,0.2530878545793271,0.3631678926159694,1.2976099489493527,0.022543152175565788,0.01597744890608434,126.04143041088766,126.04143041088766,137.56079450641948,622.6433708076377,1.0286199831140779
row|subject_offset[4],-1.796712601905892,0.2837224308581843,-2.331594482535698,-1.2654501458949132,0.02688184057316868,0.019263110619035795,111.3959347189103,109.05237237365601,113.17728195171371,239.44235539241345,1.0075924781917336
row|subject_offset[5],1.106319200927066,0.43269257702918423,0.31373041298124593,1.8996675031633141,0.016687274011326036,0.01180480721174794,672.338676735788,672.338676735788,673.6730633617138,2025.3249412246505,1.0076607969224116
row|subject_offset[6],0.6090702487697464,0.243736067922676,0.1478215398000321,1.064184585340837,0.018374353765659886,0.013014227354400875,175.96060794256687,175.96060794256687,177.24977102703176,488.82118718141277,1.0229821171073392
row|subject_offset[7],-1.1546852171577693,0.24890493140733363,-1.6243210519942148,-0.6667160499610418,0.02116270005009543,0.015116508863074635,138.3326985896999,136.14435112703114,140.41153428278838,313.43414848304485,1.0137614510102415
row|subject_offset[8],0.23598610335081144,0.2227352060693304,-0.1812031533770251,0.6501628926767314,0.0172133022426687,0.012192908385671577,167.43619547552882,167.43619547552882,167.2423843581754,533.768633664661,1.0277989715559992
row|subject_offset[9],-1.3936497885619625,0.2663043786226871,-1.8632582417283503,-0.8701057503402156,0.023100486240027737,0.016591966173696023,132.89675345492154,129.388065889237,134.94611879132492,283.7879699874376,1.0091489447883082
row|subject_offset[10],0.6740934171264392,0.26648563883066284,0.15354393493525564,1.1554005969303487,0.018333363525610498,0.012981583668724067,211.28239875147733,211.28239875147733,212.18066089228233,792.816403970875,1.020666077413676
row|subject_offset[11],1.217476378597661,0.29286929796309713,0.6965399700924103,1.7712948361838279,0.023326042922110542,0.01652461709890625,157.63968249058416,157.63968249058416,140.70864174590668,506.95912174544065,1.0273867807624288
row|subject_offset[12],-1.4527650513076105,0.2648730341672018,-1.933062016551186,-0.9201013796132399,0.02286941610472501,0.016260740600877663,134.14217384635634,133.251189191928,136.09122470123754,302.66173907929124,1.0065808352057588
