Intercept__0,obs_p_choose_best__0,pred_p_choose_best_sd
12.4293936798216,0.724992386641005,7.585515614961868
13.720603166298366,0.7193690127010426,7.641209118898784
13.20335826991986,0.7265405462069934,7.857113986942729
9.02402386849633,0.7750857728328562,7.542178024294273
12.93634703897844,0.7203570090183279,7.2328648397321
13.189733824554622,0.7240645314142318,7.5334029955674255
12.681939129482355,0.7329974155904074,7.117575211260637
14.398576501847622,0.7071948283143017,7.470180811491269
12.78022436769433,0.7277929907997489,7.449492758075293
13.029125491766415,0.7335793819406012,7.478042846836327
12.825161599278013,0.7321210890777861,7.74933383503408
12.645978142799315,0.7322548864608047,7.177104285170214
12.645978142799315,0.7322548864608047,7.177104285170214
13.55357562198665,0.7184704354115958,7.592529304618502
13.712668377069706,0.7125369319716196,7.468599887404452
8.930270653193428,0.7774764496127142,7.167823423198187
9.176112934489113,0.778229903262895,6.784457590893238
12.442436100106084,0.7226974608834102,8.18882379348225
12.38573409560955,0.722377656581246,7.051297922384501
12.582219743746696,0.7233701022645961,7.965978505507571
13.349010603945299,0.7198121583188648,8.109188247150884
13.221458256117849,0.7157399578389833,8.091918720809923
13.29569191656608,0.7207243842780745,7.774760863170209
13.35827589451015,0.7216820290112236,7.3664558867393515
14.423120402094456,0.7029902233743077,7.1149316104639695
14.376115598658627,0.7091442802304061,8.004930414321931
13.385820948033302,0.7149303067259987,7.368779923313183
13.182892532582072,0.7127908262089163,7.598930870404599
13.054040857348959,0.7310810880513865,7.2054946812154475
13.422966451957597,0.7147468687789731,7.742459533668885
13.542210139427993,0.7144475777581443,7.010373636138437
13.638357370820895,0.7120598593364973,7.822803740895307
13.399354096112276,0.7100082516835987,7.498466872663552
13.729769880701548,0.7114580363174935,7.882064901673878
13.67471973030832,0.7102187009578704,7.790312698065129
14.139288794389685,0.7102374344694254,7.716914692470066
17.20994313669557,0.6731786288434533,7.621558309898251
13.633680156517768,0.7168048258882889,7.278370422299666
12.734466007641982,0.7244647691255699,7.09408224058197
13.059603587459874,0.721809083838147,8.081995364534679
13.678503067873798,0.7248474320526493,8.143342862215205
13.197374331119775,0.7106365564332546,7.158100756629243
15.302994588080574,0.7066487633736053,7.0835676998168875
14.22780805776523,0.7074648461242055,7.068243605958883
18.591052144536953,0.655736740600319,7.765651764154436
17.433723478973278,0.6670856093161738,7.018353702087327
17.491745425968844,0.6809643031898159,7.285323976747711
17.089501877280224,0.674089068357642,7.5924595704075175
17.031313955625066,0.68050282102272,7.829404966508934
10.708889735391837,0.750861067357686,7.990640160483319
11.350479806711238,0.741342893432747,6.72514762477319
10.86108462964005,0.7384672126567613,7.722828507132685
10.545921763772238,0.7360086660248193,7.234762285979097
11.056237338241381,0.7465159204283214,7.165619971083207
11.378912245433009,0.742932808227726,7.783506652881974
11.374849107002724,0.7446374116275761,7.852213940657399
11.109843065523068,0.7377602356531069,7.346185479492524
14.195368817797819,0.7131730244322302,7.35649390350913
15.266484497738569,0.6914549002354712,7.662607440031586
13.410795002576858,0.7216442228467409,7.470270824374699
13.598588604496477,0.7236913041210666,7.354510674557293
12.835123597864003,0.7248472146385289,7.304096938184611
12.550725886101786,0.7341926165378734,7.315458109480273
12.550725886101786,0.7341926165378734,7.315458109480273
12.225555017173566,0.7296648414814091,7.665274336533818
12.615540940348884,0.735838915337863,7.093669146986137
12.615540940348884,0.735838915337863,7.093669146986137
12.535270136037084,0.7232531873509739,8.136312112400622
12.657545710125401,0.7263530220279915,8.162073681049215
14.299203657773647,0.7105504945020792,7.559350061022139
10.572902516725595,0.7488029772521744,6.767345714827674
10.135769097101244,0.7510027382379871,7.82594355552178
10.452574705246692,0.7496445289424498,6.942409024163482
10.254794453743063,0.7619709091433373,6.959784186974806
10.347082775677817,0.7636604548894352,7.303782029783319
9.641358179117507,0.7707686846233305,7.511605195121996
9.16685872882281,0.7574489387426129,7.80242129907651
9.780759630726743,0.7689316682090878,7.614535724829381
9.59061187078153,0.7621465824858775,7.640845436109499
10.115698720477956,0.7603939603641643,7.544998933116929
9.913102588675393,0.7608689014806543,7.80665890980198
16.866609469014715,0.6811283680669217,7.590016410502817
19.144026583821763,0.6526258810194543,7.475977254852384
19.130434444532753,0.6525324686894672,6.8307663808938885
19.27723457065381,0.6544104705202651,7.404300308015641
19.786274057398867,0.6476311459049723,7.164231639558322
16.5427664967957,0.6766544516331489,7.3071780115392935
15.72858851112592,0.6869583421503863,7.428659810856921
10.535323249759534,0.7484049481651351,7.133276970973411
10.158287865531864,0.7552614448604731,6.836578906150507
9.800300282985114,0.753868475746009,6.657287925814306
14.721207534542495,0.6978385150726425,8.018217157533625
14.291062355499493,0.7060933815340847,7.856760267462215
13.934366478931842,0.7040287579728551,7.88434281480301
13.882402006155978,0.7060156396046148,7.898054272067926
15.375041943022646,0.6912564683379041,7.722517433967512
16.812176023737674,0.6788755308751858,7.682059848406532
17.057165471317475,0.6788553279149735,7.139846254343778
15.99494141152221,0.6828570702282155,6.856370695926283
16.059725768138186,0.684832859581187,6.889824995902571
16.446256773394495,0.6869649695999926,7.234608943444677
16.40891896793712,0.6823154011415018,7.235086406289757
17.109487615788822,0.676120540611954,7.380424336159371
18.61406930553284,0.6487340017640478,7.78329925797529
18.89493411499987,0.655134491142968,7.035148653830739
14.474993456978023,0.7030995353890552,7.534905417344305
14.255409889839171,0.707836735252822,7.558484246600142
14.255409889839171,0.707836735252822,7.558484246600142
15.74968590065766,0.6896478971791361,7.545570745974078
15.857427714826388,0.6873054619719396,7.448597368430753
15.43034664194414,0.6912490302986956,7.271105870238021
15.454814922440269,0.6879502751126692,7.661832275017033
15.281226881489028,0.6885593209861449,7.285959562706421
13.376709262542626,0.7172576021028673,7.153986916253442
15.108937891909433,0.7043359986117799,7.492966359110178
15.201761166230769,0.6975654287582781,7.927969657060679
15.46251961902087,0.6963412123978128,7.40889041305263
15.417369959687518,0.6985714798573142,7.426097698275782
15.190774600131421,0.6902056333022368,7.972502032972322
15.026917878946994,0.6986251884251631,7.964013115017215
15.006705061891344,0.7033332409878825,6.815809043200435
15.063693329152391,0.7003684207547564,7.918308126317321
15.485526389755774,0.7046513099838269,7.540481251392356
15.485526389755774,0.7046513099838269,7.540481251392356
15.300763491975749,0.6899374588155146,7.411352638227334
15.30616510322648,0.700533740407774,6.954136189815303
14.822606262143514,0.6991606530310481,7.072537053921953
14.92496679233304,0.6987819916772667,7.654530003428087
11.96481303646182,0.7360526136524543,7.571222353994135
11.903390110109795,0.7364270653382127,8.065767751632343
10.656497354903902,0.7509835946165907,7.779409493494882
13.817934269768662,0.718271375358073,7.863518277387848
12.467530453474787,0.7257573798721585,7.702794261541678
15.652753403653916,0.6924592259602269,7.614553021549514
15.779680061430094,0.69774603261034,7.960282353918263
16.655379792930926,0.6689863456518669,7.242292447615342
16.782425430254307,0.6691331215759652,7.633083562586706
14.792950899111695,0.6929853395595453,7.314847402993418
9.457964080123716,0.7731789452963191,7.516898274076965
9.439769231501739,0.7689665938604735,7.499356212974654
9.784537784846929,0.7664975387234726,8.3131289468922
9.413380133726614,0.7654122468199985,7.083743168922037
9.413380133726614,0.7654122468199985,7.083743168922037
9.068993982595607,0.7724151901267357,7.227632640755326
13.242068894357747,0.7185707410598347,7.452142539516487
15.693762364664298,0.6820803790537509,7.295891638112962
16.01698605369523,0.6845335587873487,7.4308572374978095
17.0203071396132,0.6757161980943049,8.023244222920551
16.712587885316957,0.6687355280229252,7.5677076648296975
17.0451069930397,0.6719470657408929,7.626483720205864
17.0451069930397,0.6719470657408929,7.626483720205864
14.163741016639136,0.7210688114288618,7.4376578650478695
13.93489261286373,0.7150288408796633,7.6409942548114556
14.435224951114009,0.7029720303314337,7.281384570357367
14.435224951114009,0.7029720303314337,7.281384570357367
14.631132085510492,0.7110329004154451,7.382862959963382
