,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],280.4698917701632,5.852190864414939,269.5342790474688,291.42258259771523,0.4346756276591893,0.308236147670239,181.26183985405925,180.81881672888792,182.0204893133223,465.12227206697213,1.0240288528800519
setsize[0],-1.165154005981026,0.12026337644795239,-1.388946841201055,-0.9434267936254477,0.004177327068062217,0.0029548563632679817,828.838326427993,828.838326427993,829.0676801671988,1615.1386347144776,1.0017394190929567
1|subject_offset[0],-1.010674896418033,0.2620155214692195,-1.5166634188457138,-0.5298629454672231,0.011866137652652604,0.008395650855492655,487.56808966062033,487.56808966062033,479.29804326100265,1211.0002545641714,1.0114417712000914
1|subject_offset[1],-0.586971080308791,0.2582034371313768,-1.0877341915980254,-0.1275651264784525,0.01154110702543493,0.008165555201932642,500.528834584368,500.528834584368,499.24286995231176,1418.6597452283584,1.0094821065875341
1|subject_offset[2],-0.43286113292587935,0.27390346156712136,-0.9323472822802766,0.08628024459189147,0.010038447867684475,0.0071010372606043135,744.4952065310383,744.4952065310383,743.1316849554386,1729.1157876534476,1.0060875504134017
1|subject_offset[3],-1.3452895271732996,0.27450271673460375,-1.8794681568457505,-0.8442459960624278,0.011350948438957266,0.008030338921473104,584.8291242007538,584.8291242007538,581.4943102035955,1314.4559829348002,1.0101063260089966
1|subject_offset[4],0.5445678487777468,0.23725382637749193,0.11636234139503905,1.0025599110873091,0.011367384684185387,0.008043342736829807,435.6175180477322,435.6175180477322,436.4528508766781,1343.3392925305673,1.0076270210457912
1|subject_offset[5],-0.2378776772580584,0.33008288630249794,-0.8664308891598157,0.36521007963138186,0.009647132802071516,0.006823253242370009,1170.7104697276461,1170.7104697276461,1184.9047074978228,2155.1042219175606,1.0038929586193626
1|subject_offset[6],-0.9009153728172107,0.2740351422923263,-1.3965754753253026,-0.3813081129400324,0.010706938446835668,0.007574322314124357,655.0612487685029,655.0612487685029,647.0018351774964,1433.7342613322585,1.0080261370479502
1|subject_offset[7],-0.4506406550054169,0.25906212596504297,-0.9374828956054453,0.05316783722692754,0.010024620691656497,0.00709157533953211,667.8392698496792,667.8392698496792,671.2980876438917,1307.698449860276,1.0069908619012
1|subject_offset[8],0.9465324161612516,0.2735362150611585,0.4548449223228916,1.474848666964572,0.011950374499675915,0.00845984558663942,523.9220005987288,523.3102380052444,527.1219494715812,1339.4557862427341,1.0033736033457612
1|subject_offset[9],-1.0705872214875902,0.28543327757256093,-1.6025594237971228,-0.5496544297829821,0.011563257371221759,0.008180374736371286,609.3247579616406,609.3247579616406,606.8454926235011,1460.6839117898744,1.007764409054477
