Intercept__0,obs_rt__0,pred_rt_sd
-279.483305772796,1.029849195603855,620.6661612605945
-46.04957120057365,0.9896210384439016,586.7564965784042
-38.57327948303357,1.0015869356358873,589.9020041583061
-37.12853863579532,0.9919419113626875,596.2876902436249
-121.17961585690877,1.0023473842614294,585.2352716868355
-313.1082387774371,1.039094374121332,572.8708886781501
-313.1082387774371,1.039094374121332,572.8708886781501
-320.97869300965266,1.0408334368592125,614.0063276536983
-320.56481019207695,1.042524469492177,544.3734953606216
-320.56481019207695,1.042524469492177,544.3734953606216
-332.53125662220504,1.032465148554483,665.7930579771847
-333.60439550370785,1.0408114787265639,594.1116013882774
-374.8193879871492,1.0333446361539074,646.7900859413908
-374.38575179244236,1.0584083454976074,646.8865534113477
-374.4176968643324,1.0483188112713837,679.7123261089397
-360.27213067506324,1.052863647768984,599.5935438935749
-339.0454791049356,1.0340288394760921,597.0391917361702
-207.54539941504672,1.007129835619277,590.2642420908023
-207.9919975286219,1.0092431458515903,569.8484594985822
-264.61075592853734,1.0339784307399038,566.8543195160316
-245.4692846788663,1.0127281981878236,645.1293890434496
-245.19905527301802,1.0380432231311811,679.6662105389308
-243.60263042426647,1.0182151621303974,539.9040845738854
-165.70259967313046,1.0132809044952922,666.5736463970031
-165.9082754472575,1.0128559846088372,661.0866887273799
-257.5867306697799,1.0208179512458238,550.283387206256
-257.4688979669506,1.0210413983639834,576.0744324589111
-220.08175536331723,1.0148567730125027,587.9061194491084
-395.82698260167354,1.0429598209787951,645.3716837349212
-395.577921417496,1.0562583389437827,653.0883985219859
-394.290011147075,1.0434792421297363,557.8015299679237
-393.73912309702825,1.043748428931005,589.7975560206742
-396.85925784395204,1.061771981975041,581.7698329223085
-430.9697645667408,1.0522735402247616,636.5619254502361
-413.6986264494763,1.0478594718978471,573.4869002821249
-413.62036994329344,1.0671235954079719,573.5071730652949
-396.7300745235029,1.0565603668462098,569.6828299805925
-396.7383138070611,1.0471811563773556,598.878979865783
-396.80649739271126,1.0463092260209037,579.9415022246203
-397.01409086075245,1.0529544517295797,623.9226390855137
-396.54004553954223,1.0468322281805043,593.218129872136
-343.66313886820797,1.0412389864474043,589.5669811526419
-343.66313886820797,1.0412389864474043,589.5669811526419
-344.37283931709754,1.0461150524660043,671.2686310117841
-343.8972467346962,1.0361183573980368,710.3273783579157
-344.47001185277776,1.0492549646263727,649.1408224122109
-344.51934226516545,1.049213658923712,641.6741267569304
-344.81464691519074,1.0354766965657005,624.9977027128275
-344.61436558610546,1.0465614488917492,631.1547310142803
-344.08102451224016,1.0467086044659362,622.8075058192627
-271.46563753405457,1.0184231608512455,624.0420147533459
-112.8756664681357,0.995740361338175,568.5569772143443
-112.70701440497976,1.0074904651533039,640.0081011238556
-39.62481338439155,0.9845888384787881,548.2999572208878
-39.83509758430517,1.0011957295097627,559.4575143293521
-39.88127873595294,1.0018252657056463,591.7419966023347
-99.82395338083673,1.0000668289497643,597.4970866835918
-213.10269841978024,1.0230538314220565,574.3647281769383
-214.41515393297473,1.0171502188661972,616.7030626212089
-214.17270555883317,1.0120962973660017,584.7350305965404
-214.3721176026356,1.0172810195046453,561.2378367278535
-214.3646776696702,1.034872506097304,606.2084113721892
-213.97970307588375,1.0148650861000037,558.44348334339
-213.97970307588375,1.0148650861000037,558.44348334339
-213.97970307588375,1.0148650861000037,558.44348334339
-136.18193045202918,1.0104671346546366,618.7423889612988
-344.39903009056604,1.0379150255616398,617.1081747691425
-337.12852497295177,1.046382635306404,572.6947906589608
-336.95057597581945,1.045681255909584,643.613741473708
-337.20213733623734,1.0293041715584965,662.4886642892535
-336.9160629734914,1.05359049410365,676.3503024382
-337.3073812598073,1.0512362757047449,542.2662016867909
-236.37308177536875,1.0397783351656804,663.1538606298633
-237.72306767969334,1.010125361776193,553.3102245579666
-239.49725420084647,1.0158317323143167,662.9174370820164
-279.00963802447774,1.0401207046970673,569.740007003807
-279.03159391650024,1.0468514579786345,548.3663798684912
-279.08582291449557,1.0174924228351567,622.1932583413683
-244.50383391214893,1.037952032858438,630.9115791541112
-245.12346133323217,1.0121875484239167,697.9846053932605
-244.81313384772267,1.015627085480221,645.3250278172836
-112.37406157232462,1.0082119017711744,570.590994197848
-112.28377649958836,1.0092931481273166,593.0788080069808
-112.28377649958836,1.0092931481273166,593.0788080069808
-116.70490771616814,1.0094655476209455,638.6670437900212
-116.72361764111005,1.013831689564179,647.5640415669949
-111.05451578617249,1.0150871694571943,646.9856976033501
-182.05723695102398,1.017803614237499,587.5434899632078
-182.07406430081468,1.0064364296944528,583.8955875973544
-219.87901958552285,1.0102731403401322,627.8562288882652
-341.8837303211644,1.0571329168659782,541.4699263537632
-342.25211802179285,1.0480359054787505,558.6135229227609
-342.25211802179285,1.0480359054787505,558.6135229227609
-341.8311068420768,1.038618635449911,602.0043373147245
-341.98954577790886,1.0499847919891923,635.1171207744374
-341.5391654589251,1.034476349003815,638.5342176589199
-322.3389251744633,1.0259490252813346,614.5517492211693
-322.45037790813694,1.0243863639768305,605.5469523080781
-323.50853388828955,1.0271037270823276,574.5648106078894
-396.77589592450175,1.0566523934020853,575.5291241924923
-396.70550806641546,1.0596378661220356,645.5325462693867
-396.7783824093068,1.0479257086285654,627.2344811159551
-380.49971253015747,1.0429524427850878,579.3629269777194
-382.8592129443486,1.0577808215045492,582.7963764607276
-404.1794960057388,1.054818629711945,635.8479622404461
-319.2770118014332,1.0377526035277413,558.7747173484288
-318.85791376644255,1.0345068913310107,597.7259310065837
-288.3399098379524,1.0370776483797717,618.5128768395009
-288.3399098379524,1.0370776483797717,618.5128768395009
-252.94898194647138,1.0319302003432214,561.1879937472415
-234.64728445997645,1.0382748005713986,643.8688628349813
-244.41038984703968,1.023645620887263,568.5501906990813
-244.18886818106373,1.0164937660641646,563.093027374986
-187.410125430263,1.0189741641045937,570.6912736217373
-108.90834950638593,1.0031916918416686,586.2196277834929
-199.38682938965476,1.0142119514298125,584.0213052137103
-211.70632982457028,1.0141862890489155,608.5968230873297
-268.4510356520112,1.0335851459409684,584.3874353055832
-130.55348777718007,1.0116504827607626,585.3433086234904
-119.68409128424791,1.0097931967560185,582.5207369694302
-114.60678510182784,1.010709872069592,595.5157171979627
-84.74682133131176,1.0061782109261854,619.2845544543807
-247.28448378460027,1.0322672205023706,587.0310035576202
-118.90155041685126,0.9946439184158272,582.1453936308633
-233.51298622379454,1.0335298836270586,608.0561570890837
-233.25906336528547,1.0270373432376185,599.3567104984244
-232.81497465404559,1.0185505601294638,546.7417788285799
-205.41670363034476,1.0188701160257732,652.7472272039263
-162.67919315662118,1.0118779381777263,642.7398400684962
-340.3290953647936,1.0421271976062507,615.6076694114416
-340.3290953647936,1.0421271976062507,615.6076694114416
-37.36303929424294,0.987346300280077,602.928022985416
-84.5737673833619,1.0023546086295114,591.8676078309761
-56.45677103584479,0.9936545829615974,595.8921011415163
-63.31759521595411,1.000215372932681,610.8670790819639
-63.54794260535314,0.9930525862725685,639.2083843527153
-62.740971974021996,1.0099803543596313,577.9517826434626
-67.90958065680091,0.9753679513126775,658.5975750235988
-54.72087140723985,0.9963312361494641,619.21454878341
-154.77314961426632,1.003170931012453,613.2500169154332
-228.22657355156394,1.0194972423975448,590.4248306971401
-215.19132906708617,1.029666617169659,615.6771917420267
-213.28193968992986,1.0271578024351076,548.2084891389468
-213.63057276898112,1.0182164948128147,600.1355363840241
-181.84632151640048,0.9913218396228112,593.0985965183437
-181.67298181110587,0.9988198856470732,568.4601349223109
-180.79382195840998,1.0300509176379196,642.213242957878
-253.9802510534616,1.0428763395877778,640.687837132751
-253.46725408917325,1.0275472979377531,552.7579521010023
-317.63095154720156,1.028415579498471,661.474691398226
-317.714246227617,1.0440141609277056,711.0938308584696
-317.9721853508296,1.029878723723449,721.0259142181368
-318.0558584434099,1.0422189128122314,647.4716369873497
-318.05501632598504,1.0443177787522127,623.7348746645413
-317.7752824177307,1.0356921644214125,617.6936657121349
-317.76350259798517,1.0343281323501559,627.9650577023913
-363.8299389281583,1.047427546782676,595.4554671609609
-363.6852226500332,1.0419147627879601,644.8196805916224
-365.0654607302505,1.0483860387529471,572.9523548218659
-365.0654607302505,1.0483860387529471,572.9523548218659
-362.3041081467146,1.0449720949204455,595.1373179771392
-347.6430464690641,1.0398264238890478,592.022125128325
-343.61986341574914,1.0436497442264572,591.0969277390319
-343.61986341574914,1.0436497442264572,591.0969277390319
-338.8377560098172,1.0335689900491982,611.9338696867226
-160.54887597450997,1.0216455128501405,615.0109704828409
-160.52954774303453,1.018430259109045,627.1466666596427
13.750444158818405,0.9868040926490845,583.2007039162664
-0.8823874619117202,0.9766408379643396,577.9847510183541
-159.82589648467408,1.025865779424579,578.9455945233841
-75.89289988954965,1.0110260513649896,621.3236200488219
-171.76583070692084,1.0248316391561918,650.2893584141982
-171.76583070692084,1.0248316391561918,650.2893584141982
-176.58583805804517,1.0244295430539425,641.800534582082
-276.8567488551067,1.0368900119490074,572.5118217632705
-241.40162525955057,1.0158151364613215,620.9815705102204
-102.97563223974518,0.99526496628094,611.3391182621982
-103.35566574691929,1.0147117105651626,649.0517564875339
-103.32860323224186,1.0080384667638427,643.0053337221157
-103.32477979023867,1.0090267181192862,638.5761688914247
-103.32477979023867,1.0090267181192862,638.5761688914247
-110.14248175070604,0.9931278890287429,657.2050992104328
-308.5933233358729,1.037892561460245,612.5220695440325
