Intercept__0,row__0,size_sd
0.015866580223041882,-0.0015175199059497269,0.03276499281582079
0.012909586839546528,-0.028613716775259625,0.03218836538348558
0.014546522558084854,-0.018063564609678198,0.030971138980794455
0.010457784547766587,-0.00900111123096441,0.033242556380750576
0.007390409858510491,-0.02637396274719723,0.02975101077199167
0.01941958034929732,-0.02260421855701517,0.033148750513606266
0.016035462733269196,0.011795379268073045,0.03394062409644023
0.01401246830119059,0.009568706872018499,0.034177399868947606
0.014420780885211006,-0.01504322686784831,0.034336435521962166
0.017206938519268335,0.005161945251481488,0.03398408212462201
0.023127433416927058,0.03365206832294824,0.03345014710266424
0.025376959265719146,0.035569400734084954,0.033717538321492706
0.025761112016539703,0.03506983910660443,0.03350851671508874
0.00606974078490911,-0.03399325651597256,0.03340166202067036
0.0316547975118322,0.029150573795459895,0.034060917731322034
0.010507598540706787,-0.0494625211738376,0.03272624230126031
0.0054646868881250005,-0.018531925920256983,0.028591567143093393
0.012139890095505961,-0.010452648499681938,0.027626961030132277
0.01539503003476032,0.028286109990059316,0.031501017637327905
0.009914204704782516,-0.017705276283475863,0.03299387147982897
0.012010717658804598,-0.008553380893053906,0.03383643952953062
0.01175234985706056,-0.007394919779600252,0.03386069409367326
0.01205545146322879,0.010192873102490892,0.03275031940146255
0.01589541377795494,-0.017717749659648768,0.030306137058814676
0.008566452227829369,-0.019277265663723925,0.03259130317541768
0.008566452227829369,-0.019277265663723925,0.03259130317541768
0.007436367449465377,-0.04348384983893053,0.029929341532892596
0.013150100225203971,-0.026045298457261015,0.03340822109229097
0.00975801856399375,-0.014104240436771436,0.03119473213968142
0.017144293110938374,-0.01530258902484109,0.03152107712542237
0.010479477581274833,-0.008843670014225386,0.030098783003144603
0.010479477581274833,-0.008843670014225386,0.030098783003144603
0.009086652965979544,-0.017857298167722482,0.03286149127904306
0.011049065842079328,-0.03387860369354952,0.02871922937317223
0.013623416098523307,-0.013248864221814375,0.0331029228035292
0.010153274668387943,-0.029381527114426445,0.03402516113870709
-0.001475147771952113,-0.0448968052220778,0.03338224921200182
0.017315387523949715,-0.010389812387916288,0.034034671172724594
0.014689196988642256,-0.017142701319257332,0.03308322182774475
0.008281327888909507,-0.035806924647865467,0.03235085932493765
0.013304783580460656,0.0015661160301022117,0.03232817752979179
0.013304783580460656,0.0015661160301022117,0.03232817752979179
0.00855686435761408,-0.0011065967650397478,0.03189952244471892
0.01848208093599068,-0.011338203813237366,0.03344341742262745
0.014002527147875523,0.01962713063909868,0.032968218051365177
0.014419603076695837,-0.02292767493387991,0.03182417071200969
0.011614037897674418,-0.006739323217398419,0.03167646281776065
0.011983924663182568,-0.041881412618086984,0.03152285985130665
0.010733569021436922,-0.036392827560759546,0.03160478767541403
0.004229198461308693,-0.022330280935799283,0.03200654480513282
0.012661623416213819,0.0052433837735545615,0.03270209011038541
0.020841214327089807,-0.0038159238980337794,0.03296411177284242
0.021287341441203835,-0.00558259112813944,0.03307122451193327
0.006870467074647186,-0.02240355232578296,0.03246121433054889
0.02315868740445989,0.019173747749065533,0.03325747136518018
0.012608554486872384,-0.006680870645161012,0.03046029028716303
0.015590020401720396,0.0026073632902785405,0.03284442763304906
0.011468882741447,-0.031990133577307595,0.02806731730278411
0.010484377012835012,-0.015812234947358957,0.03259485844837834
0.009238665727468762,0.01505410327238161,0.03147727821112868
0.016850244622402557,0.020287517387183016,0.032423569027165915
0.010188076694037878,-0.011324117813450066,0.030702167368990244
0.022138678473146038,-0.02132669689078813,0.0333597047361586
0.019867078785300283,0.0349018625086384,0.033750836121948104
0.01351703034515533,0.017678611220103276,0.03057273560606969
0.013366178708775187,-0.011239723317509331,0.0334776119134712
0.023123077082790083,0.005154692575970494,0.03435949806180985
0.01332515931790777,-0.010535901675956222,0.03280695956975007
0.023167561046545278,0.006347776225416605,0.030547127472034634
0.013497118715906486,-0.001160755170726049,0.03211958541164587
0.026982939512686037,0.04015858892323272,0.03385928366921418
0.03035306870086895,0.02312834582045021,0.034310760858181286
0.02576631968496036,0.037157410983852175,0.0343712777636065
0.011104740497787521,-0.014002648230568437,0.03447659991156262
0.009984871369741414,-0.01086402831937772,0.03447758981475653
0.01838597391474977,-0.022239570978848117,0.03446205191362501
0.023134835807312487,-0.028907387494088093,0.034483057780625645
0.010021407621193487,0.0037526237641876715,0.03443951104715694
0.02238483533413556,0.0038438741690488814,0.03435597794363899
0.004460589342994084,-0.04479702604239142,0.03420034297043059
0.013183104171989948,-0.003569626604123799,0.029311390736713287
0.013183104171989948,-0.003569626604123799,0.029311390736713287
0.029418337615223895,0.03822735607221597,0.032389815829616385
0.028118652795177893,0.03675358568922061,0.032304576389136065
0.02818252084495077,0.06748489611921848,0.03214307272006349
0.005977361269646136,-0.032169309234386045,0.034050233652097826
0.01226090609615287,-0.022900077790465427,0.029736595271347848
0.018956935181201,0.010245544117632111,0.033610048430960264
0.0175466617213729,-0.0007581441476802123,0.03407605259563799
0.01479050958285964,-0.00816586403090739,0.03430685946282643
0.014062482066856685,-0.003936453826608649,0.03435215419894036
0.01612657064673362,0.009146817677366866,0.02844409659792898
0.013812560967320218,-0.0202528960544512,0.03301075437587252
0.01678478414178771,-0.03482629011579409,0.03378857456224228
0.010953185344885132,-0.01981256686170986,0.031917495265586314
0.021257546279162376,0.016428629601468465,0.032191207800869676
0.018809959542071347,0.008505693251423134,0.033344879465554554
0.006015546880435248,-0.03484361011352291,0.0332556628580175
0.01023366673350737,-0.036648315462637825,0.03315803912565715
0.02157492204013784,0.016479940927260166,0.03363568773330155
0.022086694701360585,0.004294257451814022,0.03201019815836218
0.029896753332687893,0.05648384739953015,0.03126365185183564
0.028241530007178304,0.05016919929646743,0.03263987089797916
0.011187729360664719,-0.005138698417410023,0.034100312772647585
0.0064730544700693955,-0.07174615921529393,0.033857531318745526
-0.0007152625398619385,-0.04235214838058208,0.03397424059093168
0.014321031487523317,-0.023996197506970025,0.0331696272018475
0.006825640402232495,-0.018789630243760153,0.029156301127829184
0.008262487821522656,-0.020191676880167653,0.03089309898546975
0.008262487821522656,-0.020191676880167653,0.03089309898546975
0.014867513809732537,0.043475431827359655,0.033171642739840426
0.01861253890853509,0.030517060664600398,0.03372480114253259
0.017840128246593197,-0.010717558024149924,0.03378782361304699
0.013569367049256155,-0.028540544563179452,0.033378022279713246
0.013569367049256155,-0.028540544563179452,0.033378022279713246
0.010810309545734644,-0.0052920950383344885,0.03334281333654609
0.024224176764222973,0.006853682507036739,0.033304880954941496
0.02101829552790493,0.002748735265726855,0.03269451698138865
0.02123138883237162,0.02136536100460102,0.028526670250690174
0.021537026097696976,0.01011656403603169,0.03403969667260137
0.017686427821477158,-0.027911546679941356,0.03343910770506918
0.014937123494713805,0.01716935590149779,0.02898049479997717
0.027386219745565005,0.015634044750192824,0.03235732805258726
0.019317792937229943,0.05209754191763213,0.03203076717563031
0.023201624987479172,0.021760047610010415,0.03172887683091498
0.023743030371866217,0.03298786553237514,0.03372611994209078
0.018189956995639363,-0.007472965639355268,0.03347282056424971
0.019521709063193192,0.0024978520351016803,0.02987561661743395
0.018271938660338716,-0.0012310911940746263,0.034060747709489414
0.02366509362951076,0.012714705072969823,0.030437849945291404
0.01885145873346937,0.018834259440789654,0.03193428297813311
0.020769261137564544,0.03209055321293082,0.03172858101164892
0.019866551529164705,-0.007630459205234759,0.029927090651753224
1.22169533996715e-05,-0.04633106225174838,0.03195646689204686
0.008597611828109626,-0.0452796956900082,0.031752293262018075
0.009256895542478698,-0.01605961071420319,0.03073853971874111
0.009256895542478698,-0.01605961071420319,0.03073853971874111
0.008959426295285393,-0.021643629292359082,0.030863385250920396
0.012082874226567591,-0.01884245162176966,0.03210218133797542
0.016341342438766955,0.003028293866488365,0.03249684400235919
