Intercept__0,beta_col__0,p_choose_last_seen_sd
43.46664023052385,-29.269686523172453,22.179783394805796
48.8013299353788,-24.50595291422453,20.9101934236421
39.841105914560394,-19.81952119242181,21.569482358182192
47.80522258555214,-7.943027686764527,20.179749495131848
43.666693725430164,-3.2966542537505195,21.33005872991057
41.68562478196856,-5.773127122364745,19.620831263353153
43.103225036821634,-7.138937955368927,19.681434673944572
43.586493320963484,-1.9250370431230672,21.743570054396933
43.36088417298665,-1.5204903209285163,21.99595044845525
48.73924701622535,7.971292556540272,22.1914612372318
42.0095547305996,-4.143555089849042,22.52735933446062
42.14775589147609,-2.110211843717721,22.133035130718543
46.45353405553714,14.317813931929678,20.337660753489054
47.526522813687336,-20.193094032196413,19.404277849511143
41.17858421403269,-21.39056228738088,18.46259551419472
49.87767014575176,-19.188291870737626,22.755936892763977
43.13726352823507,-26.214821154929894,21.1631378837305
43.13726352823507,-26.214821154929894,21.1631378837305
44.58157395064369,-2.892961051608423,20.550919830640332
42.11689822498655,-4.674935766083475,21.583970765856925
43.80447048182321,-15.84012045839426,20.29390537694123
43.80447048182321,-15.84012045839426,20.29390537694123
44.15144118595969,-17.373217623876343,21.060550456858877
42.46619070613747,-26.339636441291688,21.236791337343284
45.837338023069734,-26.14264050919868,22.036287154546432
41.488070097563295,-5.651913240802324,22.64478057777937
40.374618868958166,-12.088388867649707,22.906873152660758
41.5358856666539,-15.887030758780371,22.861655764304476
48.116134636723444,-13.629359019241534,22.488620647945943
40.399760687026735,-3.417559311174829,21.658272155802354
40.39435119576036,-1.9303203267989517,17.83107567273528
34.75145974155539,4.308065145118907,21.55642574149057
47.332395930953396,-0.14611675485097964,21.42666944549257
47.28449266853577,-10.351913566658347,22.96500523805224
39.25456444440537,-6.4512390245752975,22.917858578202456
51.425584337118565,4.992397338851619,21.860315610519727
44.83586919300343,0.5169205425641348,22.11810248884462
40.97678495445238,2.4927802842369067,21.708634057442936
40.573246054284645,-14.697319142358431,20.699777460343896
40.573246054284645,-14.697319142358431,20.699777460343896
41.562126019760605,-11.754681433822489,21.348867267945533
44.34829034809906,-46.52359058237018,22.45343939290305
39.53040863628797,-40.099490586661645,22.73664784805496
46.55867244396441,-32.63151740276809,23.017119269814902
45.087681900167965,-38.71488627416218,22.928724700913126
44.66061928056046,-31.67779495527561,21.902646700492696
44.23961870279473,-26.896913023733994,22.477815176145317
50.19823080428844,-24.19098089334357,20.889191623120162
40.51403371915594,-22.449668683024345,21.636902476142055
39.860364458361055,-42.38671115858678,19.764978483010747
39.860364458361055,-42.38671115858678,19.764978483010747
39.860364458361055,-42.38671115858678,19.764978483010747
39.860364458361055,-42.38671115858678,19.764978483010747
40.81511859323621,-22.77915490884737,22.963723919850878
38.73818720707871,-51.211990362742185,22.72633952859668
38.30571801753455,-53.08962527179095,21.665167288701582
43.42685156638738,-48.304014591339666,20.804955563859693
42.04531434347916,-37.05291635735638,20.629966723707344
46.612676393393954,-28.612639754265803,22.075750276665435
48.15894405729666,-22.54316585407097,22.48681875737859
43.47807006788943,-23.76906731945967,21.148238987190425
41.699889024219004,-39.206843127229206,20.898664100481117
41.99063802607628,-31.798766917387233,21.246942575811534
42.89966139499815,-36.01584607259243,22.10292175869384
40.33125916253683,-32.15072137353904,21.587644591998725
43.10786904822367,-47.02813088385848,21.245027552847223
40.84811722601786,-57.04759583827977,22.563318789471193
41.369314189377825,-27.661696376679327,21.794317132400376
41.81498456521997,-44.541830495869014,21.21420094431711
46.358833007512715,-50.85650481570987,22.167277082191784
42.34478762610027,-34.213059864734674,21.507781606088418
40.93549195821856,-5.695943861918091,21.819984476389415
39.58191269035694,-51.95111484462933,21.849557330643712
43.181301010410984,-57.78694912289701,21.831683591643657
36.0779736306759,-47.15226519417665,22.132740491903405
44.32314127034671,-42.88127588839083,21.28042507513485
44.81932054804906,-29.887900277166416,21.99748644949851
44.81932054804906,-29.887900277166416,21.99748644949851
43.23000713843525,-31.66826377489249,20.14848314801394
44.91965289034469,-23.332821176328167,22.77027222722671
41.914500621984644,-32.02323206077055,21.55093718926793
41.57283244002979,-29.605302290370535,20.637323520745156
41.57283244002979,-29.605302290370535,20.637323520745156
41.57283244002979,-29.605302290370535,20.637323520745156
43.59917565206946,-32.31149694839623,21.191565212840544
43.165647785917415,-51.07619924647741,20.47718794132374
40.36442016415731,-45.26021126184834,22.03454173155704
47.68439328434454,-44.89491741524735,21.083791891731963
41.44316943135798,-39.590505642199744,19.326766991857504
41.44316943135798,-39.590505642199744,19.326766991857504
42.73103808623526,-8.64068900267834,22.586893957059107
44.32586093145638,2.250802023515754,18.731379964346704
43.30670188057203,-7.607139910211875,22.26961188595659
43.04076834048469,-51.75457189078041,20.39104889612133
43.04076834048469,-51.75457189078041,20.39104889612133
44.28090912151758,-24.54798147060424,19.65808726801415
44.28090912151758,-24.54798147060424,19.65808726801415
42.662723742407216,-24.711283018134072,22.044902326515032
44.66461916589193,-13.132173295213853,20.089444703415285
43.48273245505752,-30.694952481751415,20.551186461047852
43.48837700984126,-31.671913446805952,19.424568826723682
44.11303023937378,-40.24127078792952,21.67492001700138
39.732097648849674,-39.13522934923877,20.529224670276285
46.4200624181992,-9.348659285692289,22.843249180652307
41.944696962812564,-11.858391250438238,20.767110123965473
48.44501980769704,-2.4810433552900584,21.289339476858544
39.99168039453952,-8.118443148858045,22.456991941277487
45.00739278551106,-13.157240060112105,22.670749095119437
46.730208622901095,8.899578250465638,21.23920193683475
46.730208622901095,8.899578250465638,21.23920193683475
41.17191829608371,12.533404685895114,20.689774341157502
