Intercept__0,beta_row__0,p_choose_best_seen_sd
87.1901791528725,-0.6962604024896901,9.250940686857488
80.51033512638682,-7.964800739292928,9.672612063335256
80.51033512638682,-7.964800739292928,9.672612063335256
82.5655670469874,-7.826483132686703,8.877564817813717
82.5655670469874,-7.826483132686703,8.877564817813717
81.66475807634298,-10.709452418101183,10.099417913089038
81.66475807634298,-10.709452418101183,10.099417913089038
82.02737518046203,-16.00500010408586,9.142388876365132
82.2017735371654,-8.202498412878565,9.900560327067321
81.99020511576636,-16.683042340701892,10.108865629357023
80.26238400352828,-4.666099676168063,8.730731625424033
88.02533384708802,3.0073835371432005,10.051201387304804
87.27018887876676,6.287000249734216,10.188232474468343
86.42835209640037,9.961724888341411,10.221740680528498
87.62591311144152,13.05797625711037,10.143547598337804
86.16037859294188,9.348228484186727,8.940406630635
83.85996495735058,-6.451217215769945,9.84019963739469
83.8629289593759,-0.974892887249935,9.353985543760354
85.8546685672545,4.459426498266039,9.539708556856581
85.8546685672545,4.459426498266039,9.539708556856581
86.84468004600602,7.057442186026885,9.27083227102255
88.10710040979943,7.259399655253733,9.319579535349328
88.10710040979943,7.259399655253733,9.319579535349328
83.57392662623649,-9.127657251494433,9.59070639666895
82.52742861652285,-8.232890993618566,9.81702595732345
82.76019589329229,-11.54733469849119,10.035984440529836
83.30428580032417,-6.72891463683346,9.489974965817117
85.60494696579175,5.270772020031075,9.102401122010352
83.68001032645392,-3.8191386058616774,10.111150840482042
86.33163830875931,8.774544458712496,9.311006387989167
86.20882308841442,5.615023022994947,9.392606744263285
86.20882308841442,5.615023022994947,9.392606744263285
84.31982637808851,2.0057326917764726,9.45520493535185
84.31982637808851,2.0057326917764726,9.45520493535185
87.00934994898476,4.8361077329193165,9.773334982793303
80.47184986221191,-13.283377238635556,8.986549364129147
81.77938795311577,-16.153947351885165,9.981351669194785
80.0643096443162,-18.546645454544652,10.031838488691317
79.3962528759176,-26.18294144854589,10.167883888740212
79.56985718682547,-14.588671716501294,9.520314262323144
82.77126024983,-16.150797615064974,8.325460697834524
80.33546951659567,-11.177241360281615,9.932161374348848
81.25006753139256,-17.474083763253304,9.916829386341192
81.51045407795914,-2.0765242420850747,9.237531358236492
84.64520270100226,-8.333386425578977,9.77385929392644
84.3707375484702,-5.348435596999114,9.921886067112819
82.01382411529738,-9.494797534998932,9.115193748977617
84.46533555291323,-0.42142254937177315,9.107963494180506
86.2494704863488,8.606492618162857,9.773059192788576
84.63361012211894,1.6348054718883924,9.113317598240576
84.63361012211894,1.6348054718883924,9.113317598240576
87.6346378603308,8.44942062972295,9.661696969683828
87.6346378603308,8.44942062972295,9.661696969683828
83.21227366852033,-0.5010805917648393,9.137044994570488
83.23400263275374,-1.428326969978222,9.353052725167933
85.869585327192,1.390212272729538,9.348273899634423
84.81060130068116,-2.989112793730493,8.52171929481888
84.81060130068116,-2.989112793730493,8.52171929481888
84.81060130068116,-2.989112793730493,8.52171929481888
84.52594002973841,2.005552008082868,9.942113534603248
85.62907676215929,5.1860899770890425,9.550070916070093
82.3899997434972,6.599519592161351,9.48950668270927
83.44913048413139,-0.019668961307326427,8.511995627586955
86.74580283780406,5.407687700476459,10.019970208991635
85.38748441339307,4.014040254381948,9.378460597238732
84.62216482426926,0.6323377422532803,9.441100003052625
84.62216482426926,0.6323377422532803,9.441100003052625
81.23520139659487,-14.19015255019314,9.169915049486193
81.4050083061439,-14.305928664501641,9.788723875078748
83.25169665219416,-3.5355199198974026,9.958574937506844
84.953693644557,3.298394346997741,10.176121951024527
83.83784548674986,-2.0267438754648697,10.21894413413356
80.10808497774008,-16.60736836147604,10.249909120772335
79.98135823799025,-15.730480341007423,10.226703953514669
82.36224734255582,-13.717256757260717,10.23190370188021
82.99575274551027,-14.639918168102557,9.035022062119216
79.69576251330128,-16.33371325998357,10.035842858019416
82.57018788098392,-7.3618760233754585,9.362424649013775
82.57018788098392,-7.3618760233754585,9.362424649013775
82.73800594030028,-6.819075409990997,9.97610944187315
83.79847385605458,0.9049078155978243,10.061645294661588
82.48843763766675,2.0908837522116066,10.101868135979391
83.77687276711085,-2.088571390870916,9.785022431721032
82.45543069830538,-5.176412783749809,10.02987017699064
82.45543069830538,-5.176412783749809,10.02987017699064
83.74637530171546,-12.639561467690587,8.966419283130826
83.74637530171546,-12.639561467690587,8.966419283130826
83.92674740603302,-10.943426532311133,9.170066991088602
82.33456851213167,-10.502255948569607,10.142182347679164
83.48394813809577,-12.634144253257714,9.73181934785548
80.56473623097325,-8.297632159734126,9.452296159500815
80.56473623097325,-8.297632159734126,9.452296159500815
83.86548466847294,-14.501884399351558,9.456296413611097
83.86548466847294,-14.501884399351558,9.456296413611097
82.68816827584962,-17.58999119256712,9.740033879646576
84.82305993327657,0.7242655797956301,9.722757714474472
84.82305993327657,0.7242655797956301,9.722757714474472
83.94768830228207,-3.034153322799596,9.94380138893338
84.49048671411995,1.1970843301221599,9.87548739266361
83.8917088986432,-4.668371697853319,8.505511130179071
82.06836353364203,-4.1071086413178906,9.692710701685106
82.06836353364203,-4.1071086413178906,9.692710701685106
83.44498350194924,-3.2189399924228064,10.099319939504914
85.37720043709609,4.000327666147914,8.96697154756522
85.37720043709609,4.000327666147914,8.96697154756522
83.10792762419275,0.8464192068260692,9.444368540167135
81.2126295136843,-2.867723271059013,9.807645620112318
81.64139274142073,-5.49683347451827,9.566654325371301
85.59300962774998,-6.46893112552387,9.236503053687409
85.35084908288154,14.49697915451908,9.925714028565343
86.9494618089392,12.881482917706188,9.868000476785797
81.14286715474306,-18.689176748234637,9.388363905552364
83.0454594593001,-14.05934453708521,8.763749920151012
84.75417299793463,-16.27204419319944,9.249026190560867
85.22338692617377,-8.376127440570734,10.052655774260481
83.40761166651409,2.2505034040329974,10.0874400853584
80.38804990996422,0.059664923746554965,9.717133597971124
83.63154084755672,-3.7525804865380348,9.640638474593764
84.38682006484639,-1.8274059808459373,9.61941964592647
83.80563487811577,-4.6586939947029755,9.832078696224718
83.4157504846743,-8.1533656241344,10.100735229195424
82.93347752235556,-0.597310932508182,10.12933385025403
83.37378581907191,-11.494164146231437,9.687978147160292
84.85568265433346,9.324257165201418,9.15742080045624
85.70868599924141,7.4245025669872495,8.30057744432038
86.24107698161247,2.3171270369074435,9.983148379541902
86.24107698161247,2.3171270369074435,9.983148379541902
83.90590225312779,-5.638882326471103,8.45689013683715
84.44667035944138,-7.557503189323752,9.211359999683944
83.94680494584162,-1.750832311826662,10.123175873986808
81.26107735672613,-14.100962236652506,8.805854439971597
81.26107735672613,-14.100962236652506,8.805854439971597
84.14852603603961,-2.4221295676715346,9.872536750002562
82.25075447385566,-16.97841352021193,9.018265052097401
80.96075975756686,-15.604269661852515,9.902448358312988
82.83944314920797,-12.425742126469055,9.182055844151323
81.33079219337189,-10.695442831134804,8.883163225340255
81.29791684529654,-9.983980438626213,8.96124603219032
80.42627650078154,-10.21120237840605,9.556326273157387
80.42627650078154,-10.21120237840605,9.556326273157387
79.20459425570378,-8.916637189610535,9.244033008331149
79.02535956168992,-10.570947963279501,9.604414844566787
86.44040675386495,4.959594056971574,8.509962337073619
81.61102326053835,-11.27431941807949,9.986959321469532
85.61862000429795,-0.22155286272157593,9.155152845442124
84.6397086758238,-0.44590881521529013,8.75533262882127
84.11099225350019,-0.9241499177738408,9.77996453945203
87.63439519218558,10.219936506139344,9.610831984165264
87.72691595456533,9.693840776062407,9.67997661269331
84.85761254714255,3.5437364672792127,9.289636098147815
84.51898984821878,-0.7603012061440211,9.613574440175917
86.66206658034554,8.905831615795393,9.07848281503195
83.29651329720704,-3.0493998295804934,9.618168064865825
