Intercept__0,beta_size__0,p_choose_best_seen_sd
86.64906950198684,17.919057930500394,9.66929315077857
84.10348972629454,16.094154389984407,10.11133348153916
83.35283283157551,18.48998772486802,10.21671569122421
83.48288836872884,20.231521160270507,10.21541830539749
84.04418515847833,24.668604057677932,9.742197425059365
84.9977195884907,31.097779781483716,9.470885991417516
83.4990315435166,32.477988581958705,9.744600364939767
82.68141495780576,26.94520969224874,10.046013214506281
86.05141921066952,25.22579041242619,10.197658213552998
84.24779125491467,38.98134265347886,10.067998329413914
84.57622822743323,41.64219091788645,9.766617057303794
84.57967859407172,50.77900119967617,10.210566257354765
84.56967771444681,44.36126202329428,10.101967089841143
87.05395066108817,-13.964645165337815,9.201919365184356
87.05395066108817,-13.964645165337815,9.201919365184356
82.88141899668334,-13.366141090134706,9.518004724958056
84.26908564692215,-14.516065147700223,9.56564410546206
84.73802971722237,-13.77856661051814,9.47281999233112
84.95999073464475,59.83586904025582,9.483946087567334
84.59998738002338,8.092074371549426,9.648928366019536
82.53345298385956,-1.3387779340322519,9.345439485833381
88.23488519695591,-4.7969747210674205,9.463624416092959
85.204068719765,-12.171476847754208,9.968350304480065
86.67833980650995,-14.319292645013565,10.043628045249617
84.2319222402328,-14.038911221987677,10.076336652820075
85.91980253394098,-20.790420799627075,8.185671895356329
86.7986442617924,-25.205617817669015,9.775533252532151
84.52761916730273,-16.643400539243267,9.7278195626265
83.39049138671159,-30.798926875894985,9.4541529096755
83.84820563271364,14.525002435389213,10.002019789319146
84.23714330659506,14.486288894095294,9.954889631691598
84.53809031209288,-15.632163454080311,8.587541326187733
86.7314931317536,-7.2540333137642214,9.932880495598148
83.19415349958098,-14.77277398932787,8.638223009242122
86.74688741724393,-7.036089369812645,9.786153797670112
83.20131995239525,-9.57643973438571,9.57112222037125
82.17280138029615,86.36319658005871,9.531968964112494
81.7766095570338,83.54587135596257,8.955408942837256
85.94948981793162,-1.6142141659834213,9.4313206742525
83.38898317430602,29.642442387626208,8.794014428056188
83.56751486902095,73.36167750336918,8.590256686147708
84.970641475968,-40.091415596171586,9.53180260174256
86.44823926151543,-31.46130150965102,10.170677697351742
86.68457124682348,-36.02544046062534,10.245769348461497
84.71330500703797,-26.61450250195019,10.249151102397683
85.57047335088234,-48.74516553240067,10.183657819147196
84.79324108180894,-56.720865425560326,10.227598324118183
86.01021403361503,-34.22249552914673,10.251841607038934
85.17157391397033,-58.51639433252814,10.211393802031719
86.66596036305029,-56.574768869348986,10.183435551507923
84.47781957978845,-53.300279853724646,10.241870150789842
83.63342833653516,-57.31829192944228,10.225375850045314
83.04653279395198,65.4367921818113,9.685741255297833
82.5318699545152,37.31974517221699,9.922392375083735
82.21453000423814,59.05616974019791,10.153690601755358
85.61844363478863,61.84075589406989,8.763621986883152
82.04417966814005,61.43370035325658,9.8881394993906
82.502745566902,60.09362720686922,8.727005275769983
82.47068636817919,46.75930037717784,9.161774355568443
82.47068636817919,46.75930037717784,9.161774355568443
84.7123404799433,51.33267633767131,9.52045023013244
82.36274886645606,40.49925017862836,9.568867886617118
83.2752553342287,41.275992672385854,8.756510673194237
80.97118309255336,64.72092114063723,10.067649020898195
81.07124216917828,70.01502904462626,10.150563737944998
84.29509486151858,69.52862230069331,10.073283324145796
83.92259039418911,-13.437231334622261,9.132980176708601
85.07517499338805,31.86650511406176,8.748481351965859
85.07141850504891,-0.9050411475274398,10.11714502984971
83.7059887514319,-4.236129317817763,9.591827919054856
83.03378512918628,35.8673499844682,9.841932856738497
83.20545448813252,30.093653625138913,8.865352855711
83.57578284990228,29.45964318871959,9.787578071330323
85.15873680980185,0.5115462491202081,10.104708803445222
84.01200605377967,9.745886829396252,9.793955242220612
84.4748345488951,13.400046246223937,8.474385944311704
83.3426284301012,12.795507633775024,9.913915532186756
85.35909188230376,34.992763296149,9.708400400535862
84.11500625558358,75.6653212096912,9.467366211270846
83.21481064262454,66.77253200040606,9.325914834691252
83.21481064262454,66.77253200040606,9.325914834691252
84.8905556387691,65.2732555090875,9.802162332431779
82.18591509160652,66.96991214399732,9.484974765920406
84.40355115686368,43.98189629241673,9.935830531130486
82.83970341779255,50.698543430659186,8.763596995932625
84.89205849786872,27.202942117615308,9.92860713430403
81.73048078495954,32.049739686678414,10.045819187823586
80.62599319684763,29.51259899103767,10.012418664895776
80.644260713661,33.00961092055013,9.898261747044769
81.49905770274215,36.23828418027402,9.82203815113383
85.51415903149996,31.84361116226984,9.227778124132108
83.20673610832287,54.0590852847953,9.518956093354953
86.51242017151034,58.02314616098475,10.08405000496977
83.62429809668934,53.679527145459645,9.943757101629076
84.5344816190079,5.4315427345277545,10.031621326439495
81.53849663800295,2.021908962883631,9.458570850801975
87.85021628869569,-7.381177036875597,9.60007624197182
86.75475181337735,-7.18218839233261,9.446539737514001
85.40519955160156,26.573961632102517,9.130370262509391
85.93944371904479,26.1990689344652,9.242339291748609
84.1028418996048,23.123567374288903,9.294487846912848
83.02798055367694,12.467862181522118,9.906866376888363
85.75163192635863,30.613645695731222,9.002794527673458
84.5778881184781,35.62524740348622,9.815501703448659
80.86810385710442,32.43378744443349,9.64346761080688
83.68699487893467,37.607963170193294,8.722769099997686
84.40033601334208,22.898111992697395,9.691558736336624
84.50898682902374,40.02270756261132,9.428495599086261
81.1568441577359,36.915368162996295,9.790319976885838
86.86123061437569,52.95445725908799,10.104963774273097
82.38976791749923,46.06689842123044,9.908693655273423
82.41214850316435,20.811925535175767,9.644092712257233
84.72286252933579,8.640388329134748,9.25194861339284
