Intercept__0,best_chosen__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,best_chosen|setsize_offset__0,best_chosen|setsize_offset__1,best_chosen|setsize_offset__2,best_chosen|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,best_chosen|setsize_sd,best_chosen|setsize__0,best_chosen|setsize__1,best_chosen|setsize__2,best_chosen|setsize__3,RT_sd
8.880754698951757,-0.0366173548034925,-0.7268277514440027,-1.086088395128398,-0.966271755826447,-0.3730889196257281,-1.5644090557372101,0.2920880044981523,0.42603804749203994,0.8340815617211146,0.7207545001607051,-0.5238643726949513,-0.7828030983611108,-0.6964447163900976,-0.2689055177803391,0.012880695218825976,-0.020150676244522343,0.0037622965630157703,0.005487666241368673,0.010743550384172063,1.944680488880234
9.079872779746497,-0.04411301669090889,-1.4250096636160685,-0.4966621389701327,-0.3058976224637686,0.8514048938443896,-0.43016502755514785,0.21494886288834036,1.5309850900889868,-0.954946220598822,1.2158477938439842,-1.732594855713955,-0.6038655659526702,-0.37192494941469306,1.0351787618486725,0.004628190345688127,-0.0019908856275834027,0.000994824252036458,0.0070856904133423165,-0.004419672878826833,1.8892343335635815
7.304232111576842,-0.03418359243415606,-0.29873226531733027,1.624835090036296,0.8101395930806822,1.7149216624788726,-0.5465219690256743,-0.819413757255692,0.8637817333089512,0.6659448358904952,0.5797609870235396,-0.17319331299615331,0.9420159955499249,0.46968733011130503,0.9942446757068006,0.008775069959161165,-0.004795768512418803,-0.007190413045417802,0.007579745139231539,0.005843712523881197,1.9671680280051353
7.253721630043479,-0.03322231108399564,0.05103949556461847,1.2235336875068354,1.080579370009155,2.423851348672131,-0.8555822624553295,-0.6450509551489789,0.48376562800784056,1.2195196765656124,0.4405821669336328,0.02248709155505914,0.5390671233580598,0.4760840003824133,1.0679056795229758,0.00664243601830485,-0.005683150436756034,-0.004284709698123524,0.0032133822318971455,0.008100581424650906,2.1429000390145925
7.479339410291186,-0.025935287237871304,-0.36518970094157877,0.810752233630428,1.003166741732697,1.5003925854591043,-0.9224531370124214,-0.4315543868337805,0.3354409958638511,1.0948079284414192,0.5403565679709529,-0.19733265345913018,0.43809529443932227,0.5420677376652835,0.8107469880877463,0.00890901558236997,-0.008218149371649722,-0.003844724756942268,0.00298844905911675,0.00975366089418679,2.025981775257028
9.797303574898612,-0.04952637783193356,-0.5923175508370637,-0.8229324461859001,-0.5147342907871949,-0.44015420892459145,-0.5883803699074468,0.0566838697243674,0.23783998613164786,0.9688377804465235,1.257488757705983,-0.7448326611695497,-1.0348282994302533,-0.6472725838706599,-0.5534889693796442,0.01599212795997114,-0.009409454164695042,0.0009064956978984174,0.0038035674922150737,0.015493777757355227,2.219390893320855
9.904896377326835,-0.05092487653982274,-0.4837541941194133,-0.6427919172960023,0.19159651489681867,-0.3320149764205483,-0.686244268567862,-0.05232642878270414,0.07476415359060769,0.875506940402883,0.6793645749415083,-0.3286454624641071,-0.4366900576696357,0.13016388490315156,-0.22555921333016066,0.015337105688248328,-0.01052500087497997,-0.0008025359685289327,0.0011466657253115808,0.013427742475753948,1.9559355868994899
9.979884233513715,-0.05757219812031583,0.6570417431208895,-0.7069712361708884,0.4935798125771179,-0.6479985368052175,-0.9669885316938733,0.4168638423032545,-0.1321942024208441,1.0255796508236714,1.2632955750870847,0.8300379267321246,-0.8931136343685296,0.6235371931809857,-0.8186136842089367,0.024651215473161337,-0.02383744265486157,0.010276200399587475,-0.003258747768178934,0.02528178495734389,2.064486710162229
9.297977611870492,-0.06414212902561613,-0.99156329145552,0.15198262631277232,1.5938208059188606,0.14830985913381028,0.3589174510678267,0.30510259994293654,0.5654101506163596,1.1366151549829928,0.25720147679029826,-0.2550315428934087,0.03909015593411308,0.4099330650214343,0.03814551479177711,0.025198262845775737,0.009044096271942949,0.007688055508291676,0.014247353590900676,0.028640727429753578,2.0442675021619805
9.080394399983325,-0.06584416442356218,-1.198239829863478,-0.05009506719505481,1.4500319818350433,0.10929628091009436,0.19132183001643177,0.5669771952524244,0.7293801970181212,1.129806784284588,0.2453480403881855,-0.2939857941720771,-0.012290726569421175,0.3557625052434249,0.026815628343008296,0.03031142718510454,0.00579923771946402,0.01718588796950866,0.022108554732171985,0.034246056075079405,2.0404349253086003
8.940819711842737,-0.06036804428618058,-1.4159562690461365,-0.30683616363549215,1.2878095050907346,0.5111615986724555,0.35601929311099306,0.48322309280366876,0.5194584207694226,0.8958522123739378,0.28805388398417847,-0.407871702850486,-0.08838534868200845,0.37095852977312876,0.1472420838411627,0.0318634101917301,0.011343988772565362,0.015397135620119759,0.016551716738524444,0.028544906514039684,2.0901964870978094
9.07739477498802,-0.059572072643853245,0.6815020816125178,-0.5015147390416325,0.48843656240798994,0.48974514192147783,-0.140274314564775,0.5004825677104322,0.28282751928200667,0.4903433945285088,1.261019993937135,0.859387750823162,-0.6324201131856632,0.6159282709663985,0.6175784158965633,0.03771811264145938,-0.0052908823974576885,0.018877257863988903,0.010667720230383251,0.01849482738782185,2.1052381996783134
9.8876540169464,-0.06664053257359842,-1.0419761804354688,-0.6860616809372504,0.8272132279345193,0.36740222720483673,0.5183371127879287,0.9877540559083067,0.6541214636454948,1.916088227753996,0.7321711894027302,-0.762904939358751,-0.502314596935463,0.6056616929864888,0.2690013256817774,0.01496924060109302,0.007759112953798395,0.01478592811759693,0.009791701571648534,0.028682385694171485,2.134754287743256
