Intercept__0,predicted__0,setsize__0,gaze_influence_sd
17.803234264068838,-1.1624996795483384,0.3049188322877057,13.711838542553936
19.630558540765676,-4.313881643302958,0.2753741682762519,14.031289492750874
20.034400366608182,-3.738772742684871,0.2761656203117255,13.588043760267949
20.012419211661236,-3.7412934696214832,0.28125351529164627,13.622866085513788
18.3499983429852,-1.1696899523134072,0.24067026087625712,13.982264816576325
18.585247687811023,-0.5275839043450062,0.23711040857248075,14.183073318744723
17.748779244144238,-3.935841436370107,0.33624224839364647,14.448164027159427
20.374531480216493,-2.5484026714176102,0.20971573159736367,14.356281829245392
21.103052375005433,-3.3319258610250917,0.1967165605156252,14.203530583042115
19.964262493298076,-2.872924782722821,0.19840844770372223,14.1771305415196
19.19238180855464,-3.0946578962249016,0.262487634705486,14.472731735897682
21.370726002637735,-5.080269694931046,0.2553981179747931,14.456646701387022
22.332306176290896,-5.961218829922263,0.2585364072216973,14.448242460695614
22.840304592855848,-3.0307418461706144,0.09645542202762802,14.477573734648459
23.03005484698097,-3.4260786991857457,0.0769567301419512,14.479295644202852
18.219070009675022,-3.6636169645730776,0.2818276851856393,14.448976340226885
18.349668170992395,-2.5116849765047053,0.32711291867600367,13.770214212375569
18.349668170992395,-2.5116849765047053,0.32711291867600367,13.770214212375569
20.06677044756183,-2.132489743408277,0.267406977943332,14.250154304530197
20.701848118504756,-2.089881460312658,0.20832458213027583,14.353854939563723
19.417723658242238,-1.2705482397059509,0.16200001444496065,14.301382037482682
19.807589679117985,0.3316935978482073,0.2149718271495713,14.37516962360699
19.095349009176818,-2.0383037945270917,0.1958198815256195,14.340077424924274
19.477862173911817,-3.382102248495479,0.3044778051689454,13.425759436903672
18.870086778649643,-3.8007457514372196,0.3668605374941947,14.181038325952168
21.001251093202104,-0.019585941157265335,0.18113235837273772,13.7640109430565
22.493168919815584,-4.911034336878881,0.22280827486556604,13.937456324626929
22.170083650699564,-5.064636173624395,0.2236190678764265,14.001500943705343
21.918297024090613,-3.1276114366308363,0.1433785435112504,13.720449115039232
21.340668006845302,-3.920885257990051,0.15862758072148672,14.016781259885219
19.050010965251758,-2.06758864303409,0.24864678776428056,13.469184728224672
20.855494772598735,-4.15372183343698,0.28434706258139664,13.291501774445505
22.136353527091096,-4.308080045688044,0.24088551390904178,14.465807332137379
22.39302726156826,-6.013873592140489,0.22618108490206063,14.47216002069594
17.443659385659622,0.44381088225893595,0.2749372818312007,14.435534350214171
18.084060281167044,-1.941907376280107,0.2889114307649986,14.370536894393561
17.97874461986394,0.053639801893589634,0.3115114783922157,13.491591051742326
17.6060702287964,-0.9389048434798809,0.2963761356086142,13.962390247630639
19.585030745021477,-4.380793802169557,0.30150982712598906,14.066365931749685
20.78605489729001,-4.797600182555492,0.24992790322129727,13.771313004851647
20.877424357397604,-3.7539145187879006,0.225443864671907,14.042576023288813
20.380921719036525,-1.594039904820266,0.2598643564641612,13.601594107763553
21.781708342592182,-2.431193622695153,0.13306571071647735,14.244339940729056
20.774197288816545,-4.99906125751523,0.21627758141152778,13.505323686716977
21.688473246977033,-2.3800464514844295,0.12903922073448754,14.176627961063254
20.99047020401821,-3.4856249567975053,0.24677969219520535,14.110047061625322
19.323535359182355,-2.0076998387692266,0.20592140646610343,13.980923984916386
20.73124392402521,-5.048331974701245,0.22640542080718737,14.177088193104783
18.249628253489572,-2.164171323297663,0.25164639050319854,14.093373937385564
19.19493307408537,-1.3608498582094375,0.27681221732739847,14.307285124683117
19.027195245392928,-4.253450497713508,0.3043374329537856,13.796431882765559
19.61359581892982,-4.3418585882454535,0.3010831682091712,14.074313577928738
19.61359581892982,-4.3418585882454535,0.3010831682091712,14.074313577928738
18.140203001248956,-3.999729693350415,0.3393413035876449,13.642498260371928
16.909077249324604,-1.3268460439822989,0.3286460152473026,14.019191877753135
16.473319546313597,-2.5010553033970657,0.3792174655397671,13.836359361607549
17.28485833578836,-1.566066577883725,0.25703300843470495,14.229368485389317
19.28626369858519,-3.587270918589162,0.2631986230433897,14.133367448516708
18.21057594515513,-2.1132664998442228,0.28188453146736403,13.847478157324192
18.21057594515513,-2.1132664998442228,0.28188453146736403,13.847478157324192
18.206428116824764,-2.3928432754595765,0.31562606091605927,13.810156994906281
18.485923652558473,-3.085388557171461,0.2801383833862189,13.937476467240733
18.961960494924362,-2.6490277996739624,0.303363044548377,13.561939251998528
16.875552569976243,-0.7683606985251895,0.3214218080336763,14.249954701466919
16.823598755203758,-2.555876608011376,0.3949856553401665,13.94964305691449
17.191318502435823,-1.9599976203594482,0.36443246500180804,14.054669845386943
20.166831705603215,-2.8361194467883863,0.23053873733235317,14.126369886645136
17.38734662663194,-1.6208903740918656,0.319388171243559,13.997293811648321
20.902285736871566,-3.5255591250994307,0.21457591473868423,13.922790400344178
18.289809922795648,-3.4843557001901244,0.2698160779040553,13.908527964847938
20.210024911570564,-1.328037534030396,0.24637432777938215,13.948227470481303
17.567337642592772,-2.922460955352976,0.35075061033569815,13.713928422756114
17.62761551967395,-2.670151970349523,0.36459294400509523,13.410698650318498
18.085452636976118,-2.18077364539737,0.3633067509395069,13.04827176861225
17.86220266888439,-2.8891373142631083,0.27201200525457425,14.315188968006716
17.874085792289428,-1.8755851642537915,0.3288427267221179,14.367317993028967
18.589386666381667,-2.4806971178693207,0.3131556194219025,14.046678896133688
20.242771743621184,-2.935952923168348,0.23302249620528923,13.541365341236386
20.242771743621184,-2.935952923168348,0.23302249620528923,13.541365341236386
17.994055808066648,-2.7933391033919412,0.32579427785844883,14.035096747321555
17.512247369490435,-0.20628007303468932,0.27142335216646357,13.528194431608467
19.44820432591114,-3.3970620658672503,0.30820738297236655,14.207599025843248
18.911803849264462,-4.432190188004624,0.29479423374809227,13.870383505781424
19.78780867054285,-2.8503650377292713,0.16633220241206348,13.866543864716501
18.673807911726417,0.12490192171632541,0.30269370704697174,13.625462639635362
18.504399819262062,-1.1318574901644045,0.2756800581260598,13.900565333075312
20.86999275538219,-3.591515810284605,0.27518822028982376,14.089673247117775
15.679222534777102,0.37290507982192733,0.3394448711911683,14.008922446171885
16.764746621189417,-2.2960466888049433,0.36145668596269404,13.745867999763227
17.559097661474976,-0.4614923118426437,0.2812688940462272,13.937593802126985
19.38096917938038,-3.4570536941600025,0.2773052441846993,14.24011479126771
15.872529489967942,-1.1996025154690435,0.3851937581529403,13.524172804123285
