Intercept__0,beta_rating__0,p_choose_last_seen_sd
24.53536830955499,42.44763061126033,20.789556111995285
17.69131897597692,48.7975910978397,18.54722750121659
19.24693879830826,47.324222840500866,21.010842165233786
18.202031428328517,48.108755255486855,21.89905278680356
25.739023129767247,41.73759020751834,18.40411703920342
25.821884712292842,29.76106595120534,19.909307131405114
31.030509945599665,28.362974187593228,19.895726887194318
32.6507626107936,22.523527496083183,19.98529233808907
34.85611448107572,19.105962987507024,20.004429029026912
40.377587541215895,17.55815598911463,22.310563186192308
36.61721852734127,23.072576539352617,22.72246512617584
29.793535566514358,25.964302673037686,22.555750305857647
30.828258825598486,31.013575809267905,21.762662903751394
26.14981982812566,32.30140008989597,21.7592318764955
27.320752469752165,40.47153470283537,20.306908097691935
21.418708765170237,42.18152760359435,19.12614704743347
22.48409450735747,46.60719350830817,21.0908499747229
21.872402215878775,41.15000301232394,20.85685037725301
22.341031349120666,45.93955134958716,15.456734164189404
31.460136832155776,31.750864356142888,22.758179960371876
37.750392619004955,11.370485648883914,22.856035824316898
35.11905513427895,16.266967870601825,22.92645884673994
35.59865540711198,23.783889902599213,21.823422891470457
36.66092072061487,20.449367053329706,21.595587508117106
39.05288608424911,18.13752212691595,17.92551916848657
39.05288608424911,18.13752212691595,17.92551916848657
39.05288608424911,18.13752212691595,17.92551916848657
16.51389914907962,54.5982713702591,22.82486928627129
7.436811685690799,68.80322774077761,19.879662880564243
8.010014801611991,67.72436315174889,20.765190525117756
12.874747923415471,64.00256758020852,20.95357352581145
24.27253869187453,40.65085161461344,19.764384705390043
14.08277751817115,57.76710036688379,20.696623339445836
16.056307221222873,57.952883763657745,21.142808898007917
12.128090654564446,52.06194372060506,21.29525990187519
22.14794733594914,54.92549599606663,20.905115653955676
35.98252527222326,20.782042935787054,21.1208941720929
34.1141543618018,16.316958331738533,22.57440198981468
41.22798998130739,13.713081468341917,18.550430916652513
31.140241294896672,13.390216648825769,21.329777535579233
33.6031705014207,14.61088290416066,20.040632808605103
34.58819358406793,16.604640622310725,20.9508705742622
19.6496030642217,44.78039526926655,19.38851434492473
26.57103233851475,43.136007993154564,21.801083782461145
13.34592078188333,52.533841812109195,20.96547448556153
23.898255264450395,48.458643326997795,17.8747430024024
17.48481555889452,47.84192455000588,21.774109747274434
17.35309712726533,51.32305528304176,21.823325743390033
14.986806762296881,60.75073739636577,22.770951359373267
12.58374106902233,64.10677156361265,21.483922705536337
13.165660286491871,57.745074509673664,18.639523690249625
21.361831936040808,49.70984996756627,19.903507640387968
15.46560036161766,52.44698323381934,18.62332611302411
26.269900575368762,19.291938531678696,22.00498741443571
33.9208271662826,30.873831408887263,21.95805095503358
31.1475963216052,18.374320053585343,19.283725231456682
39.19817429141287,21.857670203796726,21.000806038928722
28.618997733250474,22.826300505483907,19.912908866397228
16.54020543967928,50.52844372615925,19.36521260101929
14.575754360420278,50.065857499176325,18.92659347203149
24.63778349716943,45.65563078968643,19.899784197058057
34.13641424588538,29.981566939862134,20.59045311001539
34.09471221071659,30.532263035435122,20.502918262566407
24.302407954423533,30.048344498086763,21.26953710773069
32.3688242103907,27.219638678874674,19.816893368174625
23.455392100403788,37.21659585103688,20.342995570602827
26.44600266102345,37.676496729001094,18.373765423690934
26.44600266102345,37.676496729001094,18.373765423690934
27.212422773790948,33.25395770717733,20.736163924270873
29.199090021952742,34.774601498262975,20.036469746212838
27.657182800105332,30.9042260721786,20.44166060426193
27.657182800105332,30.9042260721786,20.44166060426193
27.992434864393672,39.20089462045065,19.443033836014212
21.015269951682864,39.22045133660189,22.24343395129235
27.78380862117196,42.629925700367174,22.631249827257374
25.876234585794048,44.19846823349731,21.765820466806904
20.467303967610825,40.58220004258721,21.67789686390346
24.6324183123592,47.356253356942915,19.34287919560345
20.625063850477343,41.494224199732656,19.37761888276311
23.720872541846525,43.611032521647864,19.74399833318775
21.79789455454249,39.20814124949183,20.234122898522507
24.750019476836375,46.812589640529296,21.81313030074183
23.866682188377194,48.886330453251745,21.646688814701253
25.26518644853754,49.43252801124026,22.081392291712
27.44633204547526,34.64775654463562,20.151392640901815
24.99983152573791,34.746431865678126,21.22573694347128
21.994822126639995,48.82476639467663,21.559214310200538
27.591330836233407,34.517595731534456,21.257252371128338
19.511496021318045,45.858291435027056,21.772328153175714
34.20944589601319,17.40815695253453,21.302022703690348
34.252113421673414,17.33502316438098,17.77079820154575
35.12835102943136,11.529585361379855,22.337204842015293
37.52839358827774,11.720925485264702,22.051879746572084
40.29978689117635,17.166740586783966,22.033644937855808
35.39030754013687,14.735460084581447,21.165655223541336
27.08796521599378,32.97427260781249,19.81601427931487
26.372238140729756,32.75080113381261,19.40900188366368
23.274423972799816,46.870482096850765,21.04885153599993
23.96677468451319,47.75055346179088,21.1079839523696
29.556384901131008,27.104197617498645,19.790785109679447
25.425685360876912,26.116291628181965,18.651777875925845
27.60219030748411,28.061288853530122,18.02413247171169
28.478029880174887,28.452392841250198,17.658612840879783
28.950454423875115,29.1955756855755,17.906707965664072
14.69198965851717,58.48707290884428,19.140588924009194
17.50610168140582,65.59254133130939,18.753854306514633
4.035923913963408,62.32629007984287,20.271061964245245
10.846573892045058,66.45310641385386,18.56528872530498
10.846573892045058,66.45310641385386,18.56528872530498
11.303950072044143,66.39521307759892,17.648071715760686
11.303950072044143,66.39521307759892,17.648071715760686
8.210362585467607,60.84830396851248,21.094671653250693
13.189830103595902,63.87224880995208,17.558004361503766
9.324664302585818,68.45237434994853,21.097336181576285
23.605500974763924,41.18700401119914,19.85806686461498
19.022856426348657,48.603962243090805,20.419029168653896
26.75700084811231,33.451659762997764,18.37136099701522
30.985792804116144,34.117897924110295,16.728359381691966
21.84262833607174,46.22521888370176,16.940535674751565
21.84262833607174,46.22521888370176,16.940535674751565
27.195621608218424,38.033378660516824,20.590764181736038
22.373604527926773,37.68874780650322,15.920942446572461
20.254794628375187,40.771705341819846,20.434983003083786
25.436081637524342,38.82262498822724,22.280275931491946
24.420260729216494,39.85575359132785,19.739389848557828
20.64017925621927,45.80108100258958,18.715261777962738
20.64017925621927,45.80108100258958,18.715261777962738
22.65666653510018,43.404483290831955,18.52325025644604
14.456421980414595,58.90990290539012,18.709154975539494
10.865253014408708,64.66441131898208,20.81978958883477
7.694298211427736,61.588677169995606,18.988970189768537
18.509013568475076,56.03603361357197,21.27932029941578
22.57972504751885,36.860893030370384,17.13792189915527
24.682078912571054,38.78697786243199,17.303738553793206
24.682078912571054,38.78697786243199,17.303738553793206
24.682078912571054,38.78697786243199,17.303738553793206
28.611474639573313,35.63551843412067,19.0569820519282
28.611474639573313,35.63551843412067,19.0569820519282
28.611474639573313,35.63551843412067,19.0569820519282
21.679044598907847,40.28475026897557,19.22665696733781
25.002481827216165,43.945037427317196,19.15559120655624
25.002481827216165,43.945037427317196,19.15559120655624
23.230570915319156,37.364994129730505,21.74379259654673
27.060641056871283,34.11685558251255,18.32581260338797
27.461668302601957,35.448178525699134,18.836479332773575
25.81212144008778,38.40524631473073,19.302101342972247
26.674641405328614,34.729810933653795,19.580558674802152
28.266609449037837,32.35618351986058,20.11914810738867
26.495184108975334,29.744936499948395,21.831879505284522
28.861766081627664,38.43022584124282,19.768091613702154
27.831088308844887,27.11442995248956,21.679963714178545
21.910451812192502,42.22816760599107,20.621483373863324
21.20816974245586,48.05207839949453,19.2868500593703
22.973456155507368,43.279617593045494,20.9955520797089
20.571454711481362,41.55990287505361,19.603988773100383
28.551459033915297,36.76378079415165,19.12369306067301
27.85861775550537,37.057400168176144,20.631618812824875
32.22455596754031,34.715472747751484,19.20537123878672
30.23211401209028,31.96105284117136,18.758139480041798
29.40121804867323,33.122769781868875,17.134842533493938
29.501887840241363,36.47864117283742,19.669452424794347
30.27120038592516,35.554455837225696,20.793455262112413
25.281775219827534,34.152776630287505,16.826242128202423
23.126366115779142,47.48409448954548,22.6040650264131
14.383020396973837,49.54956252948786,22.744431302035526
14.705669885683918,65.65002202618196,20.570918106645113
8.885912556219836,72.41518468944565,21.030464050963513
5.809756994887201,72.93074525531655,19.80537170041005
5.809756994887201,72.93074525531655,19.80537170041005
5.765322163695212,72.52544187528743,21.51470523189989
3.9979666214694576,75.73581592316583,22.8337413503558
12.549095073603661,66.55229469246635,22.459777202214276
13.170158533008106,58.94424816275902,22.591142111631857
14.771348922539012,53.011723645502826,22.766753746724337
18.958837742570626,55.508577924546024,22.731641648001503
17.120914226070063,57.94514361770769,16.925075853093723
15.819301914395279,53.81910386838084,20.045263406981103
15.858153592604348,52.65988163323087,19.988255513090785
34.1851847531529,21.010462350973828,18.82113452600693
31.40524856685694,27.28283925199987,18.586680897967444
30.25596367418822,28.686429409664715,20.233310980913455
32.34125942620635,28.54079978503891,18.30003367047625
32.34125942620635,28.54079978503891,18.30003367047625
28.09416555604554,27.43139125526812,20.287579068873722
31.018287931336687,36.99487911047644,21.205425952563566
25.50488353926613,39.61582620748433,19.012900176124152
27.310757592496824,29.283215930485632,20.3361852568679
31.901022406642962,30.68345941442648,19.42406249000021
35.08526607839638,23.3735939877451,20.233020490252155
28.088109746016205,25.08217118730101,20.25198341786962
41.49988563176909,9.227592395117986,21.671878225025612
42.567309031748316,10.156533244999492,20.743025291262455
40.18332253985447,6.542873322062605,20.384698741977708
40.73447099565049,4.548500127214076,19.60133319244479
47.24256607200224,-1.5760747317178716,20.96975270626107
47.11813488548453,-4.049750974518431,20.76242619024583
41.65319505756595,-4.058433394150788,21.577395556115498
41.32552910028971,-3.6159453009136984,21.41624284960505
41.00304130995658,8.439165931140183,19.489206153117006
39.81598053621047,7.011099805346406,20.647829465171053
27.258501056861572,30.228381833341103,19.073092877995286
30.03132832293244,33.71385825150756,20.140143716756498
22.725338615726592,31.163559635262718,18.48693782694337
25.426505626121255,31.412247185364887,19.81020615647425
31.83130827071686,32.8843307632318,20.617841297167402
23.923016930247844,33.93725368158889,20.46196885484752
26.81032961302439,34.38350778951487,18.54254147751815
31.94298837132481,37.66539727397277,20.367449119493543
19.60999999269218,50.21797752411069,20.76514303336264
18.773048263806643,55.10169320944514,19.57327633613267
12.820826623975865,56.642766510606585,19.401190146379726
22.322142417039974,51.35025195994483,20.91939141633292
19.264983515458827,43.02405083707283,21.04461549184375
26.498229177561644,42.274453287380425,18.57715486299872
25.897148449747977,30.845141943589383,20.705022469562586
