Intercept__0,beta_rating__0,gaze_influence_sd
0.3109430228731319,-0.07556641764297554,0.11655004941999883
0.2715233162207,-0.05833824819013102,0.12021490720380046
0.27838744463675186,-0.05633333898591039,0.12196218790075188
0.18570947572711854,0.09669038358025372,0.1299181627672014
0.17672524990775815,0.13898592641586005,0.129687327873397
0.1836889738487226,0.13736831734986704,0.1233096120278722
0.17875765943724628,0.12206748087660604,0.10863707865228793
0.18211602729139786,0.14299052551131108,0.12579053093728873
0.19156579721145175,0.12311633749128915,0.12093340297099268
0.2341322555609631,0.027574727006390395,0.11976986230408244
0.2479425257691398,0.0209857476951672,0.12039551639936356
0.2229942794380352,0.05376422219682345,0.12383900423159443
0.22981784735426244,0.056448044537739245,0.12167752221895674
0.15798048134808937,0.16154161737180206,0.12684421935203588
0.13655885314987687,0.20400718619736763,0.1264515758774473
0.1518662323965841,0.15779770217876046,0.12433726658487376
0.2092950506233464,0.05306542465016839,0.12853340844004513
0.18608795088418378,0.04476003106077818,0.12980337056110225
0.20576287239843,0.06938748484853169,0.1291270217775886
0.23863724130352426,0.04138960913618539,0.12601130465755683
0.16140654067507218,0.1451088547664676,0.12304027476510886
0.20507334628654839,0.11697886879301088,0.11568554889664397
0.16862747470572154,0.12702299813642215,0.11861929197042717
0.19721444928897175,0.12767519948166817,0.11485983424691902
0.17362261059557596,0.11879966496384771,0.12375073257656276
0.160018530521568,0.19310339862271791,0.13027357660630695
0.1628002229686206,0.15649917993715937,0.10631321997548106
0.15026431998380385,0.11220048050248334,0.12323372151555016
0.2530494720790438,0.0022783614132451946,0.11763808649115148
0.2530494720790438,0.0022783614132451946,0.11763808649115148
0.1908405203003899,0.10634504618550505,0.12381246461469098
0.21866166563505884,0.06123871203683634,0.12469107980354499
0.23277231571359736,0.039712650671159436,0.12588286802498053
0.2085631052985921,0.05975641868399653,0.12712979623464274
0.2085631052985921,0.05975641868399653,0.12712979623464274
0.18756953164546405,0.06884591456256202,0.12174144582758037
0.17525881054453,0.17950745433985413,0.12100601623169617
0.1706457358766233,0.17687460710840738,0.12280838958363606
0.18451299431991872,0.13962019284105132,0.12990557324782595
0.2264254205359214,0.06145920206482339,0.12757498174082613
0.21045717852118373,0.0881033124238244,0.12815514989034732
0.2093773479884846,0.06520720862699565,0.12812305746282285
0.21999259104635838,0.007423613937422892,0.1277563458636572
0.22815821683624543,-0.00026751435456790797,0.12804316983170858
0.0949590749882886,0.2255641681645891,0.12576855221715819
0.11096829352342572,0.23767420574687387,0.12660423367453125
0.18699299276895603,0.11520557432810757,0.12296178450585818
0.17356845561575618,0.08333393859805004,0.12300155167738336
0.20100096816072155,0.08450549958470421,0.1140191698286761
0.1282063692582949,0.2194312386882408,0.13182018564393572
0.20010489447379395,0.09211704737297674,0.13073394141813
0.22545047204716495,0.031132236440694475,0.12991351663418485
0.22511213506657612,0.03589215822501161,0.12623245579299225
0.2251658348717696,0.06175253970762213,0.13070148049139224
0.2209326868525694,0.04450546881215689,0.13071750695174925
0.1794323241682283,0.1136276195782294,0.12812281162162084
0.1728417969596853,0.1316807966708268,0.12447746324435352
0.14212916118037677,0.2005405423168955,0.12577737603592803
0.131914801287249,0.16470415656412102,0.12163204174425517
0.13368389361250044,0.19247812963915448,0.12727577939437873
0.18207426000238067,0.10641043358485512,0.11393919781211638
0.189869804962285,0.1090935391870404,0.11586569583272772
0.17823427861898244,0.14678026657642754,0.11760389891728618
0.24092545476097688,0.040059723782033485,0.12012090456021175
0.17177051870732934,0.1600558986893085,0.12228491151020268
0.2372944361818671,0.010224246900462905,0.12134566339468109
0.24565603127374727,-0.007470290425419024,0.12118454286161046
0.1752608170010304,0.1247683769146821,0.11636581307372384
0.19244900036259022,0.06708857563656091,0.13044955976542955
0.16639925044019538,0.14004462461364864,0.13025488843454427
0.24971314792511573,-0.019765118932822387,0.10800983239691996
0.246419437227937,-0.007178602833274504,0.12020543447249779
0.17855761321001454,0.08869587650389014,0.12248163588459157
0.23985928241608176,0.011256034049166551,0.12056429484165224
0.2308826471018829,0.05530919217496537,0.11398214029948006
0.2308826471018829,0.05530919217496537,0.11398214029948006
0.22391613410555716,0.0369350933697557,0.12985600157235688
0.23078254781537996,0.04575220504796074,0.1304760191713929
0.2122592552181299,0.08966341738042621,0.1267526571122
0.20972804601127257,0.08055679504449384,0.10995229374300015
0.21460880402028976,0.08422954484760008,0.11098168203064668
0.17566161142989892,0.14906731939492351,0.1263621775493819
0.1829547782564996,0.12446071154568678,0.12643896007250513
0.1829547782564996,0.12446071154568678,0.12643896007250513
0.19891685627977987,0.11798526253664056,0.12787846371889794
0.24854135464383798,0.043484535008433474,0.11889403561280515
0.20550968961188953,0.07125938389971505,0.12482563304500711
0.23629194424817124,0.032100080512328585,0.12163316228309266
0.2435304858678264,0.08181078379393977,0.11765721382066135
0.1638438789290799,0.15278251464573273,0.11226334986219443
0.1638438789290799,0.15278251464573273,0.11226334986219443
0.20662951735145785,0.09211675324768528,0.12320067540353401
0.16597525442710626,0.08948981256843302,0.12379878990641499
0.17574949449628258,0.11442107062904983,0.1292408835779765
0.15645320946858862,0.19252507208216682,0.12778083843239396
0.16492315696726967,0.17819700609433084,0.11226647655875395
0.16492315696726967,0.17819700609433084,0.11226647655875395
0.17592694272481643,0.16828606530906548,0.11570721603483924
0.16940723409455577,0.1283065339797509,0.12483968657229494
0.16940723409455577,0.1283065339797509,0.12483968657229494
0.2688758596828673,-0.06775980961057089,0.13163762144671481
0.2688758596828673,-0.06775980961057089,0.13163762144671481
0.2687919830768044,0.018144321465634834,0.12941797687263384
0.159577732335972,0.19016640536480717,0.11464958004690003
0.1804967271314111,0.10651624156693086,0.12034605880410623
0.20127780769841838,0.09701889505187071,0.12734099629499449
0.19460770612325243,0.07312342238799421,0.12731511509739582
0.25805234538449257,-0.016638015812054097,0.1130508781832017
0.25805234538449257,-0.016638015812054097,0.1130508781832017
0.25805234538449257,-0.016638015812054097,0.1130508781832017
0.16709854810065067,0.16162644738395882,0.12367995664496338
0.21630545367293783,0.05002641904277182,0.1144907910907235
0.2110236886016271,0.11055773355083627,0.1206951037253621
0.17699293892446233,0.11338851844641892,0.11062382549183249
0.23922059375353183,-0.005040780238871355,0.12787910992061943
0.22656438068163476,0.05087193345822626,0.12974757419005817
0.2148107817094692,0.06336753256041937,0.12147151347306574
0.1697071654263599,0.1434315564403853,0.11868407647584343
0.18094136164924285,0.1368479404289838,0.12335849161827424
0.15936566008348088,0.15482330463291816,0.11693557500129045
0.1953282099287521,0.13504817524570598,0.1213363934146888
0.2169165322404844,0.05672378465883127,0.11463100191828118
0.21084037968417435,0.07978366655024237,0.12463195438906217
0.1885279857909561,0.10135380408164898,0.12518164429793063
0.17094031971555407,0.1791244495473002,0.12354320494551024
0.17750465550295375,0.15640691662024825,0.12067542803211394
0.18171677337193032,0.15400157974332981,0.1200255296109265
0.21076513858511425,0.08731549774374535,0.12505725796347963
0.17513146732868937,0.0728064575674059,0.12623279374678348
0.1708881830548288,0.22374966457893036,0.12196132857881795
0.1692935457863578,0.16503681405008586,0.1267424469446214
0.1641578080069295,0.13427352396131526,0.1258501540385052
0.16980639935803898,0.17265678886433608,0.11529394667900077
0.1517280759584364,0.16812980734307045,0.12839145445709813
0.17818893083843312,0.16982795301648648,0.12048428139103814
0.22989981294230633,0.10832064799368597,0.12231577251315111
0.22753312297275152,0.0677280578575095,0.12432983333497583
0.19040149510644488,0.09217296401283234,0.1259712221016178
0.18652274898545215,0.13584314836686973,0.12485517061909429
0.21711754301982647,0.03303638331178652,0.12281586239470782
0.2122794873295834,0.030871645554459377,0.12274624648100922
0.21740617246013472,0.10545050831671383,0.12368033030431674
0.2048767467018735,0.034221780359994375,0.12179108288325345
0.21301398282685655,0.05852603952231287,0.1225303229857839
0.19606081217815982,0.11569614223124268,0.12057868562638749
0.17723487639725274,0.1463897334990436,0.1259775783728238
0.17737128445324074,0.1136530868245985,0.11620348322811702
0.18913047784810239,0.16295639295798284,0.12398896281844599
0.1631862525706857,0.16074208525624192,0.12931958365228227
0.19370396068078738,0.1074890055384845,0.12564659898071126
0.17404119606565022,0.14771240484833315,0.1303829391317632
0.19550016214514163,0.038529748311993,0.13011924894934115
0.214024881479477,0.06124845963112786,0.1309336088101505
0.15862180760401645,0.186071780158491,0.1311882807854667
0.14231226341390166,0.19059462138391148,0.11045803949061136
0.1548466669452513,0.17472993387923927,0.130928462613419
0.08935311357053491,0.21783410004462533,0.1306413197794718
0.15380407382917533,0.1000201491898679,0.11974207751174822
0.17795157529891473,0.14390136989155108,0.10321437546478504
0.19722596213509677,0.1126658881922648,0.11858097410580304
0.17017965552899794,0.1489285020594378,0.1228253362293569
0.21286126474301115,0.07574722023039115,0.11529045011059723
0.20815077181775296,0.0777617107177714,0.11645539404203362
0.170591979518984,0.15330959168817387,0.12118433688047238
