Intercept__0,beta_row__0,p_choose_last_seen_sd
40.496543051505164,-43.29655876391507,22.891784465115403
33.19737218690975,-52.00206020235667,20.007093666100115
37.76972438953772,-35.19195935872231,22.91341377104684
41.92240161893678,-32.72638575738906,22.593588147449033
40.235075609878876,-37.1678772547635,18.708853070066027
37.58291340939922,-34.01930052020229,19.956399971733276
37.58291340939922,-34.01930052020229,19.956399971733276
36.39310080653937,-37.779869541961986,21.66930317180372
38.15221514012482,-49.87579875233984,20.9089780876886
39.53712748715303,-49.145789202870326,21.132976439903175
37.77318331940528,-48.162869965786484,21.13504692214908
43.297713800377934,-21.21471660184128,21.252334216820493
45.27996214689655,-9.843179675250129,21.068508967397847
37.50014886418245,-18.009885688882516,20.886645537578904
45.57158228217974,-12.899161379690497,22.46170016500178
43.947684889795205,-12.517045762979443,21.835022241999614
42.09634245853747,-9.24154564277931,20.192211378366274
39.9199790500767,-12.397760442904342,21.57006600019442
38.0810733786383,-11.711309964794873,21.847327281337947
41.51899283219346,-23.662710444226782,20.7592257825151
41.51899283219346,-23.662710444226782,20.7592257825151
38.38754610298164,-19.146511266948394,18.741028305157233
37.74814162824852,-19.437631902337223,20.56099852088999
37.58496017028965,-20.177799554697618,19.487559449619162
37.58496017028965,-20.177799554697618,19.487559449619162
39.597276895355954,-22.27140416591556,22.386189920795303
45.439799850554195,-25.930236927544414,20.15584386534889
50.806237518745775,7.283044805653365,20.57643436161515
54.251430027185265,8.07458059371949,22.352268070990938
53.061238905228194,9.933978960982298,22.066988177401885
38.506116115665186,-2.303797536024459,21.591604313514015
38.74972217256384,-5.977472894457259,19.941051557524165
43.783747298462224,-3.7984616725686715,22.171532788249415
44.078911139383656,-12.379319560701818,21.72103191746903
40.74640622666333,-11.155391318520245,22.200190446306625
39.18295653287462,-10.12370725926877,22.374034240496524
39.78393940609739,-15.516430307197231,21.686313394775784
40.676766884485374,-16.353844449432486,19.51140114897252
44.690472312227456,-5.217357905727598,21.89246644258077
48.18581425677081,-5.573883642252293,20.734129559512045
40.70673716705055,-7.860262665706768,21.803959467500672
43.98350433692614,-11.541816665111535,21.01714346399264
44.392914319988506,-12.040362200074426,20.114052386607895
45.61210378742808,13.340106426656732,21.73260476019533
