Intercept__0,predicted__0,setsize__0,p_choose_best_sd
87.463620386254,-59.199532329528324,-0.2290573537724949,11.739157617918043
87.42547999282014,-59.249967131594026,-0.23932277715674238,12.158977807240257
84.94503959136328,-55.39286184753168,-0.24876678118058126,12.501354507827
84.89984426776066,-55.29283828590448,-0.2525064363160162,11.895148907320774
87.86551102995233,-57.61944986508884,-0.30492231149081345,11.756620434815433
87.08460999240245,-57.983683052885034,-0.3340382693835988,12.05774235174428
87.06613216764349,-58.01855127377291,-0.3328696443987405,11.829807938430417
87.75208329953865,-57.71794075872699,-0.3101365475878775,11.760076157947076
87.21680670426224,-58.0730673090202,-0.2863206638543982,12.419491886695008
85.31742829647378,-55.22140760325096,-0.2801821595532481,12.459430535815958
85.33865828492439,-55.21730916431148,-0.27416467177060816,12.049997084284318
85.51978555238409,-58.27644981353664,-0.1879130376578796,11.461045162766133
86.25594794430695,-57.53195702859239,-0.1879023276774676,12.309236389836519
87.13102543780641,-54.99333609886585,-0.36268990293460107,11.84119447524895
84.99465578655361,-54.68848810430014,-0.26163735146905415,11.493001920829963
85.05182693488919,-55.12790603902396,-0.2519059543280252,11.997502771515324
85.40168995106998,-57.23900682029545,-0.20699532484992006,11.997272162073987
85.06705292281517,-57.858538798806656,-0.19125326406106125,11.731011234634432
85.70362636918688,-57.48546903636465,-0.2411706806926613,12.224632734756534
84.59579788399948,-55.695537027652115,-0.23671279123527103,11.257924065589325
84.60487121226973,-57.233137730013546,-0.20264079239014265,12.331958743561358
84.79413400276812,-57.40393197821315,-0.18081641016729544,11.28130114005809
84.26739174888503,-57.82551330350731,-0.17594949330969906,11.62911787029564
84.15491341170424,-56.68497058814812,-0.16037016098140347,11.398202284232227
85.26014107418956,-57.210772955680504,-0.2216555475318465,12.22121153209124
86.81809109922865,-57.71000754290282,-0.2625583574224961,11.149376367095535
86.29648597943323,-56.259261867791075,-0.27662457083064357,11.056390921108072
88.05983540576901,-57.22013285777063,-0.30995612766904845,12.184403982612277
87.84594804202948,-57.275663412874316,-0.3190793248459835,11.499507885097444
82.91172633853077,-54.88762137129759,-0.18541974443765544,11.739433699364005
83.58836540620432,-55.368459583558526,-0.1755538277526198,11.68024908671509
83.56630918068784,-54.55218620611822,-0.2136824722687848,11.975709293726478
83.39382959922918,-57.72482505103888,-0.09879496104334141,11.743210140637634
83.2790494637153,-57.50340138180404,-0.1378520343749108,12.29231708389964
83.28157582323206,-57.85039952987344,-0.11746780863145197,11.529416866994902
82.53719923748177,-56.60492993201756,-0.12394501937719435,11.951957036951244
82.57816643363043,-56.82250000548172,-0.11832433412321393,11.835106606797842
82.72928072722715,-56.69359949829922,-0.09524472895151907,12.032160490195142
82.83264839540871,-56.58131479104734,-0.09141059886743833,11.484755811344742
83.14700319596189,-56.37917629144044,-0.10837720264193054,12.113574859661394
86.17231799545596,-57.09559713438186,-0.2111053926205733,11.663434632788993
86.53741234897154,-56.49001700846543,-0.28842069210181276,11.27573317222879
86.31260798305354,-56.58346925978567,-0.2939187868525403,11.420761367535444
85.15795086309582,-55.86726226693578,-0.2656014068504188,11.956401167378756
85.3979754443835,-56.24016632297983,-0.21819620529765293,11.881997742114294
85.5190167386327,-56.786139839450364,-0.2051528634280563,11.480588391623792
84.40727889889232,-56.47837490766083,-0.21260643770877918,11.372039279896573
86.65289169143117,-56.42106174213221,-0.26287476215410005,12.12636659080383
84.49339766251272,-56.53551203488264,-0.2117624428622923,11.542602417045037
85.38405152386439,-56.948796968834294,-0.20392902880041855,11.655895874168039
85.38405152386439,-56.948796968834294,-0.20392902880041855,11.655895874168039
85.25652588740247,-56.53317885424969,-0.23982979523155604,11.408996865579997
85.83647969248774,-57.64305662217261,-0.2435520138612518,11.615299731457808
86.22628160913374,-57.15730406311163,-0.21526742449775957,11.354358635401594
85.76760128855443,-57.03687498444064,-0.2447332618553047,11.816759466755858
84.32752445544938,-57.37499036072429,-0.15400190157626756,11.854435658778431
84.32752445544938,-57.37499036072429,-0.15400190157626756,11.854435658778431
84.58659187656417,-56.82177153782232,-0.2269448947916112,11.457146093350959
83.71553215005056,-55.60223995262493,-0.18404646404348465,11.683171383761366
85.98251967428929,-55.844571903900274,-0.2491232781404318,12.152287483819894
87.22844757969638,-58.38510058116641,-0.23889256017370866,12.036821970493452
86.18066905584882,-59.015932232841166,-0.23349672782723305,11.510803615225237
85.4994297618388,-58.759707993202795,-0.20889135899883196,11.992954815797273
85.74297371627806,-58.801332702529415,-0.20076261398795267,12.152700593140926
86.17345248891174,-58.15499597269831,-0.19542878012077328,11.768331673929554
84.11727570758873,-54.23925219150834,-0.20504805444413268,12.093377125359355
81.36210231207528,-55.75973427318056,-0.0861928327497845,12.624152775162594
82.2723626293329,-55.621898891689845,-0.06291152746596054,11.43004520959437
80.95906013297785,-55.07339167345636,-0.12428119464808926,11.973384026337577
81.15458302648071,-55.177226912165835,-0.10467377011576584,12.819414978073002
83.58613158632258,-56.31704354973989,-0.11074774894639883,11.015461029024511
83.53789057449136,-56.35126147033382,-0.11852419469781603,11.681838034733966
83.97383161442619,-56.010065483714435,-0.18606129808216604,11.72695828965353
84.59879558356472,-55.348150596118224,-0.22793124800995324,11.719772063574792
85.38370317220277,-55.75068118421608,-0.24480449023358217,12.273183836987604
85.6688988563081,-57.19727430053841,-0.22318751684809746,12.284001599466265
85.646294803569,-57.26621034680329,-0.2125678638551857,11.168111973314339
87.22797120264818,-57.723084149390424,-0.28973980488435097,11.753297707274685
87.25240482863457,-56.537536282242975,-0.32077574853487684,11.752452393403154
85.07836833202177,-55.677294077684,-0.23603078383776135,10.773616360290053
84.78790996044866,-55.858166277673206,-0.23247144612166482,12.622180409276242
84.51642053456933,-55.61929733327297,-0.1963887040568213,12.56394175687841
84.29272300636252,-56.254247066699996,-0.20673322537452998,10.859531486034689
84.06601667832345,-56.38742738896454,-0.19841152386194824,12.528893257499677
85.66522532795533,-56.21963732025073,-0.2624841780119497,12.517900429772697
84.35862434015539,-56.711458716707305,-0.21002840315806237,11.78445429694515
85.96104228406256,-56.31101005173982,-0.2285652119108844,12.47588607245633
86.58329514271047,-55.45895609820926,-0.3344650908732209,10.88381744109292
86.0640103963944,-55.63124571407898,-0.2737852064736701,11.314033403132425
85.97549260459634,-55.61104497158152,-0.27817413435607846,11.646139939270489
85.54456662862877,-57.74259451218686,-0.2153299366749642,11.633238744704059
85.72926097806472,-57.316642038682424,-0.23321582171310787,11.878271798216426
85.64814558469203,-57.29605287138417,-0.2308287949836612,12.772136934269819
83.732731379681,-54.69139975649923,-0.20920849725669935,11.970899886654253
85.66857965402804,-56.41503344958868,-0.2501848945143913,11.3032288716397
82.24048090619337,-54.55817224679451,-0.15560555206898452,12.395507088740414
82.37764527641664,-54.54734768790378,-0.14423288820316943,11.916852462982112
82.13623669841269,-55.66915758886607,-0.11017833008929843,11.496361654939793
80.92185921312546,-55.247943125190936,-0.12335459986895941,11.997148996546285
83.91711489361178,-55.51452627407906,-0.1411663846073661,11.421194502394872
87.00369820845762,-57.5517207995547,-0.28731184842297913,12.594524174763182
86.21270132766766,-58.18449811425097,-0.24177524666428618,11.676102548430615
87.82354604038429,-58.25802327630901,-0.2913968883318437,11.296690502815558
87.94522847475884,-58.2343797727274,-0.3171865847745098,11.895216698984648
84.6289780422097,-56.149292722757544,-0.2582585228078,11.80732184281376
85.50159456829888,-55.992689995370476,-0.25963204599179035,11.818844660582403
85.1624109862467,-57.431712309862014,-0.21823436046394792,11.774142758711703
86.05532502644,-56.43617652111628,-0.27196452508387875,11.41919204619009
85.77639852584828,-55.15993077478088,-0.224114286557878,12.058285576381087
83.71780154187861,-55.38521756620641,-0.22466690762205557,11.743360508475782
85.31354207557284,-54.52955685348107,-0.22964140398901656,11.538392173094357
85.82721639110054,-55.33759515910562,-0.31353931531934476,11.887278034559099
85.92592267217832,-55.93821931021068,-0.27512494908821283,11.611380093309094
86.27730500899123,-58.061936886066455,-0.219201736730984,11.54546468764285
