Intercept__0,column__0,size_sd
0.020948902857651292,0.018453820062010982,0.02865160009204075
0.021784237413363734,0.02168616699522637,0.03265893990865163
0.02131501320319316,0.029734575694332514,0.03281439400621795
0.028367471854273685,0.039592179893696525,0.03169228100201706
0.022047140291043946,0.052312260529339565,0.03353713319061989
0.016403463645495314,0.08589657639761364,0.03397867498473917
0.02023734154597659,0.045105846727523866,0.03406994908236688
0.020358774983280366,0.007685912931469453,0.033576839916988885
0.020562766924256248,-0.009194692958060979,0.03412717881302713
0.02900509996949684,0.02537864375619891,0.03398186013714718
0.021237674016671832,0.028209770938735865,0.03414763569919485
0.021237674016671832,0.028209770938735865,0.03414763569919485
0.02271745045606334,0.07592650170996193,0.034065367354581114
0.022976527063424845,0.08952965629399592,0.03414364858562147
0.016984617639071487,0.06154718954148884,0.033979976830044126
0.01601043186806924,-0.03018509595969062,0.03427283625837841
0.022269684236501296,0.09376729754392214,0.03373025918025804
0.03327203568001045,0.08787754257543874,0.033791507276720395
0.016781530195663107,0.07244878772195326,0.031013714584287966
0.016781530195663107,0.07244878772195326,0.031013714584287966
0.01590465870243022,0.003906782397444804,0.032289089863782046
0.02216564406166748,0.05347897203279486,0.030605315200220976
0.011392528875687376,0.014970708297667262,0.03386687313191356
0.020220948775466326,-0.0192352301289958,0.034357319102486086
0.012124363307053338,0.035047722737986634,0.03404620725970194
0.01914451198481864,-0.0023371414691727536,0.03395517179205079
0.017503344539412023,0.05517478779285433,0.03209912004122797
0.02175266127058216,-0.003347039340255896,0.033594664140993026
0.012753778931395813,0.018162834374639066,0.029684515773887497
0.012753778931395813,0.018162834374639066,0.029684515773887497
0.024062981573315673,-0.004410155649865204,0.03256056462490403
0.009526200362340663,-0.02395512815066415,0.033354530834112786
0.011215767529350771,-0.04228130671639413,0.03327533606731282
0.017603008445009057,0.0010322239118862875,0.03311414619626102
0.008115673871869572,0.04562932303640535,0.03338022486520962
0.02138437556633678,0.03928525148042887,0.032974597023587994
0.019303426196771313,0.010553945948856988,0.029628514908083964
0.019303426196771313,0.010553945948856988,0.029628514908083964
0.012272627285937216,-0.02095866284599495,0.02934643842063801
0.015525293848420331,-0.012192969906307367,0.028224168725012867
0.017589101121928085,0.03220342789818618,0.034383957760600097
0.01683206619103703,-0.021859347878535492,0.0339369670655928
0.009698591790284912,0.0023697333599853633,0.03341202607532105
0.013832000199046585,0.03179905409592023,0.032173315546292235
0.015936314112496387,0.005517435371549636,0.03233513834615485
0.014464924869654384,-0.01885068390331115,0.030173904215789655
0.019430876658483975,0.07359192291790628,0.0340006164235244
0.02244461273230655,-0.002683014118615011,0.031182495105741267
0.018647033708944136,0.030402598404871556,0.02973378995251464
0.018647033708944136,0.030402598404871556,0.02973378995251464
0.018647033708944136,0.030402598404871556,0.02973378995251464
0.018647033708944136,0.030402598404871556,0.02973378995251464
0.02219111403044629,0.01788317727260451,0.03289346167324486
0.021802596060729686,0.07799977747431988,0.03110309926206648
0.021802596060729686,0.07799977747431988,0.03110309926206648
0.021802596060729686,0.07799977747431988,0.03110309926206648
0.011069230355850517,0.10200040498689347,0.031378741628069536
0.011069230355850517,0.10200040498689347,0.031378741628069536
0.017410108344756207,0.07180946306828445,0.03151266017161197
0.014530205032537089,0.03636875455522023,0.03307945118118706
0.021650652842480606,0.08180151167281395,0.030786337020091165
0.021650652842480606,0.08180151167281395,0.030786337020091165
0.026624308896787897,0.10051758263856478,0.032786038917903944
0.01586907078163329,-0.004734236581327378,0.030849805502919027
0.018728497304399953,-0.007369876130473594,0.03312120888851731
0.012373597020216717,-0.019194906484126386,0.030158814448193214
0.013513970353174747,-0.043079527120883344,0.0324653136708171
0.021788778221812105,0.06904057946532154,0.033489246786728356
0.009011832131361464,0.009347914532077162,0.029741024363151305
0.009011832131361464,0.009347914532077162,0.029741024363151305
0.009011832131361464,0.009347914532077162,0.029741024363151305
0.019686923984021228,0.03094509253494889,0.03362772361608387
0.022589531025043033,0.0604485369022899,0.03379289188965928
0.023074853884207186,0.08007651959151543,0.03359091031428832
0.02356619270410489,0.1113151500867683,0.03325846615524335
0.004710955958328718,-0.034701565410628424,0.03380148199269574
0.005644941799479992,-0.04097510822699991,0.03371407322493035
0.009697762971570217,-0.030578484898477823,0.03391527252409661
0.020432120659913636,0.0587219349772103,0.033744680185973944
0.009117915810267385,-0.011543420115047793,0.029523812942899727
0.01422978853541941,0.025507935519752983,0.03074230040467639
0.015050008000347077,-0.007826222625030927,0.03322913287215658
0.017676076703650973,0.017380703158711097,0.029751446280778956
0.021698357179623592,0.039933062990066784,0.028854766832139372
0.020064238963158478,0.09926946740216566,0.03441115321593811
0.023767681130004,0.0031293859719865244,0.034217233911697245
0.022261113592253898,0.0007735453225314517,0.033572894130414456
0.01302887519772972,0.039786582925101885,0.03341896431683483
0.024189189423464347,-0.029921937091223722,0.03130814385841515
0.019462388600258743,-0.012173972921249047,0.031483876024149746
0.010829459239696967,-0.008937116126717833,0.0327553871652724
0.01932318493099819,-0.011105605495880235,0.03081617716613331
0.01932318493099819,-0.011105605495880235,0.03081617716613331
0.01932318493099819,-0.011105605495880235,0.03081617716613331
