,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat
Intercept[0],6.045265225533749,0.5905983872308807,4.9476716396361775,7.12029325331681,0.015580489732720085,0.011068956385461537,1436.8859704286954,1424.0299113642332,1439.452627061149,1464.4455090979352,1.0033078402976054
beta_rating[0],-1.5077267983628708,1.0445717443278575,-3.3915268503967333,0.5436996303104394,0.027522757401077957,0.01998553191914537,1440.431678110745,1366.4714830157716,1448.1829959822883,1475.2011496601526,1.0029231990196208
RT_sd,1.8676694604498179,0.10283678276883852,1.6824051242893292,2.0138319950060293,0.0026447863406844217,0.0019010230166296674,1511.87461869805,1463.7446943345942,1177.384820033843,950.7795983243725,1.0007701705569987
