Intercept__0,beta_col__0,gaze_influence_sd
0.24721868054979693,-0.23803437297664815,0.12406457197865525
0.2379274039754622,-0.043800046259168,0.1224882967727074
0.21816666796969678,-0.03656647119077745,0.12304468176801414
0.239211722269433,-0.17300840543825707,0.12467865752796237
0.245382687559047,-0.09994383100536977,0.1252363420166965
0.2406785297263766,-0.14640693854538162,0.12696064055580306
0.2485213407546065,-0.10005512511143902,0.12760458642366476
0.2397865528010342,-0.2913560468727048,0.12863220767968056
0.24019959390966336,-0.2791007696474678,0.1286377089845696
0.2576681064913283,0.06366040417095388,0.12634299718192998
0.24922275778697145,0.04409769441189078,0.12613783335146952
0.26046615173785576,0.15427925897718847,0.126633464042817
0.2557694897297132,0.16073953782672512,0.1270737300727897
0.2572318753824429,0.15878943797173803,0.12710485833163537
0.2693867326459009,0.1305410701846207,0.126816290663478
0.2525675879647667,-0.1602964491766286,0.1284566077410125
0.23340000872768274,-0.08074974692937198,0.12249648740993102
0.24640565580203524,-0.14472071893841543,0.1245243057864733
0.23863714708799708,-0.11094349621686073,0.1300384002800962
0.2473721138817271,-0.0923076797420728,0.12995463939991087
0.2364569975488642,-0.37689125453623595,0.12934322707945287
0.24757985767299212,-0.12383537994009508,0.1295359764145824
0.242625692724521,-0.13225467712940275,0.1255894230351995
0.27613018606950346,0.17036424719099377,0.1243636714665601
0.2337297691943692,0.08804006547471038,0.12504217573954823
0.2402196781477736,-0.3336146209925389,0.13008820287196665
0.20742780756150098,-0.16822742151245562,0.13022817991942956
0.24852295463964202,-0.262154246924039,0.12727782022510606
0.25633422192757843,-0.127131388511395,0.12726909492611949
0.25775653100701107,-0.09576799858756259,0.12788861901376694
0.26345540916076654,-0.08825739415719415,0.12801590593024673
0.251757713886402,-0.3722056945094536,0.12683050292320483
0.22339808600510008,-0.3489341308946637,0.11303481906760748
0.25814799465371263,-0.018316240798566016,0.12325563147553396
0.2583734335694107,-0.052050098721431,0.12354540863638491
0.23287526565231956,-0.14685965842118542,0.11792976925285055
0.2340864042877408,-0.1969181198814681,0.11596413704353248
0.2062040217381089,-0.2745256427138388,0.11526968547758343
0.258367298780344,0.04355936138603924,0.12623399231222296
0.24883047607094888,-0.08840954065201032,0.12770598122209836
0.20916756452712681,-0.10677021069561436,0.12766421599043648
0.20848457784372001,-0.1869390893293898,0.11601246164321943
0.24772906408887135,-0.007659864768783109,0.11996632464342297
0.2467556791037978,-0.05790131245367926,0.12046701749495652
0.24875276329206275,-0.08343949193857383,0.11901297160645935
0.24277063149701383,-0.11004432411852044,0.10772433068962595
0.24277063149701383,-0.11004432411852044,0.10772433068962595
0.26559087133124604,0.04395294032861772,0.11448497596427874
0.2606385151679435,0.08644469891445611,0.11472835087999265
0.232690493483608,-0.23380525925360418,0.11514944098358115
0.2376504504737888,0.09876772706299969,0.12109884865670587
0.2592044966430779,-0.15136116915550035,0.12271111145478818
0.23796002404236175,-0.08533853349570547,0.12920810582007536
0.2441287567697551,-0.10233054632482048,0.12811779830223036
0.2468169762070197,-0.14443369651729365,0.11569806413046238
0.25708464028321776,-0.14917018662155082,0.1164722671194359
0.21804086240345683,-0.18978506185485183,0.11953787351033528
0.21804086240345683,-0.18978506185485183,0.11953787351033528
0.2619584442642948,-0.06945916795778684,0.12789240785643155
0.20758396654897712,-0.10333976697044618,0.1281266531457605
0.21805756482118108,-0.080193238979364,0.12226348919615877
0.272828146964954,-0.09390641134925623,0.12184719658679313
