Intercept__0,beta_col__0,p_choose_best_seen_sd
84.50037241769486,16.931191887325525,9.539860533918764
85.44916943553493,6.667998288875355,9.101980254593538
87.115410043153,5.695011095747913,8.981785559167163
83.79144258356908,6.629626848861303,9.61650149702635
86.85122444586207,26.88048935263748,9.34924585836058
82.93775950345868,16.254646784806678,8.690539594647582
85.69871064699693,18.513531665516123,10.030563421118945
82.44464929499243,9.499054975348873,9.763128863791032
83.57547861759241,10.221806854606607,8.815874121141173
86.47260844388542,16.08488409676304,8.166058801589106
86.24721930348073,17.770380845350417,8.890674139454324
84.60614093276243,16.800614097823086,9.39079235838562
85.71399047451419,22.1879877522963,9.314354944417794
84.97407195883483,14.334157531245753,8.82721530399359
85.77774738767239,7.89630274400549,9.175552709849963
84.66127337485429,6.348798819329229,9.632061642268472
84.91302467766033,10.956678751628521,8.969782039777426
85.22133132895722,22.900079780563225,9.491054994938414
85.21302797716211,9.230362621799362,10.121149687955745
85.89826997706763,34.504720249843295,9.942641457998366
85.08570817624096,12.095413400279945,8.42597850252933
84.98778615830878,12.166779670872108,8.74389011664786
85.14377830606783,9.26370419710958,9.640850088443042
84.56760389051276,23.061459041823483,8.435951506792385
85.24425587775141,23.285050737663255,9.840435790301342
85.61585913824332,7.7865605706388905,10.013336771215727
83.35858441607229,-2.265503556874223,10.033670830968212
84.60417779345804,-8.886683337105248,8.967145676164778
84.60417779345804,-8.886683337105248,8.967145676164778
82.61352733659581,-11.850689666361292,9.125745223699546
85.96477213993245,-19.973873657294284,10.111211899089435
83.12025974239748,-8.371000134272732,10.214090245603078
82.98433065018442,-7.2153631819275095,10.20740757653665
85.55811556947182,11.59222099350021,10.223467532833034
87.17082553981803,13.258893607044232,10.225440228057828
84.60026510607939,35.39622207329188,10.193236685562015
88.11376502339297,30.032232670881942,10.123391108443782
83.78936431990142,33.42936363226474,8.71814598798221
89.0187684327186,35.97233578884535,9.924996009166717
87.26725601027559,34.144262087813736,9.664711046843987
84.34304122902907,23.997789083532865,8.291622400352303
84.86700481992396,24.989179701405323,9.283321659546651
85.88069515720359,20.67664976590232,8.955750752888115
85.57876945803824,22.036145772071336,9.942099642670094
84.13099604062748,16.1434155868196,9.926471463045479
84.95939533949527,12.965068479976786,8.489250458653729
85.88912713147091,29.30754052337683,9.948351557616048
85.93840578749327,21.241263783332393,9.86204164462218
84.10982366225893,10.902649518669392,9.615206704995341
83.71879529577757,14.283151017831035,9.896838233281422
85.63309768202245,11.42277044112131,8.651963551876184
84.75998541332376,10.466093536375391,9.51106379231206
81.67140763329314,13.26159581035391,8.822960377602831
83.79338385552352,14.94380465759584,8.791144040031364
86.75701715874196,18.445343537855088,9.68788260401003
84.64307655581094,10.173166402162025,9.427886940795883
84.6436535671424,8.449577944749487,9.042583318019867
84.53829599571965,14.641578810413453,9.314024842546386
85.15616451779488,8.168521550164895,9.810397961688327
84.76652570354955,20.283685207875187,9.147839139433914
86.82373731411955,11.020481235111005,9.618472691809787
83.95514114229576,16.10242088879599,9.67181359424317
86.40434352718142,17.483011407580328,8.956982694601672
83.96068079050814,21.65744641065303,9.897622408996012
85.65080650741463,17.206078823584715,8.091604999612715
85.80720288453264,13.886693834916283,9.769400855778299
83.9813546618914,13.657415656545862,9.887498150644156
88.0617458665318,32.282476310632816,9.267769007154339
84.6529845587958,31.97953402748462,9.544668372595435
87.10541422754613,30.95534352754609,9.323348543737744
84.51552228238754,11.948317292750934,10.136108021193566
85.68566845942148,8.736010249222476,10.145111623371813
85.18835982179412,14.076473805646906,10.037513621664147
86.48024673864674,23.8897573173149,10.226677300266294
84.72049718106163,36.36722589539488,9.94490955000918
88.8651789121097,29.67315316206285,9.8815570269722
84.0487800140535,25.411916806625516,8.485361009635144
84.0487800140535,25.411916806625516,8.485361009635144
84.0487800140535,25.411916806625516,8.485361009635144
86.06722816014012,13.917031088828304,9.597188765144358
85.04460838499969,23.881249092346536,9.064622600440172
83.33556535055494,16.775000381159604,9.132955320752467
85.25388108533754,11.899590326000194,10.040866457312354
85.2375374787979,6.032619633208112,10.037199685112423
84.64576449112488,18.268809376637485,10.117208879785567
83.62352360628407,24.689713050963075,10.165272740147214
86.33280867268446,11.655327981240873,9.654782931771617
85.61655878057731,13.68497898949077,9.624425656039906
85.05181333243384,17.647695134034848,8.766798265144455
85.05181333243384,17.647695134034848,8.766798265144455
86.59881475508286,14.059687899146635,8.729824697041593
86.59881475508286,14.059687899146635,8.729824697041593
85.01616716434836,25.876589838358267,9.88170411558513
86.24199199173076,33.0138169055387,7.670993172989265
85.43654428679689,30.217188886599693,9.657918362887445
85.67914347972925,30.225693013234654,9.93645353799457
