Intercept__0,predicted__0,setsize__0,p_choose_best_sd
85.40464729512445,-15.399412550113109,-0.19000140271803367,14.060353659533874
83.5233749324656,-12.540345515482983,-0.1859940132213228,13.926618214777887
81.74149851564044,-13.532076945012504,-0.0860610578167241,13.857100206339789
77.9088652095873,-14.442314104099843,0.12741002613353622,14.392818169048832
77.9088652095873,-14.442314104099843,0.12741002613353622,14.392818169048832
80.63183936191636,-14.07389420681811,0.005493292455100364,14.403196479591644
79.71195010847954,-13.991188540061787,-0.0007334868350897788,13.886503337904285
79.71195010847954,-13.991188540061787,-0.0007334868350897788,13.886503337904285
79.71195010847954,-13.991188540061787,-0.0007334868350897788,13.886503337904285
79.70452200629339,-13.840287568718894,0.03942392641600755,14.017912347744804
79.82121909259317,-14.980340664702528,0.0606642108713968,14.05360263910231
79.63000123557933,-11.360551707808657,-0.013703967365842925,13.344443265041003
79.66642255603415,-13.090600498137494,-0.007071809868182961,13.80375517027785
81.57383944682508,-13.530428749239213,-0.038367681868781464,13.67049568342757
79.16804997131294,-12.148721739586307,0.021921360948365942,14.216931133257681
86.24903442218846,-16.49953907651832,-0.22308397266904267,14.3897440338368
86.14107497348759,-16.415233902835176,-0.20105865037881895,14.420083314082051
86.20277685683423,-16.155360878137326,-0.23094895071586247,13.699851190414579
81.28263920716653,-14.289788339886476,-0.0694626548679832,14.010384495964287
81.50982742687277,-15.365073763766151,-0.03801687690861233,14.531866809649392
83.95095793040876,-14.560136632299283,-0.1684927709360096,13.8533746410187
80.35419576086271,-14.338489040260455,0.010059970395091954,14.189074126437335
80.15195534858644,-14.400215725286076,0.010572759850096062,14.097049015152072
80.10555738911877,-15.29085791438812,0.030432242642652825,13.869852322946535
83.05943554821972,-13.824617687712045,-0.10423337778121786,14.02815489100538
82.0663250794137,-14.112807837364995,-0.12016882592808886,14.297627553766866
82.01976629658728,-14.546979250851704,-0.11533958268139988,14.138065102506674
82.70469098042774,-13.991471189437583,-0.05597763675967826,14.03232836339891
81.5138710707235,-15.294267096957807,-0.06772224530140246,14.377173832825349
81.37123927367576,-15.238962269864148,-0.07481588918161769,13.227742967583309
81.37123927367576,-15.238962269864148,-0.07481588918161769,13.227742967583309
