Intercept__0,predicted__0,setsize__0,gaze_influence_sd
20.99991119582739,-11.954352936465238,0.1420629246808656,12.88601936574043
21.17332815239444,-12.55101961722688,0.15371130626856533,13.122740479119015
19.68925438036828,-12.272099238292906,0.2061064331118943,10.934973455533898
21.490190044133517,-11.84923852526091,0.1264081655685328,12.912112864483582
21.22353920472491,-12.442471225837423,0.11781031244773879,12.894799142423096
20.290572778397173,-11.240192253106846,0.18620237146874108,11.371812106090273
20.83803424318595,-11.765861902578242,0.16058318436432764,12.141258071634901
20.478917402634533,-11.216343055929233,0.15879814701015038,11.254214723050074
19.79527548706814,-10.88932652024868,0.18086722056129004,12.518557859100058
20.491785182210805,-13.915800373586901,0.20827865383406188,10.930295905888409
19.775996648402607,-13.787247542083113,0.21220475261105584,11.557940591092642
20.756400879640356,-13.387842172207176,0.21783439525887954,11.954107070768647
20.23992691469879,-13.48280192893146,0.21675291334386468,11.740768633737291
21.32484791744483,-14.480101123242514,0.2603102418508826,11.954545305380059
17.809618101246688,-13.396954431956843,0.28698497854388455,12.06476623714372
18.240757804650364,-13.068311583341734,0.2966673073692778,11.633215411499215
19.42612865121721,-13.269924982290542,0.19180962394495388,11.745915858244915
19.42612865121721,-13.269924982290542,0.19180962394495388,11.745915858244915
19.42612865121721,-13.269924982290542,0.19180962394495388,11.745915858244915
19.644231361928128,-12.850376102194517,0.19636342543588878,12.107548129368926
22.498554734027557,-14.116229411819377,0.10910634766546701,12.128418995298338
23.25214357927858,-14.877942141703585,0.17205226394500686,11.810778116567194
22.92322059389005,-15.29121120859447,0.14707477786053771,12.333376828111955
24.345851279369462,-12.957062794388321,0.08589805414822266,12.373505755254516
24.39084799610214,-12.687753543700925,0.09035969604464365,12.504600598515244
23.459398572328546,-13.816326860297718,0.051731289818035014,10.755684206498126
23.238511010764785,-13.802068431173057,0.11289369177821859,12.724673413578012
20.822288432881837,-13.416291549401015,0.15807232968248203,11.478460383235287
21.11853196668886,-11.991659471482569,0.1300899698727733,12.770446372174575
21.5987094473062,-14.13746803267019,0.18649171003937967,11.584291043074474
21.5987094473062,-14.13746803267019,0.18649171003937967,11.584291043074474
21.691795050361577,-14.075673621421796,0.18139112366799645,11.798298456826611
21.832716436801487,-10.743881198215705,0.06462745386320644,11.708253593465376
22.088485747113495,-14.088697347222418,0.17360439684654896,11.949346963834067
21.98229114376065,-13.212483114643948,0.11407699591181089,11.687907567505338
21.816706505605648,-12.869204987702162,0.11539240255021874,12.338462273157575
22.152433058673935,-12.560335755123548,0.09015831272233608,12.299442728923628
22.896465463985162,-13.272980588475676,0.1397585451435229,11.562375193799113
21.740828854203986,-12.241672908749393,0.12843757691197671,11.812531139835096
21.966254716103684,-12.74160812800845,0.151288275082106,11.710701951295146
24.223557848169595,-14.881098475524118,0.11092773538188173,11.819259699183764
24.223557848169595,-14.881098475524118,0.11092773538188173,11.819259699183764
24.832092772742545,-14.466061040215067,0.055002819877935705,11.534640580647064
24.832092772742545,-14.466061040215067,0.055002819877935705,11.534640580647064
25.180232682748663,-13.470617816258672,0.018613857487529802,11.960408376193572
24.627853398626904,-13.87191113459823,0.05347540658780374,11.581151929652094
24.627853398626904,-13.87191113459823,0.05347540658780374,11.581151929652094
25.22513804021545,-14.761083484798968,0.04240354605978733,12.212054784830766
25.21108692018842,-14.959229808291326,0.03392029733631259,11.979976285168393
24.650994334014623,-14.486249518297555,0.06527377578406839,12.374786288254652
25.4060287962186,-14.11032051647577,0.05718433798625153,12.062288861119818
24.50052598739012,-13.836524506843485,0.02460841321321283,11.605873053182648
22.150671317606246,-12.465417880104853,0.15717419307743602,11.936588036528356
22.196023348853448,-13.834626804150883,0.18328718857283793,11.556476636483556
22.56383169289142,-14.158132761736862,0.15307994745439524,11.38856934279863
23.050256886640973,-14.38704933340944,0.14166692852094911,12.2027143254992
