Intercept__0,beta_row__0,gaze_influence_sd
0.23278342142340092,0.04770398312465386,0.11529527622481388
0.26706248391692183,-0.08014008322518833,0.11850245288008573
0.2500416630478214,-0.17565995252650665,0.1295581771571455
0.25771900787569624,-0.16963178956759822,0.12685541762628175
0.24475228035440932,-0.16723447226713764,0.12652553323736382
0.2511216695866973,-0.17140324821343375,0.12778503470675087
0.23581415667643185,-0.14058472062953686,0.1273286883061817
0.21831245367897104,-0.13544969745412083,0.1287309327572361
0.2369552102140172,-0.061942917349359125,0.13032012794926207
0.25218848891599616,-0.034185643043195844,0.12866208215131755
0.23557809213182113,0.08306177087137592,0.13080794922437403
0.2632950924465905,-0.0147166883099579,0.1314550842140768
0.2571871932037838,-0.06298817796179162,0.13118217802358667
0.2546430353495493,0.032729587880377435,0.12737876952483448
0.22471786910558347,-0.07489487848863367,0.12990591372027963
0.20195213139578413,-0.25234808322110014,0.12596785173083183
0.23818106043086293,-0.18607994148975324,0.11547205888376486
0.2359062935713656,-0.09831839445082995,0.11583260187138872
0.2313426730924154,-0.018821107797346144,0.12643074596584747
0.2287282430939188,-0.08080641589178834,0.11244362801684855
0.2279871848664952,-0.029441282098389275,0.1060455121328109
0.22753750114925939,-0.024573585742650048,0.10771788527615514
0.24479837245801037,-0.09226838892080823,0.13215709035461187
0.2544203219543355,0.036938444566676144,0.1318854229072245
0.2704086062623114,0.037056278072831586,0.1319172555059728
0.2021386747485172,-0.14795102765941226,0.10503861494391442
0.19244864018075783,-0.18736941944092536,0.10450160899505338
0.2588409005725773,-0.09281496976872841,0.1303753492313773
0.2588409005725773,-0.09281496976872841,0.1303753492313773
0.23863758498092533,0.05675823573645171,0.12808495142634374
0.2583426287888662,0.026731351709824786,0.1265957956115944
0.2056138764704573,-0.1404129353949094,0.12590560627650374
0.2357911721289553,-0.0351795451651017,0.12036666029196215
0.22871562968166115,-0.08550904349634597,0.1265557094367851
0.20253519823201035,-0.1311172643228697,0.1231331141165863
0.20253519823201035,-0.1311172643228697,0.1231331141165863
0.24385412754803235,-0.01650873953397007,0.11576328647488716
0.2172167009201517,-0.1430754069593355,0.11934912125866252
0.20796456119961176,-0.06591838120879201,0.11872777177902574
0.22268291921436678,-0.1307103483401873,0.10672247005633906
0.22268291921436678,-0.1307103483401873,0.10672247005633906
0.22268291921436678,-0.1307103483401873,0.10672247005633906
0.2488161003773452,-0.028635818282676178,0.1269091936359445
0.19989986264685386,-0.16596369308494913,0.12770588046273548
0.2720892530727828,0.06187925118951669,0.1287431445135617
0.2509723792627339,-0.0182274531837269,0.1307555440939564
0.2096145049843385,-0.17563243606901063,0.10592629933921938
0.20885779988420897,-0.16651350431622802,0.12462183736640106
0.2382046166696956,-0.07092467662487373,0.11776294667228435
0.26221291745574904,-0.12438444726284398,0.12228629149072778
0.24503017392581541,-0.18605214153918298,0.12672571036335153
0.16871431678826518,-0.30958165442337593,0.12860890649527953
0.22301257034678335,-0.08620607671402133,0.12218448455182516
0.23479660052920018,-0.07686226672297287,0.12757645963239828
0.2476564422255015,-0.16032488101138548,0.11943965937280572
0.2387320760043115,-0.0807499189499505,0.12611754444946383
0.23307144012865494,-0.045780374325219225,0.11099450852839877
0.25314480532135225,-0.029447915980434523,0.12433367025674032
0.2015409870633839,-0.22278292156880425,0.1274830050570958
0.20411995641261282,-0.17145575495451854,0.12935660945555574
0.20042362246930753,-0.19565944215907782,0.11382306538781181
0.22651018051618996,-0.13198666745206114,0.12157130057499438
0.23340738050047408,-0.08204111230931717,0.12139837969385324
0.2486628636743749,-0.03706357293245977,0.12460459332700341
0.24767145829952272,0.005732522147740739,0.1240217610693425
0.27836075703126995,0.068021249983374,0.11243130009169261
0.27836075703126995,0.068021249983374,0.11243130009169261
0.24866071161624556,0.014500112574224754,0.12218633792862192
0.21159390782979728,-0.09996953963176089,0.12684788290170934
0.22011213339027166,-0.17485050632632743,0.12339123953242273
0.22900361672020653,-0.0393968683943933,0.10767748020290313
0.23773294887564628,-0.09372234459793789,0.12398023186143496
0.2438041147141249,-0.00174035930365358,0.11139759917662716
0.21208169445147185,-0.16713501879053552,0.1322915144143602
0.2577836895548269,0.01638658806534786,0.13213765225590132
0.17544736819671025,-0.2788847501245379,0.13150241380338892
0.20295091634378198,-0.15374343953481562,0.13124674578261566
0.269986988980273,-0.0015552240530413083,0.12921532378326323
0.19140447367233895,-0.313597162118128,0.12307553780985359
0.194987388494081,-0.19195216467398082,0.12455001185565319
0.22467428476578427,-0.1507080225603657,0.12559313490077922
0.2162062881976641,-0.10509569707014084,0.1207881679062822
0.2512532618628143,-0.10177048517312899,0.13113120151816077
0.24009433339046946,-0.08453224078424662,0.12893062825929702
0.2126274202364667,-0.0012577701069641234,0.12975268952805216
0.2512593258849849,-0.11898596780161641,0.12401369878020846
0.21389128476091118,-0.03452189022778797,0.1273514041494023
0.231605063957057,-0.014498962669991029,0.11499643816152992
0.22215049799383313,-0.02224058005630814,0.12575164816044115
0.23789976337018678,-0.16262427469969404,0.1257144190466865
0.23124737998638742,-0.16376547949356185,0.11803873795869388
0.22994634653177737,0.02419006988830269,0.12045486315821553
0.22318051846533946,-0.16333965724188937,0.12351710021446065
0.24288865198716778,0.02650242570239494,0.12528795046925517
0.2528520561074896,-0.059095594445724944,0.11539139493301535
0.2510103772304497,0.03477131852383724,0.1188403617994386
0.23621288470968327,-0.09843469886553638,0.12115280703726976
0.2440117825097357,-0.0020233456886597397,0.12520672936166538
0.2440117825097357,-0.0020233456886597397,0.12520672936166538
0.28439262349761346,0.06914416351745595,0.1226602923205086
