Intercept__0,obs_gaze_influence__0,pred_gaze_influence_sd
7.469929695398132,0.35757725009843955,7.377593275172814
7.6887166851731905,0.3241749185540338,7.109027551812303
7.479684687337882,0.33220673462786826,7.086403281363628
7.026275282682506,0.3388597801161052,6.53317017061471
6.5300533867481105,0.3773966154053811,6.852489377645191
6.50974717726152,0.42120531341285045,6.768571976572379
6.782146138002722,0.3328989892454798,7.669391356265976
7.1953584490365605,0.36698254259413704,7.536823207691768
6.959219031551629,0.33540094458248126,7.264480202324896
6.839439342196006,0.330732742751836,7.185388360167245
7.24945810760001,0.3792423323791622,7.4593753353648315
6.918684922556869,0.34654669954390405,6.913587090649807
7.512216024429371,0.35585610437745346,6.5889687924635565
7.387139376162298,0.3386215228480506,6.831977562264652
6.702472140959632,0.3906704790391163,6.693417096591645
6.617876557629764,0.35053143195351083,6.234304290841219
6.815935664088408,0.36338587700582914,5.84653813518227
6.517516860791453,0.3912339078338666,6.1175104319566795
6.526251543893605,0.3724681986910413,6.293665875784469
8.043011573310947,0.33086724915326055,7.146869686011453
7.917739399595256,0.31473623432031705,6.992963250234875
7.828171817068265,0.3318822037379597,7.148491151845819
7.5977567589488055,0.3318186680349703,6.930253223173812
7.57512579444004,0.3525879660749915,6.853029650487055
6.908131293423055,0.3917845706301984,6.261642540899583
6.819611049929905,0.38523037107342506,6.2868526408045415
6.808073029400792,0.3720450570767752,6.614965963062467
6.78493222351666,0.3631283717483923,6.906115513745322
6.938366183362483,0.37307976493152023,6.906173386373507
6.468730050286729,0.362000688206484,6.7305577305091076
7.2442276228997375,0.3839587726444422,6.6947509649769605
7.294973060310135,0.3769745324556697,6.748837560619497
6.856995312222333,0.3315954900539674,6.038924082232654
6.248866124376793,0.3842379060266398,7.104798330291256
6.23224234836368,0.3850767019919607,6.393708384212016
6.795161592075502,0.36680624808447854,6.288453759273181
6.918153932826953,0.356533089558707,6.3373441008591564
7.070567840458504,0.3413388905141893,6.823766652645316
6.082778317123921,0.35828142636303667,6.901621389083099
7.367718814742873,0.3157027507150481,6.690494912039542
5.698888665973601,0.39786429109806676,6.815770256043562
6.444088029646602,0.3916558566832859,7.117313700232501
8.45268337748727,0.3013300644998089,6.747582130860428
8.721321788288922,0.32800446167886765,6.462412412996416
8.315525221676726,0.33742313434011145,6.690540407264065
6.484463104065466,0.37224653582668765,6.7473709114743485
6.494750570509337,0.37885482861659486,6.341676870148969
6.149679261566948,0.389641244059028,6.818934204266167
5.975852139127749,0.36819074558413417,6.5480410298490455
5.332844114262389,0.4333903082153647,6.727312989331345
5.802155157112108,0.3732929358723083,6.274108573408779
5.907994875765755,0.3831121706858085,6.879314796909307
5.9472625214747525,0.42357920657365694,6.764693817778346
7.263557913177204,0.36712908518241766,7.0958594968015385
7.379330307918119,0.34747843967261627,6.737071022499507
7.006652587919495,0.3713968501791467,6.3583790382473815
7.2496372072264625,0.3447009138864885,6.698137155761722
7.2496372072264625,0.3447009138864885,6.698137155761722
6.645404431053578,0.39767655559277154,6.767679050125816
6.6171551620516045,0.39363117709424306,6.692415566200137
6.7875905788908355,0.3740977766973956,6.786501573769952
7.029845798823674,0.4084167081102245,6.776915744102288
5.37789581238139,0.45125754513506566,6.845062842321082
5.6785875481563135,0.43986357809137244,6.740515580331121
5.865300334307612,0.35401617347835135,6.6118547411533335
7.197215065224308,0.3141609414643579,6.879500175816427
7.215877425250797,0.330409018228297,6.868111086853464
6.091619992586874,0.3710022774922794,6.671190168449724
8.39406939890553,0.3464380214469658,6.478298982311975
8.408004137922596,0.34954661668074116,7.124149010225786
8.658693061536757,0.286182392543524,6.033634381206111
8.639585594030384,0.32739844871109974,6.711136395241125
7.0592719272465105,0.35076761494471426,6.778249590815405
7.634996858469842,0.32075719375592576,7.063606482816695
6.739579485421508,0.3697180430306774,6.371919861157196
5.631349212014697,0.3941352903280721,6.924477777106879
5.631349212014697,0.3941352903280721,6.924477777106879
6.916814802783544,0.35545895339998235,6.413153806171018
7.411771315124445,0.35226332634634916,6.633847278931229
7.121350647412868,0.3525861522191232,6.658647430698599
7.012982135423063,0.36307521536691845,6.4011348520324125
6.5283820230106056,0.3764701508890398,6.955240964817941
6.413652904505945,0.37477504500037695,6.399874855285837
6.3166730114981435,0.3805227551084739,6.479063547819516
6.749803058776312,0.35889062759914486,6.821218580023384
6.0749827524360684,0.3625555044417664,6.625998206551015
6.480609534532045,0.3984282252916841,6.753805669193359
6.699497586529505,0.3475995300053916,7.14774990105772
6.725141416800834,0.3848197004175289,6.754595599650756
5.9472552099223535,0.3742124377627966,7.048286352626323
7.015970414406283,0.3792291525299511,6.307168886199833
7.8886078470244785,0.32224057671056744,7.1464484635631935
8.28784837366907,0.34379651132519135,7.153224702979134
7.121278724356168,0.38751634611435937,6.344276737868186
7.042227120611672,0.3594940867058602,6.78013697390288
7.443625876171111,0.3531353011063743,6.713995156075998
7.2620911068802965,0.3374251165770812,6.734878109463517
7.812818435725075,0.3493278958352829,6.672770283642349
7.713508065332301,0.3401698215054555,6.6358429035199595
7.9101996844828975,0.33047739436459184,6.5665882770684405
