Intercept__0,obs_gaze_influence__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,obs_gaze_influence|setsize_offset__0,obs_gaze_influence|setsize_offset__1,obs_gaze_influence|setsize_offset__2,obs_gaze_influence|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,obs_gaze_influence|setsize_sd,obs_gaze_influence|setsize__0,obs_gaze_influence|setsize__1,obs_gaze_influence|setsize__2,obs_gaze_influence|setsize__3,pred_gaze_influence_sd
8.938110173581782,0.08252943079755601,1.1357274661074221,-0.23679631022808026,-0.7261705201756251,-0.48621593707873917,-1.4189418888665921,0.8525650299169704,1.5489231370982492,2.779679778922298,2.5612851687553992,2.9089219146890906,-0.6065028774031844,-1.859929783313222,-1.245337668452283,0.07744756118103965,-0.10989358875033536,0.06602908231530946,0.11996031942514453,0.21527941974178344,6.469000319381563
8.109311558366564,0.0616309809091089,0.49070858638422216,0.22703778763619661,-0.6689761576996833,-0.819627806104976,-0.8624439210017951,1.0794485203722244,1.8026028626535453,2.206527791340995,2.199049919957522,1.0790926776106926,0.4992674287287111,-1.4711119660429794,-1.802402461410107,0.0764880964788486,-0.06596669383718179,0.08256496257018107,0.13787766167169305,0.16877311058735073,6.029144313839379
8.252426587181704,0.06647907507311582,0.08213583932709945,-0.026662467874978363,-0.7482498309055964,-1.0775261932815536,-0.7762062301851547,1.003611158996775,1.4372237823211653,2.05957117283447,2.299425871581354,0.1888652739327817,-0.06130836843193197,-1.7205450195907017,-2.477691606138175,0.08220319229085905,-0.06380662999727307,0.08250004108826382,0.1181443829431425,0.16930332515722205,6.264334167237725
8.381146857435024,0.06848309029831826,0.19864949639396073,0.08130919089515865,-0.7024872315625248,-1.1174001883884286,-0.5307469678393377,1.18346358951598,1.6055498548542888,2.1610210406799935,2.0862139152454557,0.41442534363358285,0.16962836548282909,-1.465538637767996,-2.3311358219138336,0.07493895728590876,-0.039773624352537715,0.08868752738416627,0.12031823199332255,0.16194466346146813,6.351045479042826
8.441924001088513,0.10399237901327354,0.3474263064824771,0.7339325784869176,-0.7021376919436465,-1.2376394512510231,-1.181144929233148,1.1288264074756653,1.4368211540796343,2.4564492470936568,1.7982791337740496,0.6247694774716264,1.3198156414900089,-1.2626395604585312,-2.2256212003202798,0.08043934279050362,-0.09501052184785033,0.09080205434190776,0.11557694934165871,0.1975951630344412,6.59697238972992
9.014745245496288,0.07117004344271893,0.6619096355532655,0.2300469064094368,-1.007959929033364,-0.7211568332637596,-0.7829833817103371,1.0653851793163158,1.4474400865101664,2.1671112885438215,0.8713068860302429,0.5767264233873287,0.20044145366449712,-0.878242427009325,-0.6283489147304774,0.04132395877487067,-0.03235597298720679,0.04402593322942563,0.05981395446404135,0.08955361754834174,6.325190747476105
8.535825350675825,0.11170693690391137,0.43907638239941565,-0.4959187632070103,-0.9931366160432739,0.2089136045455533,-1.1780926116043189,1.1930242328732432,1.2020982788659833,2.0575013518463994,1.7079070598555377,0.7499016533157917,-0.8469831567960795,-1.696185037941346,0.3568050201032184,0.06671976320499787,-0.07860206007979768,0.07959829431512702,0.0802037125150739,0.13727600298915477,6.7407437584906225
6.395507200443545,0.1903124906377699,-0.11041251730011639,1.3408808730828745,0.603915797271034,1.140534221243296,-0.6056264306556616,-0.8217452120235735,-0.6521909051510052,0.15540875625538023,0.9986717385835862,-0.11026586061349752,1.3390998327551513,0.603113639218756,1.139019293643119,0.023742340154523086,-0.014378988723196404,-0.019510154344214378,-0.015484538315781468,0.003689767554006605,6.781963798677919
7.602844035310847,0.24536700585838556,-0.8732972187066723,-0.8770864574047795,0.8278383657336845,-0.7455692857830882,-0.7978016810501772,-0.24145234072457167,-1.5034352419897368,0.3769414315579659,1.5849536518141467,-1.3841356159082778,-1.3901413836204384,1.3120854408814584,-1.181692762182371,0.041837863798149695,-0.03337831806971218,-0.010101850144979063,-0.06290051888370483,0.01577042427340174,6.389284436157087
7.843631703092427,0.2391462052034269,-1.3397175695373933,-1.788156948851199,-0.48550602753545113,-0.9044963752952476,-0.8234666745674578,-0.07321934893381382,-1.2255104956947673,-0.21625959029150071,0.7064304793478922,-0.9464173248390938,-1.2632085705262168,-0.34297625575815965,-0.6389638079682527,0.03518872067085316,-0.028976738793110614,-0.0025764952173337047,-0.04312414651220196,-0.007609898315160766,6.576265031784545
