Intercept__0,last_gaze_to_choice__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,last_gaze_to_choice|setsize_offset__0,last_gaze_to_choice|setsize_offset__1,last_gaze_to_choice|setsize_offset__2,last_gaze_to_choice|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,last_gaze_to_choice|setsize_sd,last_gaze_to_choice|setsize__0,last_gaze_to_choice|setsize__1,last_gaze_to_choice|setsize__2,last_gaze_to_choice|setsize__3,RT_sd
5.923177296238218,0.004002340091531133,-2.2483894717656407,-0.5978026202229083,0.06317578759793584,0.18728947535948814,-0.14351090316652618,-1.2436168864609864,-0.3058948136600702,0.028616870962744456,0.8916337020722354,-2.004739828410636,-0.5330209633778343,0.05632966137727674,0.16699360827394713,0.014495436602229309,-0.0020802531985790497,-0.018026769735157034,-0.004434078878360295,0.00041481403879463905,2.096173303988464
4.451580148292352,0.011825077742122206,-1.614675907197516,-0.46525248727049706,0.8241172950215707,2.0832972175993216,1.0404556569284864,0.2551201806923562,0.21437477611942818,-0.5516461853899896,0.8355783263067128,-1.3491881920638735,-0.38875489462351714,0.6886145500545395,1.740758002281073,0.01663797771971003,0.01731107803832242,0.004244683882207819,0.0035667627487428718,-0.009178276941681674,2.184329038612486
5.127110619580186,0.0011114971188019144,-0.5364655465307736,-0.11016554277866031,0.43660616439122585,0.6585566058584854,-1.9463836675599766,0.24164899182218436,-0.8128155491138854,0.3447527515165108,1.759315640652502,-0.9438122266827825,-0.19381596247146937,0.768128053818781,1.1586089369418584,0.00020335097574776458,-0.00039579901797783386,4.913955827550477e-05,-0.00016528683501526367,7.010580841260909e-05,2.1669353388208443
5.393538152133211,-0.00661114725837483,-0.24895018290805104,0.1546795238300555,0.5129895281198521,0.4669423843961701,-0.8326800902841617,-0.9781790914191442,-0.6143756276408006,0.6355214882635025,1.8059806685321025,-0.4495992177594712,0.27934822985483093,0.9264491709438583,0.8432889195377692,0.0012521372872737505,-0.0010426297894152719,-0.0012248145139974692,-0.0007692826317612599,0.0007957601523184387,2.1452956774382144
4.375603467019291,0.012390270119613082,-1.5440480498627347,-0.3956682714739047,0.8678282899970087,2.00950363840786,0.4735775505958989,1.479818622267454,1.0011442930459722,-1.21000201574107,0.9666446870084682,-1.4925458438855987,-0.3824706324380742,0.8388816057612526,1.9424760155911438,0.004486848028822343,0.0021248704993857225,0.006639721268335321,0.004491982297820058,-0.005429095159198882,2.0788394765510874
5.003672848402389,-0.0010995012452039107,-0.4660783865980562,0.4813086441253923,0.8096253565273661,0.9987969196532478,-0.9196865901101453,-1.5288516943987351,-0.7236630917063223,-0.6237847859143483,1.4840887316758706,-0.6917016816278454,0.7143047352046865,1.2015558685013235,1.482303253689955,0.004148954109461015,-0.0038157374574536752,-0.006343135520232067,-0.003002444958200209,-0.0025880544509385944,2.0533710676748007
4.015886369346745,0.016438492254646334,-0.6155606175483699,0.06279449237098274,0.4178233152633118,1.0971967061600265,0.21119846230818404,0.801548380325026,0.2522175338538406,1.4392417112771747,1.4875930565474083,-0.9157037005489898,0.09341265084049312,0.6215510626493214,1.6321822017503425,0.002312052560602709,0.0004883019455749916,0.0018532219851774303,0.0005831401949756727,0.0033276024838846167,2.1353104183711005
4.50686887331184,0.011206614653344805,-0.657011800413971,-0.2564567274017353,0.30456550105784,0.43153685656826823,-0.03600993022168114,-0.3314799650051731,-0.33745521686231894,1.5289345786967758,1.9150389950563529,-1.258203218004936,-0.4911246335188602,0.5832548110746405,0.8264099081322739,0.0037857147213290307,-0.00013632332295424946,-0.001254888583345716,-0.0012775091822649614,0.0057881101425213835,2.1071843777198525
4.918172504595309,-0.0013957734592853432,-0.6797998417066362,0.022319754684748568,1.0029139687614568,1.8325968634759289,-0.054774959087633995,0.8426043996795434,0.3384860331534584,-0.21952794855750835,1.0904205979337158,-0.7412677498689956,0.024337920249077386,1.0935980494929436,1.9983013676428745,0.002712903792744012,-0.00014859919425624034,0.0022859046716734244,0.0009182800431328926,-0.0005955582042549767,2.132847590508018
4.941500712633406,0.004898623753745915,-1.565486401930958,0.15018661243032724,0.33196700406157975,1.2791079975654442,-0.5297664246738244,-0.7583508274358709,0.7658793413783264,0.7617890635862152,0.5841335947159094,-0.9144531994388055,0.08772904579713214,0.19391307940956148,0.7471699526477716,0.0038043336093761602,-0.0020154082145056743,-0.0028850195405125045,0.0029136605191324447,0.0028980997378562313,2.2112183647374053
