Intercept__0,obs_gaze_influence__0,pred_gaze_influence_sd
6.502012807184739,0.49974801347712994,4.981326748767617
6.5276027410511634,0.5060270166790504,4.833153027267019
6.606608622262396,0.49714056126520156,4.818007358040058
7.195296442674807,0.47398540189745253,4.869194923359651
8.35846241449603,0.45679384754820274,4.794835170868554
8.326462876164863,0.4497575619607151,4.852062913321879
7.998626846735116,0.457135039908818,4.736551623435012
7.913996045344841,0.4635648929435599,4.805476507383646
7.846319200124943,0.4589861443548713,4.793529433992588
7.668380328991431,0.471164913725744,5.200969659602022
7.577414936207747,0.46712199794947773,5.208692754381219
7.118318285942183,0.5004881444505015,4.9884107746111574
7.512603342665762,0.4675106377632146,4.688154773835684
7.516333472028994,0.4764887658765545,4.6061965147815105
6.8060763624816385,0.4892500652942,4.590315708348449
6.7150259885093995,0.5134136990096059,4.646751286509178
6.8046396439025525,0.4921224064328981,4.37035282304367
7.010481159630804,0.4913897720749461,4.848261549054314
6.246361241569965,0.5072085832970512,5.013916902069372
6.248232968125518,0.4944637920359996,4.961386992758573
5.850051659290923,0.5367106885331743,4.737436519314308
6.258148805926361,0.5250194871999486,4.978238370661337
6.753550107049826,0.49194826243994977,4.693444048762078
6.808604367232428,0.4899927016411217,4.867423323967359
6.277638462761958,0.5142302815937554,4.800929336060339
6.059209691216154,0.5032723255885533,4.4070449718409135
6.1048631994048845,0.5072453943768852,4.372887266898628
6.1835111955969335,0.5101907675152467,4.573473836092223
6.1835111955969335,0.5101907675152467,4.573473836092223
6.29330379552082,0.49856859055470126,4.839419933456475
6.22352889781624,0.5080814334339315,4.555069565523615
6.22352889781624,0.5080814334339315,4.555069565523615
7.259280584490784,0.47381039453936946,5.187135354738517
7.419190386201083,0.47997883735513586,4.967397269856864
7.419190386201083,0.47997883735513586,4.967397269856864
7.009003991721212,0.500705253759755,4.9194208920330915
6.50758708698477,0.4929376728456164,4.760559286175927
6.617296170324094,0.5058261219745481,4.862743439328087
6.5581454305710025,0.49389497010138883,5.143808845632577
7.0742798869114685,0.4885266230138576,4.453872005612314
6.546259247233651,0.492553817056983,5.521188671037169
6.528023813168959,0.5116781064054969,5.5946692463105805
6.52236820454567,0.5387663912653349,5.612103160619817
6.09187923209287,0.5137192091751376,4.739342093284064
6.1923742839473315,0.5102138605092651,5.089860369440128
6.167178534419529,0.5118220841349106,5.194258342479985
6.835944801302374,0.49441949534606927,4.867720303983373
6.840269524828885,0.49720981051715185,4.881645113928802
6.775044287174105,0.4809175306954344,5.049251819197133
6.692784298113214,0.488074229757116,5.271112907259869
7.012668725307454,0.48533009018376166,4.9242350595578
6.081840031219636,0.5114135859721685,4.609144613835806
7.184775652073821,0.4746607922970948,4.778806331422874
6.323534500295732,0.5261246291982199,4.968723302721233
6.939509046233505,0.5068695908778967,4.775843405795363
7.112115930479705,0.4836383650820491,4.870704735987886
5.648174922064685,0.5289791028081234,4.540947871746541
6.632781278006617,0.49822745857307443,5.256316054518505
6.563498899305529,0.48575802187689143,5.138547360049432
6.692969340704139,0.5108214071474118,5.013559869695111
6.46014053905994,0.48915142717929083,5.018090796111729
6.643920635299898,0.4844259518628693,4.838005415432253
6.921693323575823,0.461581120259814,4.7558144045373165
6.096226365130009,0.5326508867651273,4.9011485015162854
7.714065533126109,0.45235786394561944,5.036179253683969
7.648959860923466,0.47764942310975,5.191807720265801
6.11070546273021,0.5197847062804283,4.914201438162626
6.158187014218555,0.5167608897957134,4.966065071275603
6.158187014218555,0.5167608897957134,4.966065071275603
6.368706146891554,0.5027225202086337,5.094184296311153
6.395120669302262,0.48721882287074464,4.946839998141627
6.42605398969055,0.521325661246106,4.684696521688036
6.42605398969055,0.521325661246106,4.684696521688036
6.308762152897066,0.5047809364909035,5.307883598233561
