Intercept__0,RT__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,RT|setsize_offset__0,RT|setsize_offset__1,RT|setsize_offset__2,RT|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,RT|setsize_sd,RT|setsize__0,RT|setsize__1,RT|setsize__2,RT|setsize__3,last_gaze_to_choice_sd
0.3764076429114913,0.020575467160240203,-1.47101786416886,1.2894339077771828,0.5788206780582421,0.6158502247209181,0.5605617954133496,-0.6911184376266869,-0.5441498627607456,-0.3559138086551452,0.03467547073241756,-0.05100823689585069,0.0447117277305145,0.02007087948132666,0.02135489644286297,0.028758047957251648,0.016120662995500194,-0.019875217173409093,-0.015648687849205426,-0.010235386377952753,0.2342327418632174
0.3771098483791469,0.018327166035873137,-1.5745931030896836,1.5762224364243849,0.09339503114939568,0.42378698430741496,-0.23618519698929116,-1.0960749632388918,-0.5822051659994751,-0.8821020450817927,0.03621744050492548,-0.05702773203061661,0.057086742313728844,0.0033825289841089,0.01534847989091559,0.014408344806695937,-0.0034030377564591104,-0.015792626004332528,-0.008388612779960085,-0.012709630420230114,0.23175278645165034
0.3872818897667382,0.012815974813231878,-1.413038758665797,1.2815585880913432,0.6281220986797483,0.41130905193360145,0.44083778974744836,-0.11543929035258077,-0.08608647696665872,-0.1786041657225348,0.01588325619422887,-0.022443656616263997,0.020355323382569034,0.00997662421458715,0.0065329270468667796,0.02532279434956883,0.011163244691293098,-0.002923245409458568,-0.0021799501525055927,-0.004522756558568059,0.2230173451902535
0.37822554697616284,0.026018075204747543,0.8548010924396545,-0.6965453611316971,-0.6097997322469404,1.2599149456631846,-0.4294838927345446,-0.37700718319463716,-0.2908576844818345,-0.9368531028607459,0.0530978945939775,0.04538813830517759,-0.036985092165294844,-0.03237908190628374,0.06689883098220066,0.024882156928549632,-0.010686485617305317,-0.009380751895439422,-0.007237166549151582,-0.02331092592437973,0.23814269196875465
0.37822554697616284,0.026018075204747543,0.8548010924396545,-0.6965453611316971,-0.6097997322469404,1.2599149456631846,-0.4294838927345446,-0.37700718319463716,-0.2908576844818345,-0.9368531028607459,0.0530978945939775,0.04538813830517759,-0.036985092165294844,-0.03237908190628374,0.06689883098220066,0.024882156928549632,-0.010686485617305317,-0.009380751895439422,-0.007237166549151582,-0.02331092592437973,0.23814269196875465
0.3541463311790372,0.026987544652586026,1.1768152394614757,-1.0167592001536874,-1.152649826544657,0.19905037702050293,-1.1048954135807971,-0.34133854339864284,-0.684864392118878,-1.1950266864976529,0.015029040629383915,0.01768640404714468,-0.01528091532940966,-0.01732322107459197,0.002991536203535325,0.01410166529363754,-0.015580865306791623,-0.004813441890825433,-0.009657728429190953,-0.01685186634995462,0.2389820406739243
0.3761652844363923,0.018889231381133836,-1.4230275461235586,-0.7068875897769507,-1.198457505371519,-0.16943747462819228,0.3454533428529905,-0.38243094136230105,-0.21762823966181633,-0.6901835249075554,0.04288970778321806,-0.06103323562070929,-0.030318202161116733,-0.05140149219598893,-0.007267123774329591,0.015236013756978943,0.005263331884102527,-0.005826723083690426,-0.003315786853394544,-0.010515645680331732,0.23388193547558095
0.39066411606518775,0.013252514194627057,-0.3576739931419203,-0.6797941184367121,-0.48634479407927456,-0.8244454798948845,0.19982888220412845,0.4525238297306279,0.002076580923409322,-0.12241285560280782,0.08636021971720986,-0.03088880463486805,-0.05870716943066144,-0.04200084327500734,-0.07119929278858275,0.012854583957952902,0.0025687171435168498,0.00581700556224674,2.6693583825448493e-05,-0.0015735663298790585,0.238498430266301
0.39066411606518775,0.013252514194627057,-0.3576739931419203,-0.6797941184367121,-0.48634479407927456,-0.8244454798948845,0.19982888220412845,0.4525238297306279,0.002076580923409322,-0.12241285560280782,0.08636021971720986,-0.03088880463486805,-0.05870716943066144,-0.04200084327500734,-0.07119929278858275,0.012854583957952902,0.0025687171435168498,0.00581700556224674,2.6693583825448493e-05,-0.0015735663298790585,0.238498430266301
0.3338207174984846,0.010995377578811206,0.6001588068198601,0.4708533935241168,-0.12670838444394922,0.8194351254719363,0.3517388630086487,0.578980690816393,1.0775364313478775,0.4881332993175247,0.03183537275883264,0.019106279329606478,0.014989793297601575,-0.004033808650442595,0.02608702267107989,0.011278123756578034,0.003966954427009587,0.006529815883696324,0.012152589224962812,0.005505227759409792,0.22464937849752492
