Intercept__0,beta_size__0,RT_sd
5.391395445779023,-14.30523820938316,1.6961440454885137
5.50682770907475,-18.586436444734144,1.9101540627174947
5.450657900631338,-18.67432578826529,1.9263662997819135
5.5974695263403715,-23.913251692922966,1.5980776809274146
5.5974695263403715,-23.913251692922966,1.5980776809274146
5.832291790297484,-20.846057527673864,1.876622012761538
6.01890668587158,-37.64591604620821,1.8579358336889782
6.021072046286397,-33.09914776275474,1.8021842666098156
5.2954154368794395,-20.26805753642909,1.8805477266507726
5.729298117927939,-27.270478877518443,1.7053508226474186
6.0821264442295355,-30.266571972758516,1.8653028944730035
5.56187526545593,-22.147174622755177,1.8334246732092845
5.8491750469204655,-19.624828187099126,1.592121079891012
5.270899810019369,-14.345525827543515,1.7560109297871467
5.872306421234841,-18.7091494908205,1.8747386106273083
5.190937481881965,-16.242343319923165,1.6273620137103177
5.3264625075486896,-15.37488903562672,1.7644923988656622
5.809003752451298,-11.98549572368576,1.7976687836044871
5.2601401529463825,-14.342969622265688,1.9168775056066465
5.655830196037772,-13.71801132891971,1.9469720346003936
5.698179257503024,-11.55607268858356,1.7427541399363458
5.811752772217912,-14.686615198280638,1.92423350434833
5.648459326063463,-23.543819385116233,1.6742870827586112
5.282299549083096,-10.812913876921002,1.8551803311374448
5.7067310853173785,-17.982466990544452,1.6891890272163486
5.468169468450449,-34.275509790878736,1.9343793030314167
6.200964660211654,-19.013883764493603,1.6931745898220447
5.653999660775478,-24.76006913245079,1.7437181608584196
5.240152355900219,-22.774592879260897,1.9748220576792477
5.795903390709375,-23.949871961428073,2.0001285185790336
5.686293568989163,-10.043269519188934,1.6849036797805645
5.5749991929519185,-12.751111488257301,1.9694750031555808
5.398011279037236,-13.333999015511232,1.8512483697858122
5.442233872120719,-15.138177655347592,1.7903465494071973
5.76770784594919,-19.556725225041212,1.7371671642671953
5.662194250023773,-8.86288720195451,1.7866199998576304
5.6283836706064,-18.304657825689077,1.867815452706589
5.758822009708201,-26.01268703855307,1.9110527454468307
5.522613793964856,-8.505680612498384,1.875798807608146
4.930597319332996,0.5966854548693523,1.9877422346075437
5.58535140644658,-2.761042498254323,2.0007036231449065
5.362712237245619,-5.377092536410617,2.002848607185012
5.765599739891786,-26.591451379253066,1.7560893926665293
5.648643507785918,-27.936691629486262,1.9491895656064255
6.26853768845835,-30.85232578926979,1.7978212398133018
4.81002831788345,-7.038548736621631,1.8721992696999092
5.117035077822193,-7.766813826695155,1.5620836814958692
5.630776348257509,-10.660959209497399,1.722631925939714
5.535058129980702,-11.764479805227312,1.7436539552730763
5.575916190718944,-26.017888052795406,1.898833026511607
5.220270417312246,-23.680296305394016,1.7099842254920607
5.220270417312246,-23.680296305394016,1.7099842254920607
5.63734573434684,-25.002332562971414,1.9340755786995167
5.778691365274479,-22.95857437156279,1.6581468125682448
5.555140721978089,-22.428703918733174,1.8537521912291324
5.92098944697878,-22.06548521440388,1.7476929197972513
5.375776441269259,-18.66433455411093,1.7809830049218354
5.769216154953519,-16.66224312296731,1.8794314169353716
5.477117619378121,-22.26572128879698,1.5867571901276418
5.477117619378121,-22.26572128879698,1.5867571901276418
5.477117619378121,-22.26572128879698,1.5867571901276418
5.477117619378121,-22.26572128879698,1.5867571901276418
5.651672281496872,-15.88095786650509,1.9933438690255603
5.797484079103132,-30.0651170865381,1.6974333981377414
5.954763704575617,-25.149870931068843,1.8612343131464186
5.6933735941806285,-28.822417387498596,1.869661247815756
5.767534970770645,-20.574487970102517,1.8605871278727653
5.6183174683577795,-15.905695332718613,2.007329790127619
5.5531963628412315,-20.214615183593263,1.9910918349300804
5.6737605169970315,-17.961942072792418,2.0118309876435663
5.794505976537215,-27.182134577855013,1.6256284892554986
5.482003310841808,-25.904375861961018,1.965900255404392
5.655074408235196,-24.366747555996714,1.7892610239307578
5.655074408235196,-24.366747555996714,1.7892610239307578
5.576996269505914,-11.991272476481154,1.7396651844139392
5.576996269505914,-11.991272476481154,1.7396651844139392
5.576996269505914,-11.991272476481154,1.7396651844139392
5.343760101655135,-12.763783350244369,1.8119782266976443
5.543366788189836,-14.482130784581901,1.8076401076277762
5.425195037547147,-21.421971110314168,1.8115120769655646
6.0432264457285765,-24.086253318766317,1.9624401585835467
5.109115628228116,-20.868809858934622,1.8581521767057978
5.968732701967703,-29.035631537845838,1.8379621745595824
5.291567163596326,-17.94628808092455,1.7370452085786259
5.407488264049632,-12.004401865317806,1.9436555499404304
5.593161539948017,-13.990886627622436,1.7601588270645554
5.403223427246936,-18.924856569335052,1.8603515094297292
5.894002867020747,-26.569780060889098,1.8662961836664242
5.338779383749962,-22.793874616494534,1.6835094474838566
5.338779383749962,-22.793874616494534,1.6835094474838566
5.885227257232723,-18.38022877538368,1.9256838957014881
5.983300776300188,-24.505562415618897,1.9256462919468753
6.237330045677911,-19.79815573787953,1.6807263944985018
5.861084053218689,-21.32018947479589,1.7451400648506599
5.297669280294807,-13.371176431400688,1.8309627935142831
5.138179141592762,-14.54521400695334,1.8285517887866916
5.68865191953179,-9.124690980147912,1.7545857836623917
5.933243533429736,-14.143506266698225,1.7376408746762475
5.60829290439742,-22.52017183274058,1.8623135047212287
5.298267392193138,-15.621449633518509,1.8345525341201117
6.2543954575390295,-28.137785460940975,1.8834795958369748
6.404565029155994,-20.375185894120005,1.954481915513577
5.754462723369062,-19.026886747396357,1.9799941262891254
5.5343054848639115,-22.54366022244481,1.972066611234006
5.266122862722263,-16.75462363999923,1.972807856289204
5.944013181730855,-13.717804858767835,1.9449636615536188
5.561403616449465,-14.285593381494701,1.6293706590045676
5.624238502301191,-21.274486250631085,1.6085120857628235
5.67115696231135,-18.158170344717448,1.890748951586799
5.471887269183554,-15.683033510268428,1.8940195479395694
5.637786963622687,-14.55022847261653,1.8776911996798964
5.305181141050766,-8.516997059968524,1.7612802130274627
5.435244784492936,-4.415077503164298,1.821374726034287
6.27766208951807,-16.86717654792744,1.8986407234212455
4.695616656864601,-14.075500693673373,1.9362459859558314
4.968195064650742,-12.851014846801835,1.9785589193066313
5.306429694528749,-15.280738831206628,1.9926023174936711
5.617325948766635,-11.994435403520045,1.546305254524368
5.617325948766635,-11.994435403520045,1.546305254524368
5.051208200906993,-14.196984301778043,1.9868707880768903
5.158998917797463,-15.519173031562854,1.9603810545456393
5.345126637495273,-19.854733922797507,1.9974780040438458
5.325534588067381,-20.83080891560632,1.9940924049598248
6.301172994806922,-18.134466288674428,1.9523877984751963
5.966277134986168,-19.02493858344921,1.939093594233711
5.523603578616244,-21.425841984375264,1.9605142578408419
5.874173940724323,-20.412454384941018,2.001356021977949
5.540137687247111,-20.039429533334697,1.9369881108873621
5.646136337744912,-13.512208733351866,1.9619785384327204
5.203851795967355,-14.046927928632417,1.6978915117242237
6.144795228466941,-33.46289310739914,1.902379637877794
5.583379471777237,-20.18605621743385,1.7911987500129032
5.770543198991365,-22.253233119114018,1.8000831410269618
5.371591125374156,-17.86243379330169,1.8667908919360188
5.505455812536582,-6.3804335319533365,1.7645603800927872
5.084445426326612,-4.834861948398908,1.836663926999794
5.467923761302542,-6.272700759251128,1.9103222821787627
4.8347403674636436,-8.347619071299448,1.8795996565064295
5.070561638128899,-7.413692925593421,1.8344661616472895
5.070561638128899,-7.413692925593421,1.8344661616472895
5.659756712743171,-3.7691728723617954,1.7495544407915227
5.530190888825157,-19.29286324956206,1.927052153644875
5.680803495916229,-15.655554443467546,1.9461161759400494
5.720477514442887,-20.59984653259205,1.8789098918157585
5.863930824520242,-23.607844975159967,1.7224143051834102
6.186473525354318,-19.946017781833103,1.8801465863799438
5.17753028122998,-17.08809529042579,1.7254409078287336
5.398493917612875,-18.18474962091435,1.7633350828641188
6.058509932669368,-19.807618865607203,1.807333232917297
5.7811310686465225,-20.72318768673294,1.7554539514239653
5.799192655875076,-24.820000769730846,1.8257945422735948
5.588044599110858,-27.06373373784935,1.7940264380737008
5.69565973191282,-11.956272986616035,1.76775942361267
5.626271597569124,-15.803198793222792,1.7316804792088123
5.7937658939342285,-12.114544237317308,1.7583146908180958
5.644971126275265,-12.126071119306381,1.8059828578949362
5.834373875618726,-14.709780624724823,1.9011608006946983
5.6329428258441,-22.54666767639566,1.7464666904586355
5.7401653962326185,-21.098506800824875,1.767283183417075
