Intercept__0,beta_col__0,RT_sd
5.780614698455561,2.468385780521823,1.6114478084313113
4.841575751576335,5.090762005637049,1.9498904910052275
5.8531842456847745,0.4234343727510663,1.868479265393433
5.032064061234209,1.697287532491911,1.831599031721799
6.00011946257421,3.831131694665848,1.9105390681246017
4.854104359725932,5.913846416576159,1.955995221860083
6.140691655608779,6.213956703336723,1.9586803021336177
6.392310361647051,7.437208401760495,1.724647682166619
6.392310361647051,7.437208401760495,1.724647682166619
6.391955827672826,7.556236148426151,1.7974169767052461
5.660039702697512,-2.1843569628982746,1.9173504569087179
5.2304524803558285,3.740313346772571,1.829511959082671
5.2304524803558285,3.740313346772571,1.829511959082671
5.291736667238614,1.6053788232494672,1.8750782314510757
5.4487781795972445,6.179509465594106,1.8965264514582398
5.167292786129003,2.951808623351406,1.880052306334063
5.727908708763294,5.5913188882947376,1.889003589537916
5.451695475821074,4.973317532019416,1.643957401975001
5.451695475821074,4.973317532019416,1.643957401975001
5.251638393544703,3.737644244717543,1.987877185187102
5.3214891917479905,3.794550149229457,1.983212741832391
5.587824769359961,2.649280386321439,1.9860843399574342
5.782653655873342,5.828090031241616,2.010967175688301
5.782653655873342,5.828090031241616,2.010967175688301
5.311647137286766,5.09263645036469,1.9996278251991821
5.4372300703724274,4.980466404505202,1.997108824374719
5.796254347819892,3.8150913146493073,1.975685944013905
5.344157096385545,7.961620424484652,1.8243202908299305
5.273102175662516,7.83706185869002,1.813234315977349
4.814327815398272,1.4088378161011843,1.8301752885717297
4.814327815398272,1.4088378161011843,1.8301752885717297
5.5583649607935754,5.886482354298737,1.8061730837948624
5.54187048931916,0.8094905540768413,2.002359120111699
5.52325326428201,5.210452987110362,1.9614016351259553
5.185356807980791,4.895067789757003,1.829774966062814
5.663360357722426,4.854594869654052,1.91104716797351
5.195190150886444,5.223378461785119,1.8191121600943962
5.195190150886444,5.223378461785119,1.8191121600943962
5.243532140644174,3.231004625436605,1.6947026463151045
5.480211913998382,1.3695639440040095,1.851994130129686
5.314035388421931,6.057382179435183,1.7515891704843236
5.314035388421931,6.057382179435183,1.7515891704843236
5.12747247897489,2.798052959599637,1.887474028859329
6.183897717425103,8.270309698597016,1.862263894650024
6.382399024735095,7.370018746709123,1.8774948865962822
6.0425916156258825,8.079560714516088,1.9196165674450643
5.545164442082609,1.0965401515510127,1.737771436100766
5.171922575545204,3.6695185279362894,1.902441016119155
5.735080519035378,2.8319397518780085,1.662177457789917
5.103092203668451,1.1765413863928122,1.7991813363055227
5.01603018225555,1.2916762272807478,1.8150778055075454
5.691915693168283,8.034656964353406,1.826815066561501
5.216303041597741,2.2842983404841113,1.956731206794456
5.375401826991799,2.75571691427419,1.9215561565397685
5.977826800079338,5.275633616387895,1.9023129627979718
5.6573978171429395,4.127822265935215,1.9205753022447163
5.327998245457934,4.6542222264345625,1.9810993953285694
6.012402634960091,1.8248413862219395,1.9707620108088038
4.984158102584921,3.8119286628394975,1.880305392132247
5.624340635227192,1.7434969038118013,1.932018277076182
5.270044236678469,4.843309986932739,1.9585426186684174
5.094934043053156,5.070235237097631,1.9555231569592084
5.4528882115188,4.908423361227315,1.9298888003231502
5.078828101641284,2.643887489065425,1.9145487223505195
5.496252975640912,6.038455961834116,1.978835722020332
5.649496306651509,6.359770387379067,1.9866562378704289
5.347227261115177,1.7554826675075548,1.5435590391643865
6.025836737259489,5.6038308479691015,1.961984587379189
5.452941906499522,2.898112968969484,1.6968698797658819
5.454184299859017,3.119675048169093,1.5735960642102622
5.454184299859017,3.119675048169093,1.5735960642102622
5.164911332462475,2.441810052964682,1.9162389750844329
5.387753833314308,3.970122931108333,1.8444283927082552
6.221580241557182,3.103906791831142,1.908508189415209
4.882154137365272,5.347841011248257,1.597333429017562
5.234920183829332,2.779498813665959,1.7324119121873074
5.641601156227542,0.7534719701532537,1.9380634369329786
5.590656987610374,1.6419871153947767,1.9491096642907977
5.116777041327549,2.175860636825476,1.8694233763889976
5.4473405443370115,-0.1369916241885582,1.9574893570655156
5.441209625441523,-0.7821645741995253,1.9654296093902215
5.063498128127599,4.500777591455565,1.7846189317246117
6.065075360513624,3.0230921493387557,1.9432529048151315
5.801721976386014,3.9663854782395602,1.9495261702266349
5.385247888643249,3.4525479714702887,1.8480585913661036
5.254336836020612,0.936168074259176,1.6560009968750815
5.494522950099082,1.2373016956420138,1.6857216670342146
5.494522950099082,1.2373016956420138,1.6857216670342146
5.279422736515797,1.8454078253246127,1.7084258741601945
5.270901397419145,3.9741060573702733,1.9198905757658709
5.474156198595326,-1.772682426906988,1.7946488280516115
5.508836195196088,0.8800217575418388,1.7237711953445458
5.062182172788391,3.8992389295712684,1.8566138720556198
5.643830041601525,4.342633521625072,1.8253283132978377
5.668948115668282,4.246840491895081,1.8375568383096854
5.520467324144313,7.594990831632627,1.6994999535525424
5.053131550205731,1.3989885924430956,1.8929527823093113
5.618179807891067,3.4391684382656003,1.8879311266731285
5.5822111429972665,6.1385476887056285,1.840090378652792
5.159147746011212,0.08385906434761647,1.6931555345042775
5.39262529639245,4.30729701624306,1.973034719806867
5.3471615052097325,4.432551136200851,2.000654948585612
5.5805435659257,5.185459656405566,1.9938154769745402
6.029609661226765,5.5977931082215955,1.9925622374177814
5.225869373386016,6.3569233357428985,1.9945928408336615
5.349608320071842,1.8390057236350028,2.0051504611766697
5.614940341296647,5.157090977184412,1.995320491262253
5.893012473659499,2.5326200550576603,1.9941030040267549
5.575396429271854,6.4845290850916815,1.9910213109641637
5.493659258514628,6.8794363850661195,2.0071544920758173
6.0768754356705195,4.647531128626883,1.9792196291095363
5.522734251108608,8.577024470158346,1.9460925594492773
5.522734251108608,8.577024470158346,1.9460925594492773
5.7025215416951145,5.70812509562392,1.8889385123060978
5.436714267794555,3.2134097811999456,1.9778152103969056
5.838681147381284,5.732342465966114,1.9687983073063529
5.126259189967836,5.135434296269835,1.982568396995774
5.5434832909477585,5.737369583123734,1.9753949866263212
5.261825644858394,4.39147653833572,1.9267792745300505
4.9496424594783015,1.8964635791375304,1.9102229607265562
5.063556460739496,1.3530720825345441,1.8568408273877839
5.319282919164989,2.3344450167849766,1.9575588152528114
5.628129815105122,5.488763819427282,1.9687028248896767
5.766835275423038,3.987330298049592,1.8400707928663254
5.725179786587281,2.5813195840480927,1.9133963897994788
5.413695818966187,5.394778126682715,1.859283490793997
5.892959711353941,4.624542431606775,1.9542680080527841
5.417255975328942,5.124546333536017,1.7878156666107954
5.826514988212471,5.818285502162414,1.8236504627505554
5.377753080147521,4.670872128897456,1.8193734367253573
5.504005089932239,3.037557908610925,1.990174014030134
5.593724701049278,3.976244958681325,1.9705331539777522
5.986579962491898,2.0224098802423702,1.9555649841872542
5.104132636699644,4.555337851855832,1.790527648235589
5.536311089049406,5.122568005624995,1.9214037648105882
5.472878524698671,3.9216540188714393,1.8761127004092135
5.791491890441109,3.2655456149918596,1.9413894665343812
5.398770661369648,6.301124455415401,1.9670935869501451
5.717715675115224,11.197273030899733,1.958877085406146
5.600451806995011,9.98616242488203,1.9637657675487474
5.531804847639446,6.141020358513465,1.9832406017486202
5.599740154804649,5.8606185149133045,1.929903584081864
4.832176451582606,4.345307670135203,1.9826572082294565
4.501922427036515,5.582730395100669,1.9739632037943577
5.150426262620102,3.05614197699661,1.9771887413490488
5.775559708364175,9.341646073508628,1.836764191797216
6.286700167180688,7.444406487828739,1.734250007236658
4.975159438172667,5.801268521547458,1.9442798203039695
5.1489014081169815,3.174880928172171,1.9656448158250133
5.49435833438976,2.6411195294304046,1.9454952086246033
5.49435833438976,2.6411195294304046,1.9454952086246033
5.539689500608238,7.775974975369667,1.9936100819765208
5.333632814657054,0.1808144382737309,1.9298756157444168
5.715595498191391,5.686194288684877,1.9795752989651687
5.434792410648764,6.809148749464145,1.9668605570549462
5.4953389855706085,2.6680309475507133,1.958526145845425
5.626555783941303,4.094962776930769,1.8294520549034377
5.3437452822653215,2.851395427857076,1.968602052137178
5.379692201054562,1.057210945177987,1.8817819566407663
5.390966468205429,4.414493308457203,1.702240395301709
5.402717014289256,3.3875670086600698,1.8293303682255764
5.359820485726494,2.620735665857218,1.7811826396929211
5.096291311667874,0.5925312477996525,1.8990492695506362
5.382183839127484,-0.2110441559095193,1.8075110140068413
5.189076635492402,0.5130835646193012,1.7778012951419397
5.244246976760457,0.32930994129352253,1.8249233200289563
5.140605654241846,0.6650883550090667,1.8554192347334832
6.133445779678512,5.680945367478527,1.7950559544698554
5.705427185666224,5.546756141655162,1.8113492971314105
5.3054286971391145,4.194290943312096,1.7866485988822502
5.842613556842796,5.690120611334773,1.9187708285112104
5.523643395733233,6.942825354820402,1.9623794038783469
5.452522732960769,3.8858869473815925,1.982483731322262
5.133475834460677,1.8572023866450245,1.998504011991657
5.003156668379145,1.0625723751586253,1.9988701152142132
5.726725891228694,6.662036724634184,2.001066532378737
5.24088639753181,3.4218284694776973,1.9829577561099718
5.6368214357088675,3.8349996242332227,1.995251403094404
5.906264303723623,3.064854481973721,1.9879210517135677
6.094865586971141,2.890408871484305,1.5574734619500887
5.582683401702985,6.305439745226915,1.6556019762270324
4.953682696814725,2.8303117781687597,1.9342626249090047
5.667931506238924,2.245489236339407,1.8082672708827163
5.663556905560741,-0.8122231670806546,1.8062008288527405
5.53056916726951,6.765319639548823,1.8294614319584654
5.308691544023109,1.9200887057446518,1.8688673071394846
5.458358256908695,1.7889942267131074,1.8599596108033498
5.881091481662167,6.3807982217461605,1.781969938478408
5.49273159361413,4.336950135895218,1.9777811574881066
5.288205331512859,4.46627335048601,1.9704941516071373
5.5679116606578845,4.606315021397893,1.7928655166893097
5.179057584384916,0.9395921059937126,1.7053416644425312
5.066658397560525,2.068366466826909,1.707830808755881
5.6489325289087775,2.6750695167662997,1.896305551509978
5.505052802071394,4.356291141606383,1.9597059064971771
5.347901427592851,6.510963279967561,1.8833409382610746
5.420071630953685,3.3936755305745243,1.8630789339362936
5.774746928408137,5.389332948822111,1.8815954846776257
5.237666703666464,2.334355505523278,1.8897419565521958
4.78004083995757,2.565947030347411,1.8127586778961722
5.51992687826161,-0.12386427785714293,1.9636463624191378
5.242719854188083,0.9218536404624905,1.9691087212180503
5.307935615770025,1.8310958064881113,1.9926949387679727
5.125620157212718,1.5540409571801215,2.0022426374326114
5.186078996999978,-2.838222577561047,1.9971344744821151
4.80018732123032,-0.5967123743250116,1.9543214317640645
5.579788522595839,0.337057161655576,1.8807942676039464
5.4462000623221325,3.6050287077186063,1.907631174903928
5.399014569750206,3.6591812315590495,1.8091435437645738
4.864295659661327,5.638990160308247,1.836839255281325
5.5325017162731855,3.66938172890142,1.9077667003946979
5.505918205763096,3.986366153166678,1.7168068741049407
5.381563873867034,3.3414540395990877,1.7818915691855366
5.61512176067598,5.2088440073400735,1.7771410002264882
5.4532372315465585,3.6293630696735013,1.8198776604129037
5.557145844885285,5.6647546975010545,1.6689636775235035
5.620853391239452,7.93587598775311,1.924239925109801
5.498627954020135,1.4185881932874942,1.9367490286809939
5.290806804381254,4.123916775174131,1.691044684694433
5.6149719184583935,3.5067588362046562,1.7935342685834985
5.729215180649704,4.56730917505757,1.9737305993254055
5.428148753745389,5.533671421721728,1.9675465957841929
5.751512067745628,7.431228073641671,1.6040170338721416
5.713054461192524,8.21001583423521,1.7846702075986542
5.351332205321038,3.835763381648518,1.8280877009394976
5.371179734437576,1.2561252808282162,1.8532147782067552
5.6400284979980375,6.430891952696461,1.8258825704275359
5.756112726753501,6.391784771079833,1.8267584850575134
5.599101557306331,1.9722383528297773,1.7835052778930807
5.248459921690406,1.4881128925324472,1.8827406349749265
5.4807623051454595,6.392127870949376,1.732966949654383
5.608571158169361,3.7862633007169455,1.8363607203337382
5.373121203562578,2.5429019417739123,1.7589834044933605
5.232931244287986,0.9103713288892796,1.8148560931810622
5.2554760668573755,1.8082193737114927,1.853914472096454
5.281574559863264,3.6698014439729922,1.871838377198924
5.315295257485772,4.98432712386338,1.7554410699557652
5.491126122961234,1.3290248052981715,1.7394669422499178
5.193378927419476,5.960515536017967,1.879217248411485
5.341877763582976,4.6148604082722136,1.803642800665396
4.929624728847088,4.0904974092265345,1.978199785651779
5.407965875406983,5.004173467158829,1.9778431872387756
5.5059689905455995,2.6342263316144674,1.4069370026232377
5.901457507307308,5.5740999403259,2.005480861480447
5.142369841359098,1.6590468083892225,2.0117983044978356
5.543735263270952,7.099393440115742,2.012356068110603
5.424608832271528,1.235347651776657,2.0122877300791635
5.2723460098613115,4.5892890817796355,2.0137327877833586
5.109585307303748,7.207725977613489,2.0136985793907374
5.278229691417001,7.689387133270571,2.0136721416814347
6.067142390678266,0.2962047945903423,2.0125979259264084
5.310474458564156,1.2835959415658698,2.012839571033964
5.6378199120541135,0.2958278862168702,2.0132206943010105
4.8530169662188785,0.40238924975888324,2.0135008586374985
5.395143370999658,1.790231875712109,2.013553528037307
5.280371600793967,3.904941354833228,2.0131788219783187
5.0704596405910936,4.003071625341925,2.0129930378996446
5.686922000743713,1.5014694375944306,2.0129873780545613
5.7303071521876845,4.908664106940584,2.0122109540134625
5.725308640636669,1.4385404183548927,2.0087879264141355
5.4033813242348065,3.988310518408535,2.0016311930274946
5.739380548748128,2.654600017681616,2.003703519470574
6.064203819424733,1.258443785025381,2.005432798332577
5.724551531744245,2.1072458792217996,2.0030245991983753
5.479778536720649,5.81410385855736,1.8799908690038245
5.349436800862629,3.717558779431899,1.778036395294457
5.69413583091829,6.2938141066950894,1.8503176772020724
5.147304871876207,2.933821566898179,1.9402842466265344
5.396018630718553,3.2199812015921854,1.9079376899071858
5.5809124695435885,4.224897495356842,1.8050675815651656
5.298111540934,3.7965601497028056,1.980567047661016
5.391506370310582,5.12488370797298,1.9690951640670564
5.0262474560119985,-1.1961301761225938,1.9620606523491877
5.389177904899323,2.316072096396129,1.9953548802546914
5.554371986085904,4.425226634313635,2.004074675020187
5.411030830374759,4.4896080974608585,1.960026493437202
5.754806055639056,8.869421535007376,1.633714061087449
5.452765195264613,6.374094264030821,1.659845099276278
5.700328471601577,7.006919833865789,1.5615990158452582
5.44932400979727,3.296343951867583,1.9148699960336606
5.718100076945803,4.129645279834472,1.7392346402217584
5.291724065447872,4.036283151594099,1.8678023398480852
5.390571948607331,1.465031469681288,1.8722454205971086
5.525893747396071,1.8665672396541582,1.9303668912963472
5.1745156627164235,3.148207297659268,1.764243612435133
5.7728481785553,5.068601802616107,1.7308387593712835
5.7728481785553,5.068601802616107,1.7308387593712835
5.272769961960888,4.695658769082462,1.799723184967584
5.744331800842908,4.4866337841681165,1.8063057515361578
5.575186730507321,3.1454509890908273,1.954597878560272
5.559997995851854,3.44624731960653,1.52545813360966
5.259394779503035,3.4092103851439908,1.9038773051868745
5.093057091635962,-1.427519073799849,1.9550526347368167
5.128837649514121,2.3609546746440566,1.9651935800219251
