Intercept__0,zeta__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,zeta|setsize_offset__0,zeta|setsize_offset__1,zeta|setsize_offset__2,zeta|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,zeta|setsize_sd,zeta|setsize__0,zeta|setsize__1,zeta|setsize__2,zeta|setsize__3,gamma_sd
0.012218473511960584,0.005790186078979755,-0.13075418136930483,-1.2093703075550697,0.7865098285382455,-0.2830092217794152,-0.5500748764215422,0.06534656181131157,-1.1548007865209264,-0.8799535410287703,0.009053833346672356,-0.0011838265674982574,-0.010949437219017494,0.007120928913105124,-0.0025623183295622617,0.009586931697500219,-0.005273530268764199,0.0006264730247515202,-0.011070996264595654,-0.008436054494816278,0.055680163221613385
0.014381314663231698,0.012854520644887582,1.7931893862506028,0.8259572041353599,0.30356879051736196,-1.420576992253094,0.10475748262693027,-0.08163794123939688,-1.2537992517939125,0.48624311771506423,0.001097661876445966,0.0019683156265348266,0.0009066217345552828,0.0003332158882297199,-0.0015593132069524976,0.0015175120523634744,0.00015897074246162398,-0.0001238865597609259,-0.0019026554758415687,0.0007378797915114015,0.05554805100567653
0.010977858974697672,-0.017299528493804568,-1.2396078212250492,-0.13019232130165026,1.6043000932843174,1.1774569190828923,1.9478562594020903,0.3157230368006262,1.2315582463699322,0.1378237003401922,0.009294202316974056,-0.011521165884169014,-0.0012100337742940285,0.014910689644124798,0.01094352282547735,0.007938770891482497,0.015463584572933294,0.002506452854323268,0.009777058757446846,0.001094150780417124,0.0567034289004651
0.013122245520334303,-0.00551333159072118,1.324572334031038,-1.1826921994871442,-1.6236861304609242,0.5997342309617892,-1.3324328415403957,1.1093411851309392,0.4419457413771456,0.8966570454307794,0.007785974295736506,0.010313086145609371,-0.009208411064974976,-0.012641978476112627,0.004669515306541792,0.006027860146616842,-0.008031718823564784,0.006686953518851484,0.00266398712141433,0.005404923269335403,0.05655582007156463
0.010701342692197635,0.0151921697915683,1.8632660054206807,0.41182445441970805,-0.21523087775010674,0.5336343145226298,-1.3622025982880606,-1.3476753107533654,-0.8995560774096346,0.09390311474819985,0.002374821000604962,0.004424923239386351,0.0009780093629186035,-0.0005111348084595927,0.0012672859767717745,0.010304609812074648,-0.014036966260352729,-0.013887268230679881,-0.009269574381786702,0.0009676349576186717,0.05706993334790592
0.012513871093185917,0.011814154995833315,-0.22558071572679594,0.4241538267106529,-0.04122459022832807,1.4575703406785623,-1.0191044892511063,-1.562432851597012,-0.7025976135336472,-1.0876246713403104,0.0021296086267207225,-0.0004803986382336196,0.0009032816484196127,-8.779224298327425e-05,0.0031040543715613288,0.013448345064599269,-0.013705268828331073,-0.021012136128542438,-0.009448775148364449,-0.014626751880955866,0.05788110871250011
0.010892253397980273,-0.001405312775732439,0.321440895039958,-0.4017420202874775,0.29195505318163484,-0.02745164590367513,-0.4596667300839666,0.17006160610192222,0.4426482902373038,0.23588831353576672,0.012171956930435268,0.003912564730106932,-0.004889986568085228,0.0035536643329497973,-0.00033414025160909345,0.022968591480459898,-0.010557897340457454,0.003906075557065938,0.010167007747984676,0.005418022308617665,0.05366909717769415
0.010892253397980273,-0.001405312775732439,0.321440895039958,-0.4017420202874775,0.29195505318163484,-0.02745164590367513,-0.4596667300839666,0.17006160610192222,0.4426482902373038,0.23588831353576672,0.012171956930435268,0.003912564730106932,-0.004889986568085228,0.0035536643329497973,-0.00033414025160909345,0.022968591480459898,-0.010557897340457454,0.003906075557065938,0.010167007747984676,0.005418022308617665,0.05366909717769415
0.010892253397980273,-0.001405312775732439,0.321440895039958,-0.4017420202874775,0.29195505318163484,-0.02745164590367513,-0.4596667300839666,0.17006160610192222,0.4426482902373038,0.23588831353576672,0.012171956930435268,0.003912564730106932,-0.004889986568085228,0.0035536643329497973,-0.00033414025160909345,0.022968591480459898,-0.010557897340457454,0.003906075557065938,0.010167007747984676,0.005418022308617665,0.05366909717769415
0.017552736229450763,0.0001975140813679139,0.11227895374638999,0.31057161487705975,0.2309591269301443,-0.3254609550440478,-0.6425901171351585,-0.24843932027282778,-0.13588937870183948,0.35875222450031774,0.01860949920638528,0.002089455100637214,0.005779582220580438,0.004298033689313957,-0.0060566653846016024,0.010400047059619376,-0.006682967458251975,-0.0025837806222972592,-0.0014132559334015696,0.0037310400175464397,0.05406188012363854
0.02078012747706335,0.0013377292320635545,-0.11864072715337179,-0.07928253825792769,0.2504580931568892,0.20276296347286893,-0.6589559492099234,-0.5506354523354796,0.07227988513558742,-0.05574650526903446,0.010861321919052183,-0.0012885951303232067,-0.0008611131705789233,0.0027203059770089344,0.0022022738195398486,0.013924232577922548,-0.009175455895404692,-0.0076671761039688036,0.001006441931333446,-0.0007762273047724206,0.05643336433536131
0.016248290027931066,0.003309578344339649,-0.8706861983807082,-0.5409811251320846,-0.4794519779443711,0.021080217280270597,0.5003769202348536,0.32874020702729667,0.36653045969952763,0.2550376166774103,0.017944896878042467,-0.015624374043076634,-0.009707850503462647,-0.00860371630218523,0.0003782823252611847,0.014117905322954934,0.007064273985667436,0.004641123118659978,0.00517464232801708,0.003600596926043751,0.05659267336965633
0.0092565134439275,0.003300750949610887,0.47461223008876074,-0.7673597027930688,0.7195702341184429,0.797310616309457,-1.0538786439224002,-0.7443403425320798,-0.23805119853490075,-0.20470327535126992,0.010566803661579338,0.005015134250732252,-0.00810853931722223,0.007603557384646264,0.00842502473983485,0.007986212934890735,-0.00841649925789818,-0.005944460471490697,-0.0019011275609056668,-0.0016348039454248118,0.05613981353308862
0.017302814135884068,0.005915921503294959,-0.10902189985826127,-0.05096329167505781,-0.7298520556950021,-0.09760158482276773,-1.2799452101485902,-1.4242117749070469,0.40097582682677735,0.8251649357424617,0.01947361435282347,-0.0021230504338519197,-0.0009924394882305345,-0.014212857467219907,-0.001900655623062967,0.008546188651957842,-0.010938653230099677,-0.01217158250869534,0.003426815060936417,0.007052015209835748,0.057523951298899915
0.010377618524162193,-0.013103165678906185,0.4280865259696085,-0.6299387883516568,1.6150032306667863,1.1220114636751997,1.241857935926493,1.5122904387163114,-0.15363638900315635,-0.2523039431996406,0.009509224468432895,0.004070770867356635,-0.0059902293398085464,0.015357428237654779,0.010669458864242415,0.010329019830251706,0.012827175246540198,0.015620477930600833,-0.001586913308661867,-0.002606052432559788,0.05324688900515897
0.008372129064668072,-0.008216477262998421,1.0515684126739875,-0.4080095420006481,0.9109998368846199,0.6927503132340772,0.017044490230675113,0.24087588730411513,0.623681971188889,1.0645214702609613,0.010801889419562418,0.011358925710809192,-0.004407273954817308,0.009840519499267064,0.007483012278921729,0.01215655298557098,0.00020720224860124896,0.0029282204869589,0.007581822928903083,0.012940911657505298,0.05661191037546038
0.015388370148030517,-0.009879892926101239,0.41099839213209255,-0.457938057041173,-0.46203966248155537,0.5690271758672045,0.3296297530562171,1.0118746546968753,0.4011163714213798,0.801424742192327,0.0095755514900471,0.003935536266187421,-0.004385009444449878,-0.004424284578536116,0.005448749021752504,0.01800680051091551,0.005935577205745644,0.018220625049178152,0.007222822481847077,0.014431095457169125,0.04970143032465507
0.015388370148030517,-0.009879892926101239,0.41099839213209255,-0.457938057041173,-0.46203966248155537,0.5690271758672045,0.3296297530562171,1.0118746546968753,0.4011163714213798,0.801424742192327,0.0095755514900471,0.003935536266187421,-0.004385009444449878,-0.004424284578536116,0.005448749021752504,0.01800680051091551,0.005935577205745644,0.018220625049178152,0.007222822481847077,0.014431095457169125,0.04970143032465507
