Intercept__0,obs_rt__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,obs_rt|setsize_offset__0,obs_rt|setsize_offset__1,obs_rt|setsize_offset__2,obs_rt|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,obs_rt|setsize_sd,obs_rt|setsize__0,obs_rt|setsize__1,obs_rt|setsize__2,obs_rt|setsize__3,pred_rt_sd
-379.55371254880487,1.0177625783589537,0.09458217696035029,1.3963125108872978,0.15304950155265812,0.41686583540040056,1.1632062946846904,-1.1268300311559079,2.052968140572222,1.0206545129320057,59.31691737233394,5.610323175652565,82.82495383425798,9.078424637475917,24.727196313794522,0.002919781086336392,0.0033963077387277945,-0.003290097012484867,0.005994217547693965,0.0029800877425427523,446.7002174827363
-474.8285190245841,1.0444838602949627,-0.5551116992797989,1.8825079471588284,0.4950744111276027,0.3248451983520467,0.5328902083309176,0.0121795643832594,-1.3114496607685338,-0.8498429068064212,69.76697918960265,-38.72846637155869,131.3368927736916,34.53984613844425,22.66346819326959,0.004926151176937266,0.0026250977269476946,5.9998375421176504e-05,-0.006460399289888891,-0.004186454635576239,457.89904623919915
-326.7433748997456,1.0272622885302483,-0.6422621175765529,1.6401669674969648,0.600686349120988,0.6400048400517884,-0.014769888572136902,-0.6153633943400663,0.607611644942134,-0.5206169776856083,57.8264253791316,-37.13972241588358,94.84499275527979,34.7355443437078,37.009192125537794,0.029334095621612957,-0.00043326132369563236,-0.018051128651611827,0.0178237380935381,-0.015271828205664773,450.6940597481304
-299.65035103941125,0.9931171132193556,-1.2010391486797907,0.8240213463193907,0.23885038527311642,0.6484167221223665,1.457925289510839,0.3396623366530584,1.2866506445748687,1.4700602713403845,83.56920520440357,-100.3698870745436,68.86280898337407,19.96053686003992,54.187670109010774,0.012776429432422319,0.018627079579179112,0.004339671875099474,0.0164388011645915,0.01878212131818803,410.4994243107769
-225.37428568446222,0.9907674637189149,0.17003832445151562,1.4375476855889988,-0.54564468887502,0.06893563283323201,1.1277604217225203,-0.5720798250929555,1.453839977887531,0.962384201756137,50.35729577774452,8.56267019795706,72.3910139978173,-27.477190987234767,3.4714120522090606,0.008261453454680474,0.009316940232091423,-0.004726210847367199,0.012010831307871528,0.007950692288328148,430.7578921968689
-177.90172371927693,1.0056012135606858,-0.22853524983058113,1.3866814179477926,-0.3681650989142108,0.2874242078286797,1.005181248288523,-1.3246429829501616,0.36063197560730403,-0.16494986722029423,64.05727582738403,-14.639345534677656,88.82703407418975,-23.583653291163724,18.41161176034909,0.01678197355673725,0.016868925128506133,-0.022230123511987162,0.006052116278355689,-0.002768184309878298,468.30050752872154
-129.80615144091408,0.9618162927511769,-0.037380142403720444,0.8136783848033804,-0.15460906331593885,0.10587932375233848,0.17474941227568852,-0.29163850486597087,1.4546778442077704,0.51260155569982,67.629964281802,-2.528017695612286,55.02904010112696,-10.456205429699809,7.160614883552002,0.04028942924723269,0.007040554081876848,-0.01174994890756626,0.058608140081725935,0.020652424110389304,488.0218796457152
-335.9356547422644,1.0211252280233074,-1.1005230592940367,1.080824643242423,0.8675654554943053,0.2597447492288146,-1.234493131335038,-0.47754834083181774,-0.9242503880703918,-0.905167873311259,52.843867475772456,-58.155894699365746,57.11495421205165,45.845513956699236,13.725917105775228,0.008326477128707103,-0.010278978823607208,-0.003976295337788155,-0.007695749717466781,-0.0075368595947666464,485.043681779185
-286.20159708970715,1.0275734024004326,-0.2742087547975376,-1.5319166191229747,-1.0877827543204972,-0.47264991550262264,0.1762496195745193,-0.8913621052946842,0.5152774019172818,-0.29478400391158976,54.11614433992126,-14.839120553893622,-82.90142087718309,-58.86660854328514,-25.577991049591514,0.00441713400444744,0.0007785181878935344,-0.00393726586557301,0.002276049333732156,-0.0013021004476450504,486.5370152708675
-164.10164132451007,0.9879964802916544,-1.4876493948293712,-1.8512331011091356,0.8386861371065243,0.09441716895366073,0.9754376348591266,1.2351117864851682,-0.22832937105152917,0.20628912291886914,49.988835714394654,-74.36586119874407,-92.54098736039393,41.924943523758316,4.71980434744279,0.00827743292280243,0.008074119592923468,0.010223554964793656,-0.0018899810531846995,0.0017075443776646845,433.49510148607624
-271.05902184751704,1.016453043343651,0.43401859030145107,-1.2457282128155451,-0.6680810647854106,-0.5274245917735914,1.1713744203361676,-0.8735904124204257,2.0425704340784145,-0.6216600787246509,65.44837787563705,28.405812703100672,-81.5308908026938,-43.72482197963351,-34.51908398330162,0.009776047889361431,0.011451412429579361,-0.008540261707509085,0.019968266380944347,-0.006077378700516385,453.1590672673915
-166.52867029969323,0.9832025633928106,-1.251288010460458,0.37008416893715823,0.9959505962066036,-0.6115570218606359,1.3619213050799306,0.48521806329152045,1.124149998328401,0.25577879157767086,43.39799233055842,-54.303387481282655,16.06090992519588,43.22225633578927,-26.540346944407023,0.010816893453791644,0.014731757649498474,0.005248552092479508,0.012159810757998367,0.0027667319362352453,466.647182440761
-316.0791507366743,1.009956534959324,0.7262458298967153,0.9202873686882103,-0.7132074446578444,0.9451759086240777,0.1828123420456141,-0.0769062530124624,1.327654295908474,0.17659576253856865,92.25841595748678,67.00228986200135,84.90425486085789,-65.79938909321963,87.20043213083568,0.018197399660565005,0.003326709251087952,-0.0013994938224643097,0.024159855833712537,0.0032135836692765672,418.8087208207817
