Intercept__0,RT__0,1|setsize_offset__0,1|setsize_offset__1,1|setsize_offset__2,1|setsize_offset__3,RT|setsize_offset__0,RT|setsize_offset__1,RT|setsize_offset__2,RT|setsize_offset__3,1|setsize_sd,1|setsize__0,1|setsize__1,1|setsize__2,1|setsize__3,RT|setsize_sd,RT|setsize__0,RT|setsize__1,RT|setsize__2,RT|setsize__3,best_chosen_sd
0.9480019139855922,-0.013192251869266449,-0.8638120015225638,-0.680932488948177,0.028964307105406595,-0.17730420192819196,0.16076626367402527,-0.6340023975649007,-2.4471862187600975,0.6045388353571919,0.06798735829230121,-0.05872829604470438,-0.04629480109898815,0.001969206724863524,-0.01205444430322251,0.0019268861082895057,0.0003097782801550871,-0.0012216504124900475,-0.004715449129326355,0.0011648774837712897,0.10840615984012947
0.909437206489651,-0.010097577322869287,-0.7045228950859058,-0.1224071964401949,0.4274327976708374,0.6571615574913986,-1.6310952015582387,-1.575278702243571,-0.13942536642831393,-0.35051427311280314,0.007272532935621172,-0.0051236659584114295,-0.0008902103676683681,0.0031085190988258656,0.004779229070880303,0.001923093529056802,-0.003136748627392249,-0.003029408278745608,-0.000268128019964664,-0.0006740717304652803,0.11163645318311283
0.9246021585975887,-0.015454685289022262,-0.34412100831030823,-0.40571713734927883,0.2734045411201934,0.00880882217941592,-0.1384625592478474,-0.5554140908898754,1.0389810179303058,0.7424518676767831,0.02229304715279402,-0.007671505864528724,-0.00904467127362408,0.006095020326980483,0.0001963754882062969,0.0017210832916176731,-0.00023830559723609228,-0.0009559139117595841,0.0017881728702677715,0.001277821504288847,0.10658519775883145
0.8874225116952913,-0.006311346715969349,0.2525790989552682,-0.8418096505351492,0.8129526485374037,-0.8999384517588159,0.11396553221599402,-0.20029506341356895,0.1592502023920741,0.04630252484565528,0.002808634332228621,0.0007094023289291365,-0.0023643354856943974,0.0022832867191583395,-0.002527598032502481,0.0035144023121533026,0.0004005207299256711,-0.000703917433973539,0.0005596692794975866,0.00016272570037610665,0.10792489219630126
0.8618721436874268,-0.0060679486665443155,-0.27356662767227713,0.26750724194440556,-0.07812007998539772,1.5391514283779353,0.004621960630830424,-0.917407006375885,1.2608430937025135,0.20356069587929443,0.02711401553772943,-0.007417489793310364,0.007253195514535758,-0.0021181490625327396,0.04173257574395778,0.000254146104495896,1.1746532894589464e-06,-0.0002331554169076728,0.00032043836064504777,5.173415788619647e-05,0.11004154412815087
0.8902356548168702,-0.007090241124327573,0.2660719145516333,-1.0940556205769918,-0.8103147456928654,-0.4536748106684191,0.8116588771504176,-0.17146116956052695,1.0553291339396573,0.855303190316569,0.01266357067832066,0.003369420495440704,-0.013854650677190708,-0.010261478053767033,-0.005745143029873269,0.0021601403366295437,0.0017532970801160607,-0.000370380188533372,0.002279659030643376,0.001847574921450756,0.10953892415176739
0.9308549618388228,-0.015475386454130468,-1.0023986379235184,1.5994967607891846,1.0390122644906516,-0.1142967511312099,0.0560569087454314,-0.898310283915255,0.1183417633986174,0.15226581885333898,0.00441379015130853,-0.00442437723575191,0.007059843049821198,0.004585982100097611,-0.0005044818744694964,0.005818829617711519,0.00032618560088526813,-0.00522711448594093,0.000688610557876084,0.0008860088565089059,0.10995615433607674
0.907753064706898,-0.013710515737219242,0.49550065814864713,0.7511080082344563,0.7950578369016126,-1.4153164963632654,-0.41017233344881376,-0.3095930100891558,0.05265335248745129,0.47145726006484945,0.012991358478370438,0.006437226676277559,0.009757913390948638,0.010328881370226625,-0.018386883964606453,0.010835444574770628,-0.004444399585188958,-0.0033545779015574516,0.0005705224825536396,0.005108449010805898,0.10845656179788188
0.8937125980801924,-0.014058808546012493,-0.06499899657215302,0.02332137522259639,-1.2944425819217673,-0.8184817340275408,-0.014111665984837124,0.9933444711732726,0.7498071247330343,0.9313195282185092,0.009556435982668976,-0.0006211587496795006,0.00022286922934254484,-0.01237025766737611,-0.007821768294218089,0.007710960461767067,-0.00010881449845874228,0.007659639942132021,0.005781733092767675,0.007181368059364482,0.11413287429634095
0.8978572354405154,-0.013714177438710826,0.7757595064770538,0.7552384312719798,-0.6850521116290624,-0.9843509776585024,-0.1912478767983768,0.15132636384683867,0.3474604602297903,1.2905531084578352,0.004986726135041582,0.0038685002054560835,0.003766167223411787,-0.003416167268926069,-0.004908688746343386,0.008233146503277333,-0.0015745717881217702,0.0012458921233592733,0.002860692873168031,0.01062531281219332,0.10634845113726132
0.891532213401836,-0.012052852078768897,0.6724904373057847,1.3539283268215965,0.5940666624526177,-1.4471839196368725,0.1620382792803911,-0.1486390021569286,1.3729366223823531,1.5060783761095997,0.008307346532242235,0.0055866111023182745,0.01124755179072592,0.004935117628246472,-0.012022258316312099,0.003453936000028397,0.0005596698461891983,-0.0005133896005581143,0.004742035225803802,0.005201898322109254,0.11381285888045292
0.9131862767657736,-0.01281553471795174,-0.24472890045650117,-0.3106528630746286,-0.0506670116965896,0.8916690666720934,-0.7217185561037953,1.7357641239631876,-0.9396472567171013,-0.28378953123817763,0.02766747394191266,-0.006771030476213183,-0.008594979994097848,-0.0014018282258299768,0.02467023066695973,0.00048394954292244464,-0.0003492753653450785,0.0008400222544131621,-0.00045474186039657017,-0.0001373398139288909,0.11338288088373621
0.9037737372660817,-0.0125607845424253,-0.19876436852402907,0.29474283858751116,0.37951540946909845,0.5049822126241239,-1.0940676195155137,1.3316695767466287,-1.0158004543729677,-0.6118888828967833,0.044006077833230725,-0.008746840271741378,0.012970476295669376,0.016700984648007577,0.022222286553134265,0.0005327145663707999,-0.0005828257575105401,0.0007093997811257669,-0.000541131698570557,-0.00032596212091947306,0.10620515465119602
0.8838091784980494,-0.007459195399251837,-1.2464799660273405,-0.2647499669961242,0.9123881418615137,0.08597513347648775,0.9380087105091044,-1.362709952123743,0.27578835959026987,1.3039916074071534,0.01295122169382195,-0.01614343837692774,-0.003428835515998849,0.011816541096062736,0.0011134830138099258,0.0019383408637874936,0.0018181806141684103,-0.00264139638569135,0.0005345718471507396,0.002527580218673224,0.10874825319130171
0.859147873267029,-0.003303838587937166,1.2142761574044485,0.09791900205373033,-0.16017375855081148,0.051164654931646736,-1.5647377804768494,-0.11995669157232527,0.5291737914882158,-0.9553698862658009,0.0092532238753636,0.011235969130979613,0.0009060664476553549,-0.0014821236468290934,0.00047343800658825356,0.0015113855299298531,-0.0023649220395472654,-0.0001813008078606708,0.0007997856112734066,-0.0014439322218328609,0.10691485734893776
0.9173714010064774,-0.015657182108517333,-1.2692166832372298,0.35776182897448516,1.1649798611655449,-0.3912274751700131,1.2310169148068353,-0.24941872213654478,0.20305274958596986,0.6809099813109022,0.02294691514224536,-0.02912460752736682,0.008209530330612008,0.02673269401659054,-0.008977463674041194,0.004600039389992732,0.00566272629785877,-0.0011473359464297581,0.0009340506463417918,0.003132212735069365,0.1089522351195349
0.9034895488845557,-0.011596178262841933,0.8327067622740433,-0.819853218303016,-0.9248898663077089,0.4319054931099513,-1.0289303365038558,-0.30924344576613205,0.6360220124165586,0.4078333527266478,0.011669869261601549,0.009717579048989606,-0.009567579871299471,-0.010793343821191098,0.00504028063796068,0.00542709444532411,-0.005584102113865543,-0.0016782933867702631,0.0034517515306897676,0.002213350123200699,0.10726046504333192
0.8775894834549501,-0.005111182181103478,-0.7774649217972366,-0.21108940703999376,0.9210327750071562,1.0798603291596967,0.5733474567635011,-0.7904608703709799,-0.11609795439420631,0.19906556086513794,0.020508837510190846,-0.01594490175101276,-0.004329198349105768,0.018889311524181933,0.02214668002443742,0.0036599646069660477,0.0020984313992484104,-0.0028930588087493635,-0.00042491440402395343,0.0007285729072322504,0.1064028846468035
0.9026788048318005,-0.005894687485670938,0.0018259356334539012,-0.41870173012829615,-0.5582026763742793,-0.5587140206064981,-0.5852239960332231,-0.8647544064849595,-0.21932208860351443,-0.1520228152928016,0.004902548920976044,8.951738769561134e-06,-0.002052705715251281,-0.002736615928744663,-0.0027391228188585748,0.010555908588487217,-0.006177571005915908,-0.00912826846634675,-0.002315143918734792,-0.00160473894159529,0.10729305844432907
0.9359700140336336,-0.01206987045435001,-1.1044671360430953,-0.1755897203476576,-1.4687926569644456,-0.4112668104491851,-1.6081343935487675,-1.1357941824810909,-0.4506346313167505,0.19587235409320572,0.012134083406901254,-0.013401696348928273,-0.0021306203120929437,-0.017822452607050687,-0.00499034578048066,0.003972827050466023,-0.006388839819475316,-0.00451231385192282,-0.0017902934531719697,0.0007781669867799469,0.11181174885493887
0.909484651120695,-0.008485464049117096,0.14097161707952993,0.39086808458169814,1.8861031506862826,-1.220158794001853,-0.9209731586292422,0.042420842673893955,-0.5128907771901237,0.39033712729043235,0.011178389308434886,0.0015758356171545942,0.004369275617696477,0.021083595294236895,-0.013639410017463117,0.006096272946853061,-0.005614503751729262,0.0002586090355755696,-0.003126722169674592,0.0023796016692530023,0.10606858940293559
0.9070733886018723,-0.008993392967302656,-0.5731170463132198,0.3497898390404809,1.33198537594468,-0.6053535127237452,-1.46974945472182,-0.4354011803943674,-0.5213631841200271,0.3596535822410092,0.00835016718667188,-0.004785623154246956,0.002920803636187062,0.011122300579340074,-0.005054803038282375,0.0025097928487173874,-0.003688766670867103,-0.0010927667688768925,-0.0013085135910889706,0.0009026559887240756,0.10481627721879472
