Intercept__0,beta_size__0,frac_items_seen_sd
61.41155438930811,-179.0812072711626,13.556226223379259
61.23808168474623,-181.66460999269975,13.5547842036192
64.44892960690592,-176.1358266347134,12.743831061040694
63.02323971189826,-180.87305129503986,13.104387303865387
62.99713805469465,-183.66464733384782,12.989850182091574
63.72748269380585,-227.6255525308517,13.383863957405147
64.59995315891854,-227.7807437973866,13.52278060070521
67.00055834933734,-229.92218355394485,13.007131217218742
59.78579141421173,-239.22835172939625,12.605978579349761
65.47131707443499,-246.5475828250035,13.618890930380026
59.37424770471488,-254.973204498382,13.779915135519406
66.07894941207445,-261.2748764171837,13.787327254066346
64.74697766323456,-249.41115020218876,13.540990231236828
63.80856463639784,-248.92130304052233,13.353718571546683
65.97093778368466,-259.0374373945832,13.161235733211253
63.26194926829721,-205.03467630112212,13.674559325413055
61.257330173447066,-205.7136646421363,13.486222628785148
61.93633189084103,-198.89887040222987,11.254494324409206
63.24353465902783,-198.20405487062735,12.21732563628079
60.219953195486205,-199.63415651603796,13.137080410508672
63.43979980000463,-193.94236013971084,13.710178307619735
60.4182123958049,-198.7372924336956,13.71089735249239
62.0209085448297,-200.0032001770751,13.78058232929808
64.64835665355051,-174.62368332219546,12.857485317419993
61.588337449969444,-86.67742402834726,12.891715938143465
61.65875131466445,-86.98932401370605,13.084521472241132
60.473216202376136,-97.46823985405231,13.499510810980299
61.61654543636438,-94.85249976107515,12.928732740058813
61.792070574854264,-96.64566371607515,11.935154647441264
58.89538563241015,-94.96836473462004,13.074727918819613
62.41960094511271,-90.05584077577406,13.625304134729907
58.816931088133245,-92.03575510494933,13.505705323055695
63.13688959217781,-88.14953056262053,13.396780085514278
59.961532315390976,-92.93723865365737,12.586158759707448
61.235076395818226,-95.81447223836207,12.668564487681426
61.47693436673546,-93.92333970565845,12.414266143100825
62.73468362292916,-100.34117540853619,13.548536911764701
60.57013914494804,-135.91267180549036,11.290689990751602
63.13640549008307,-142.00385490679864,13.058261927479816
61.364128635999684,-154.22365059276765,13.363269682724097
61.55640437247095,-156.93844624361125,11.8743539761096
60.799487197396736,-108.86779002021443,12.846287915358904
63.0922075240706,-108.62459994961873,13.406904004402929
62.04077573013135,-107.02479070440425,13.40022073582699
61.57943655452271,-108.46874605190298,12.835878798618854
60.00842983794829,-113.20582503814994,12.169233740248385
59.74469233562096,-109.37172573577395,10.731948391699897
61.507026665667354,-113.03371093945593,13.47906073401594
59.81000854981153,-113.75575306840322,13.549911090299183
61.380370136953346,-113.04039776165395,13.257571990363694
63.61431320425772,-110.8353697052786,13.653081274770615
63.08815190192764,-91.61521806708112,12.149761726883632
63.48370373983708,-90.8659444405881,12.064576876403502
61.67853756229022,-105.61448248135888,12.483846269392833
62.971357432253754,-82.44061791896611,13.448303091804549
61.87260079878939,-81.31345186177413,13.170603407055689
61.567615048957336,-148.74982710210085,12.770389609122159
61.567615048957336,-148.74982710210085,12.770389609122159
61.567615048957336,-148.74982710210085,12.770389609122159
64.05170537852135,-149.6088461388361,13.17727172934052
59.53541455607018,-145.1217320449259,11.948283980051807
59.53541455607018,-145.1217320449259,11.948283980051807
64.02265215409152,-167.83518779108118,12.649135792612265
63.3581775229313,-232.15966129530622,13.421508530805554
64.63098381131566,-241.92344790238437,11.501207498420406
61.74576060542179,-44.13505033588767,12.538695595763285
61.160744809730645,-45.228404858185456,13.290716605132129
63.03508158555461,-46.16535527416334,13.332167221487381
55.71784673956922,-40.781915257992864,13.186759860666232
64.03409462798729,-41.29577362634251,13.610781139884201
62.090118960437515,-47.31535700674444,12.929883462880618
59.2584153354912,-48.726931106154744,11.812023809116733
61.830852502410956,-62.19750449724485,13.417985498268525
58.42975727081476,-64.68363324319724,13.49340754601327
59.65295188261027,-35.77592728920906,13.309804181658338
60.151773475475196,-18.42535654721337,13.470921537814508
59.07328402633605,-26.043304138622947,11.983292007201664
61.38691230578911,-50.63060769770814,12.199306998062305
63.72167941182859,-92.1861292996342,12.321119006864874
58.419963634468246,-92.6878389248726,13.026301408918314
61.440779377636396,-94.42572737045602,13.241301792199996
59.3794659714789,-105.8988997190289,12.424737489796845
60.984872972306775,-104.2426501111212,13.357827573412017
60.25392081115194,-108.2933254230761,12.148301584634384
60.25392081115194,-108.2933254230761,12.148301584634384
60.25392081115194,-108.2933254230761,12.148301584634384
60.46132680061508,-122.92691592156882,12.587248013688757
60.46132680061508,-122.92691592156882,12.587248013688757
60.46132680061508,-122.92691592156882,12.587248013688757
60.46132680061508,-122.92691592156882,12.587248013688757
67.46888970019762,-119.9456890746408,11.548553420684803
59.40756248605979,-132.22362025245155,13.56341554953258
62.69164576831299,-152.2629578394154,12.206063240323445
61.01479740719186,-157.37264607073274,13.191737569403934
66.03302009139934,-148.8521357373217,12.985549031623318
63.09493597496931,-144.59739941271508,12.394072668848095
63.09493597496931,-144.59739941271508,12.394072668848095
60.98809035724728,-148.3492612427935,12.344415883702807
62.455802459433556,-92.81380828654856,11.847719938839383
61.040940289066334,-103.7911245224891,13.239616887910573
62.23381495409111,-104.11454456757588,13.197633972350774
62.168228334460395,-111.90194893098084,13.686949698242099
60.39594067277185,-114.50137005429032,13.655121851141779
60.51057591645416,-126.43471213352933,12.825765550472036
62.487806858586744,-129.18591453003248,13.010411382207039
60.93818061247534,-165.1003489104849,11.762768360674022
59.20577560779321,-165.54187337812766,12.90401383639645
65.44546975588506,-167.3308928419346,12.320521368141444
61.99715300110229,-137.42114879512326,12.392556216635718
59.62430538047392,-66.13184498161368,11.25794885991421
63.58315461616016,-65.43521004360103,12.991289383358785
60.23214595552004,-66.21029914884173,13.277110313263655
60.72802112359241,-65.19114068801488,13.35580187407584
60.895151289491025,-79.9539881681777,11.280351566973396
58.192727302950566,-75.7633017173959,11.224729453715105
62.76416814013321,-117.92408128230682,13.845563812495495
58.97249975208045,-107.95637763090664,13.862174305724915
59.317896631983274,-130.24787031380086,13.324762639296495
62.89374456012525,-125.63147695856443,13.154663352756904
61.405047884822274,-124.30165055793569,11.534953831088155
59.48122558642094,-80.97291204706931,12.35001671795714
59.48122558642094,-80.97291204706931,12.35001671795714
61.780991418176065,-90.24935119337688,13.727035090996443
61.002219311800594,-82.57021009568058,13.812369061803242
62.90898360498288,-88.57803544596561,13.539352075122418
58.82578955486388,-106.96059328414813,13.14952198456118
66.02354680285555,-178.183587823752,12.465445497406213
63.0938610887256,-179.63430145329764,12.949772318119312
63.9942564800524,-205.7991014507359,13.770612102773642
63.01703580655444,-203.21997797244785,13.547528536326348
62.159611694337016,-176.5225465787623,11.10416789476257
64.41123866920078,-159.3599964880611,13.83964278279306
64.68566198379433,-156.79514927080547,13.837494439504152
58.985090416977144,-147.1627523786775,13.744050944890391
62.46250851315919,-145.85594194542924,13.340477714169817
64.15301252234605,-132.42119118865142,13.207572482384768
61.58331933899617,-156.1522517087569,13.10871057723836
58.04547733618828,-155.4445707245325,12.942242439171302
65.01477548606982,-155.40046378277376,13.787472014502612
59.66162096179575,-140.47748487239218,13.830412672419742
62.464640172221536,-142.03215518255587,13.663116283645572
62.048570188227465,-138.4808414745313,13.517134769847006
62.15089945380634,-150.0804451077151,13.44290412342943
65.261619677317,-155.30233536849425,11.877372321276397
61.98749379241295,-107.61306148818383,12.903326449115838
62.6801381090795,-116.90473240716045,12.32029897396688
59.87928840614457,-159.54312587194875,12.201558897189251
64.03410506453557,-161.65853905807504,10.965339874694873
59.91811670625794,-155.98264251991756,13.16803318727315
61.945833643424976,-157.7318605318297,11.535543602477302
59.68029473950426,-139.11565014163747,13.81198621010603
63.747453625887985,-131.3750198461371,13.677227682349534
60.624582176400175,-139.24042314166138,13.851111928228388
61.98893249114034,-149.0578691823215,13.22783294186975
59.99613482767076,-140.62636147969602,11.428124168586512
60.61538510979378,-71.54249111635215,11.858683350017696
59.8973369383316,-65.79436642628366,13.518637719398495
59.63042060148015,-15.363536086650015,13.285771206021764
59.453622688105355,-14.894106599268639,13.424880387648896
61.548977288756966,-10.001197790545765,13.50713949256514
57.860046410371645,7.654993564878293,13.321463900486904
58.92952775688517,-73.90195689074403,13.179641967077206
56.66966788622152,-87.1443394495703,13.832584129740235
64.32523312106794,-86.45766700208148,13.862357673023268
58.08471380108307,-83.73486171571047,12.090383006584549
58.08471380108307,-83.73486171571047,12.090383006584549
63.21725449147161,-83.67845061624472,12.630383504953041
59.63089203837321,-89.64580446190637,12.413948556817386
60.49690303309362,-89.48875178259004,13.143756205679061
59.15049248263034,-92.12200509986882,12.395635979727944
60.04554299063812,-133.40686083540163,12.193212832460238
60.04554299063812,-133.40686083540163,12.193212832460238
59.29951316353182,-133.06226427297673,11.213856583849049
60.413014625997185,-130.14831746349182,13.45061951691785
62.52977679015211,-134.4415936950489,13.597189620704507
64.71747591186202,-142.5852465071347,13.67829545898148
63.35007629280716,-145.12354933418575,13.660714058254399
62.74435108846988,-154.02219397368603,10.835695980401551
60.31953658057557,-97.32036938776835,11.876921519158747
60.31953658057557,-97.32036938776835,11.876921519158747
61.70469175771641,-89.05446858841614,12.749491029756335
57.91576277388788,-103.55421975759651,12.382860411550375
60.08636185288366,-103.01115834086146,12.223294965654572
59.76977420933394,-85.34248989135298,13.1406547066704
60.828707132159835,-89.69729800441156,11.644588654798673
59.519550454214986,-129.55977273294067,11.03922771419566
64.59045560769049,-122.68675633056664,13.149012540838008
59.5061375117575,-139.31055682727379,10.86655780944704
60.0091754049876,-136.78747936539057,12.51518561949819
59.49721291788994,-105.60099344597411,12.096037397100778
59.49721291788994,-105.60099344597411,12.096037397100778
59.38907094014573,-111.26533718409362,13.424988537833846
64.50039912524586,-113.00244498913791,12.611642966065393
61.30782098352649,-112.50318498871869,13.081823325348479
62.06458735718931,-161.21728116235496,11.515113094819414
61.752453431138875,-159.37754551900727,13.218672539610125
63.16582597171014,-168.9632207390206,13.602566589701993
59.41161189565735,-156.56728280286805,13.025434935832275
63.227639889691616,-154.20936346440692,12.929035693151363
61.06249132361128,-121.20482091399832,13.500205768566923
60.23112966254265,-130.5398464934371,13.556747213414882
62.766395104041,-127.809846166194,13.68632136445211
63.422674215563156,-127.18966042708011,13.345343176310314
59.11449474477593,-122.6979006517532,10.752329938411917
64.3023389852835,-123.77019358621196,13.859685508872358
64.7893387811978,-119.30312844114049,13.86701551315925
58.59374149593647,-115.26275193440546,13.831598804155485
64.26148761994708,-122.40644520358603,13.80659137387303
61.498075385336946,-133.9587048358073,13.781970185919656
62.489788818231446,-96.95125800435275,13.853297906631834
61.98063555979268,-91.34634450990531,13.847452727961869
60.56717767426088,-92.29501360049508,13.851614466981609
61.189357845935675,-108.2242076306476,13.736573942787288
61.27684882545175,-106.38564853484888,12.555182380630642
58.78908262523951,-106.01867143166511,12.609224570398153
58.42578760117238,-53.343391208068084,13.109262802626027
59.7035583135226,-89.34875137909557,12.63758896258459
62.246739961670116,-62.93061664048162,13.276697121918787
61.27766816423656,-61.767720524148665,12.997099541882818
59.49678717595016,-87.08615579271708,13.34673289899523
62.011228338566,-91.19693003477295,12.39149847454219
62.56160497169525,-111.62230308753617,12.883770999039822
61.82494094945144,-171.2796563378782,13.332005057888608
59.65440004587192,-153.8583211877226,12.939517265631418
63.18112551933634,-140.6051317651871,12.486003174025674
61.54339272274866,-130.81041272264983,12.504442109292745
61.033700611972854,-142.7106749123554,12.39514665222135
64.01852121361348,-193.9125618695255,13.126289878858563
61.9712486794572,-175.46782421845256,12.969389593416633
61.01325911200334,-92.02109285181406,12.567248659470003
60.538097207017536,-88.79774632239452,12.055319933743297
62.18885511313225,-76.91659347373437,13.35270895333548
59.30672976911139,-73.75184941245253,12.7082500599098
61.14127355457597,-60.937029108003486,12.27571299429649
59.25343887655982,-63.81239118995213,12.752766197212091
61.822020398031086,-90.36339994775824,13.051086513667704
61.055824858772844,-91.37195877526534,13.835547749994962
60.91756438045031,-90.52564579105216,13.834782037347788
60.71209248320581,-70.19619167974223,13.747868875441858
63.91158030292436,-73.44030094819348,13.760050396958901
63.35172339401934,-73.27899136405577,13.720890554346962
59.79861883770604,-70.88658319751532,12.502703780865568
62.55247128802232,-73.4998839776233,13.739143899892126
59.55406704457786,-53.309010335092445,13.237915473212757
60.03584671134019,-111.79964412597337,10.974320191339663
60.03584671134019,-111.79964412597337,10.974320191339663
60.03584671134019,-111.79964412597337,10.974320191339663
59.31223289477163,-69.7983011629495,13.763161838022798
60.47070625601184,-56.77851342402399,13.70225884404989
60.88384067165449,-59.16492961604909,13.620138182469887
59.26794068419171,-47.577517977358596,13.442261237191557
62.65794779219702,-50.910027408097534,12.639132249638328
57.99105015942676,-45.515879523213925,12.698165327219744
57.67102931757995,-46.472807830415405,12.940549993122696
61.96112616337473,-33.19758579186476,13.450510482035547
60.22248422924056,-3.3433431319816123,13.392717075235108
60.19163910683478,-13.87799380487266,13.563660133211416
60.6280463755435,-83.09017855442102,12.907224292760244
61.87840286585424,-147.70275724523583,11.983122459064115
62.8266586898401,-147.79428798673777,12.361149453795964
62.8266586898401,-147.79428798673777,12.361149453795964
61.150863225416934,-145.40252789658467,12.51321380422826
61.150863225416934,-145.40252789658467,12.51321380422826
62.61566360971906,-143.7149696976711,12.139360420176766
62.89672672201227,-97.65419657156461,12.517154107590764
59.477379901354006,-99.39777934942083,11.98997588781894
61.390631665835926,-97.85238420262267,12.65268988210993
62.06492390636022,-157.89171819764218,12.195258872933568
62.06492390636022,-157.89171819764218,12.195258872933568
64.1476257595059,-163.0741582288165,13.220400815171606
61.14496738170587,-170.63049556374398,11.345638600556734
60.543980528352655,-173.97929440082075,11.806144660956399
64.31669688607057,-169.08393131701126,13.043169912297174
61.07296748751571,-173.0210026941734,11.464431228642892
61.050535002601016,-152.8172368247771,12.996855464660246
63.89742917195629,-153.8557709303703,12.734073366918192
65.22297503474529,-106.75392484003339,11.743699110469837
59.50412889216893,-99.27358833041394,13.699898674747274
60.76406833796158,-100.77329531234844,13.53812528558769
60.132536468407,-100.5778967104997,13.363901535703224
58.61087139229841,-104.47319704142619,13.738288720843554
60.07765218415237,-78.37327917082472,12.184373132910084
58.44926757465351,-76.60933196841387,10.746220855518645
58.97247102051071,-74.7430794818163,13.656327485609562
62.0167753515838,-69.71027386940982,13.753154264177647
59.47871267198435,-73.73883625964795,13.720873814093391
62.80597577769871,-85.49615743833924,12.99972069970857
59.50705954818505,-79.57556439490737,12.055702969918286
60.43866703873877,-131.608900959136,12.812909478656385
62.911963733608935,-145.27836439933154,13.09807691610887
63.94862519735393,-159.62532755880642,13.153971881164331
66.16942337864876,-188.6906777333008,12.149050935481666
62.35221787580944,-183.54357360450987,12.953264951021312
61.602104076208406,-57.63138519058222,12.753520269817988
61.14915708568296,-104.28344354488637,12.71171494094966
59.38724916302968,-147.70078771867804,12.72116124456518
59.84524775009202,-145.8460843963684,12.868727086943665
60.50832779931918,-144.2104837999601,12.227305316449621
60.50832779931918,-144.2104837999601,12.227305316449621
60.42276801349718,-140.34541302533256,12.622958976161696
64.45391636094158,-134.65321936386505,12.571258007468698
64.45391636094158,-134.65321936386505,12.571258007468698
57.49329995574515,-84.77066177589914,12.075182011160834
61.97354283740798,-111.05042823333928,13.660670967596438
62.69028765353455,-104.99194563262235,13.88172716973556
59.4833421031147,-112.13234075961732,13.872996263650357
58.70439382173376,-117.90542196494103,13.873354790699253
62.13024118391073,-124.77034208345508,13.874833683313517
62.70559577322294,-118.63867650030359,13.873306405414388
65.50172854088663,-119.77768324490073,13.879229952776074
62.525022814059994,-114.45205500045482,13.880344078163564
58.69219310796444,-120.93591347495926,13.875053264344642
58.75503611878492,-120.64454131401585,13.867587884008017
59.717032884167025,-120.27703642235929,13.85595322099029
60.16226102614447,-119.41897994253749,13.821731536929045
60.36771941565769,-120.9630140596399,13.647316640225784
61.722727096286505,-126.96082159151793,13.74690956884887
62.20040894326862,-116.14961895754246,13.278262489392882
61.13876677706039,-150.617687329065,13.419053491939799
62.721243354696085,-133.71557829843786,11.955717941684716
60.4057648545331,-78.34072005318207,13.01030441541517
63.53565886633121,-86.49240518851444,12.393928352382176
60.104366224662066,-108.48559654051549,12.16110878209225
59.544670324119366,-107.48112116593472,12.017834998097042
65.9308569866443,-106.88537931863111,12.905207388325955
62.171935490200674,-106.91655938798479,12.992642640934694
59.82761070170637,-106.60490325966046,12.520048509187655
63.196635117148894,-136.97510753949993,12.597023548163072
61.22702019620759,-111.93498912063019,11.134875481099396
64.05990469712188,-116.29815886800051,11.250716947306252
64.05990469712188,-116.29815886800051,11.250716947306252
64.05990469712188,-116.29815886800051,11.250716947306252
64.51689893790348,-114.2956858187607,11.637987901940283
61.13156333204894,-130.52444659711006,13.17045643364633
60.6808367633567,-99.232320376268,13.445170344514967
60.859464595212636,-88.90926959723335,13.280790310868056
61.66070661443996,-100.20310510603832,13.007248694875146
58.54798699041004,-101.62400137163002,12.971232946920294
58.55745261991527,-93.85815819925399,11.978593987185896
59.84124545586504,-138.0374806799572,13.045398035206354
64.2273037487616,-131.66979272773133,13.73880127090312
60.40774211800901,-127.38125570721932,13.73819665368521
63.05130573593917,-123.08673500388535,13.856700202617356
59.2814339015517,-107.78876382316884,11.766933817133689
62.83228828037952,-139.28879437863247,12.432811551682756
62.83228828037952,-139.28879437863247,12.432811551682756
62.6686629196793,-82.95672084463293,13.125634651455584
55.78134776242778,-107.54484348334643,12.409885850311808
58.72533313855429,-111.58373888000308,11.987458953853704
61.50432783054675,-100.28316709046892,13.041809492826369
61.082134184364044,-96.92423538785322,12.234742730296455
61.082134184364044,-96.92423538785322,12.234742730296455
63.595618969835485,-127.80021285740126,12.531498597070954
64.51511972998135,-125.10246731722887,13.402936522309574
63.34997399268668,-126.66711544902775,13.725078676326174
59.07473587703652,-134.86752005578643,13.730748754905969
63.53940580056988,-140.86382102953178,11.137113000543355
60.58456598078258,-152.22868273824537,13.046211308938085
61.076091107281535,-144.223398565938,13.324472331647971
64.08036607795634,-147.46737118571795,13.263467430794616
62.948154006109185,-142.00098299688065,12.126591548856243
60.03513813965713,-152.22046856840691,13.634690712576631
63.925385421499946,-152.09211739896213,12.758538933732144
59.00942352189045,-142.75538186000017,12.665224331279786
59.00942352189045,-142.75538186000017,12.665224331279786
62.37149717092156,-143.19355781704795,11.765749629242533
62.33871312828505,-148.38166113011604,13.310794086179255
62.46281568865047,-198.77260996927114,13.513962997361306
61.57076085427868,-203.9292351326048,13.08970069373982
58.743498476848124,-56.43093808653065,12.09046009663358
58.743498476848124,-56.43093808653065,12.09046009663358
62.66855844151256,-34.356816192251344,12.884755260024013
60.343716982042295,-76.67047467284894,13.008336794156047
57.00049861053297,-77.53420783174622,12.800494635900913
58.0238529017591,-27.33392344144228,13.662307466981067
60.757757767652194,-17.000784955770342,13.787668209995712
57.30130231991749,-33.86324488757404,13.146640145348032
58.44227491573784,-91.9534471477076,12.789344515081737
65.52503664523427,-139.51042732893217,13.018426100336951
57.39256436760725,-74.67763914177681,12.760251508868764
60.70445446751447,-90.21336190040267,13.708626787345649
60.08812579955342,-87.64237710021837,13.767415184017356
58.4681781119465,-72.44003915160306,11.61372352929305
57.475095927309724,-56.53459995146714,12.56194531231557
57.27521659361111,-56.743256072781804,11.01807403066061
57.27521659361111,-56.743256072781804,11.01807403066061
58.517352329732816,-52.50613347070593,13.195138659828356
60.62489816120866,-59.50443729606982,12.13557201999849
61.329543201665075,-72.41021560600909,13.37260385604708
60.34418142942535,-112.89936356391505,13.653969288108124
63.14166111537907,-149.8600601777123,11.123059338226321
60.12883284691298,-148.74916721575204,13.155210578821338
63.43538882100488,-149.69847169382678,12.38415792113986
63.43538882100488,-149.69847169382678,12.38415792113986
60.62911189931635,-154.23960509686538,12.753787838345708
63.553668824706946,-155.2318327171159,12.093169901474795
63.45454882203344,-155.9762937569328,12.163550998851907
61.52105046681988,-216.34160698475495,12.856008420395481
61.784353758382075,-217.83905507521303,13.328108717099783
61.7227371807971,-35.898046485464256,13.124399490308733
60.8315065434318,-37.50702127122449,13.387242025645824
61.27036318410448,-18.380749396368287,12.887216882191577
59.17732458710613,-29.890859877985484,12.924324785403876
60.10746267937826,-32.699068484906505,12.175932768820957
61.27893547872703,-48.69288219801256,12.705693034947222
61.7165264178055,-217.89954639906168,12.777762104708009
61.7165264178055,-217.89954639906168,12.777762104708009
62.76577454605924,-211.12508658483333,12.934098328248561
