,WAIC,WAIC_se,p_WAIC,WAIC_i,WAIC_scale
0,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.107923100796466,log
1,-447.05335401655555,8.214532008377565,3.9631749277125325,-13.468924114814486,log
2,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.964624640049777,log
3,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.248707744096633,log
4,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.733106811278242,log
5,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.177895624672171,log
6,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.615322092875509,log
7,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.67734381453656,log
8,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.951654889662343,log
9,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.53922334474661,log
10,-447.05335401655555,8.214532008377565,3.9631749277125325,-11.857476838007948,log
11,-447.05335401655555,8.214532008377565,3.9631749277125325,-12.813986263389419,log
12,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.57843586091605,log
13,-447.05335401655555,8.214532008377565,3.9631749277125325,-12.552721423630242,log
14,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.737624094792949,log
15,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.325409030039092,log
16,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.192614538219217,log
17,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.82101470484729,log
18,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.459981255233604,log
19,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.798781513751369,log
20,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.235585493147312,log
21,-447.05335401655555,8.214532008377565,3.9631749277125325,-11.549027204901058,log
22,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.765273065021384,log
23,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.945319079095267,log
24,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.747409248582727,log
25,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.162168433006967,log
26,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.736615024838281,log
27,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.777529851279121,log
28,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.32917149871012,log
29,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.822488230876306,log
30,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.911683545137805,log
31,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.314540742563771,log
32,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.093068034696335,log
33,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.087767109814035,log
34,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.553181773060635,log
35,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.677939203425861,log
36,-447.05335401655555,8.214532008377565,3.9631749277125325,-11.962487012948685,log
37,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.769022493400593,log
38,-447.05335401655555,8.214532008377565,3.9631749277125325,-11.43141464418715,log
39,-447.05335401655555,8.214532008377565,3.9631749277125325,-10.388917447112247,log
40,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.981760862846341,log
41,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.868180661158037,log
42,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.874544862638402,log
43,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.026515351921882,log
44,-447.05335401655555,8.214532008377565,3.9631749277125325,-8.732805141485079,log
45,-447.05335401655555,8.214532008377565,3.9631749277125325,-9.68616630034424,log
